,stimOn_times,feedback_times,goCue_times,probabilityLeft,contrastLeft,contrastRight,feedbackType,choice,firstMovement_times,signed_contrast,laser_stimulation,laser_probability,probe_trial,correct,right_choice,stim_side,time_to_choice,reaction_times,abs_contrast,rt_log,pupil,whisking,sniffing,p_engaged,p_exploratory,p_disengaged,state,state_switch
0,9.456000000000001,9.684100000000003,9.334100000000001,0.8,1.0,,1.0,1.0,9.492080461443258,-1.0,1.0,1.0,0,1.0,0.0,-1,0.3500000000000014,0.3500000000000014,1.0,-0.4559319556497226,16.276860727767556,4.037324427564939,0.8491455882171227,0.999997404963735,2.566219357800375e-06,2.8819356396177108e-08,0,0
1,13.622199999999998,13.900999999999998,13.614699999999997,0.8,1.0,,1.0,1.0,13.645080461442802,-1.0,1.0,1.0,0,1.0,0.0,-1,0.28630000000000067,0.28630000000000067,1.0,-0.5431786519784003,20.62814896305082,4.241186881651644,1.0046502343069084,0.8413123392880558,0.158620966159563,6.66945545647383e-05,0,0
2,18.6926,19.1928,18.658299999999997,0.8,0.0,,1.0,1.0,18.706080461442244,-0.0,1.0,0.75,0,1.0,0.0,-1,0.5345000000000013,0.5345000000000013,0.0,-0.27205229045520213,19.04180246689604,3.6299322108427683,0.8385930000091731,0.03324994171961636,0.9578088962926709,0.008941161989946636,1,1
3,22.858799999999995,23.706399999999995,22.827599999999997,0.8,0.125,,1.0,1.0,23.387080461441727,-0.125,1.0,1.0,0,1.0,0.0,-1,0.8787999999999982,0.8787999999999982,0.125,-0.056109951751528164,19.864171433882834,2.7353522296374044,0.9987283835692125,2.1846272104848914e-11,0.04461531707292069,0.955384682907471,2,1
4,27.208799999999997,27.512099999999997,27.170499999999997,0.8,0.25,,1.0,1.0,27.221080461441307,-0.25,1.0,1.0,0,1.0,0.0,-1,0.3415999999999997,0.3415999999999997,0.25,-0.46648213798303295,19.40109149467774,4.096543312072754,0.7909151237953566,0.9866570530692761,0.013303825216176785,3.912171678469752e-05,0,1
5,30.820899999999995,31.1682,30.806399999999996,0.8,0.0625,,1.0,1.0,30.8960804614409,-0.0625,1.0,1.0,0,1.0,0.0,-1,0.36180000000000234,0.36180000000000234,0.0625,-0.44153143747620227,17.71614218638457,4.014313317338625,0.688305467835603,0.9942408471923352,0.005750662055077863,8.49075487809957e-06,0,0
6,33.9542,34.281,33.937,0.8,0.0,,1.0,1.0,34.03408046144055,-0.0,0.0,0.75,1,1.0,0.0,-1,0.3440000000000012,0.3440000000000012,0.0,-0.4634415574284684,20.409455848615355,4.273466672499975,0.676924754738886,0.9984977014555151,0.0015013769101385993,9.216365129077841e-07,0,0
7,38.553799999999995,38.875899999999994,38.5273,0.8,1.0,,1.0,1.0,38.63708046144005,-1.0,1.0,1.0,0,1.0,0.0,-1,0.3485999999999976,0.3485999999999976,1.0,-0.45767261722602864,20.907670199228868,3.9651650425474174,0.7711372324278448,0.9929608290242422,0.007036196924527077,2.9740533848983622e-06,0,0
8,41.6743,41.9519,41.6419,0.8,1.0,,1.0,1.0,41.72408046143971,-1.0,1.0,1.0,0,1.0,0.0,-1,0.3100000000000023,0.3100000000000023,1.0,-0.5086383061657241,21.034908189005556,4.359591122468313,0.7551576889190498,0.9994387874366104,0.000561081171598764,1.3139396637665694e-07,0,0
9,45.536699999999996,45.8983,45.5248,0.8,0.125,,1.0,1.0,45.63508046143927,-0.125,1.0,1.0,0,1.0,0.0,-1,0.37349999999999994,0.37349999999999994,0.125,-0.4277093938485825,18.708927409804705,4.2434866458177565,0.6616130439479155,0.9933000315641888,0.006698087221258136,1.8812166029031467e-06,0,0
10,48.574,49.0141,48.5474,0.8,,1.0,-1.0,1.0,48.710080461438935,1.0,1.0,1.0,0,0.0,0.0,1,0.4666999999999959,0.4666999999999959,1.0,-0.3309621991148479,19.40204201277457,4.337954467535019,1.0628637989503817,0.33054050286250874,0.6692162354317428,0.00024326170774083118,1,1
11,52.67380000000001,53.084700000000005,52.6423,0.8,0.0,,1.0,1.0,52.60908046143851,-0.0,1.0,0.75,0,1.0,0.0,-1,0.44240000000000634,0.44240000000000634,0.0,-0.35418488170335194,22.785328093974353,3.8102377861738206,1.0286801438744582,0.068164763834918,0.9295587988979154,0.002276437269127573,1,0
12,56.66939999999999,57.02139999999999,56.63389999999999,0.8,1.0,,1.0,1.0,56.719080461438054,-1.0,1.0,1.0,0,1.0,0.0,-1,0.38750000000000284,0.38750000000000284,1.0,-0.41172829315766774,19.84076787538241,3.9234411160151166,0.7687830481706232,0.9500238773573132,0.049963153182702294,1.2969461939129308e-05,0,1
13,59.66910000000001,59.96020000000001,59.6509,0.8,0.125,,1.0,1.0,59.70508046143773,-0.125,1.0,1.0,0,1.0,0.0,-1,0.30930000000000746,0.30930000000000746,0.125,-0.5096200799968106,26.69743402274711,3.862288872897625,0.7216644056776773,0.9845723340934895,0.015411063789772793,1.660211889280762e-05,0,0
14,62.722699999999996,63.01319999999999,62.6915,0.8,0.0625,,1.0,1.0,62.81308046143738,-0.0625,1.0,1.0,0,1.0,0.0,-1,0.32169999999999277,0.32169999999999277,0.0625,-0.49254893909803993,22.671287775624396,3.892687772711118,0.646975433893855,0.9941942395021892,0.005802107966431883,3.652533636262655e-06,0,0
15,66.4353,66.74770000000001,66.42840000000001,0.8,0.0625,,1.0,1.0,66.51908046143697,-0.0625,1.0,1.0,0,1.0,0.0,-1,0.31929999999999836,0.31929999999999836,0.0625,-0.49580108146055735,24.67872859682403,3.8622777531544368,0.7438316031796379,0.9814389600020144,0.018548597255335284,1.2442745066716816e-05,0,0
16,69.6556,69.897,69.641,0.8,,0.25,-1.0,1.0,69.52608046143665,0.25,1.0,1.0,0,0.0,0.0,1,0.2560000000000002,0.2560000000000002,0.25,-0.5917600346881501,24.877919347193696,4.188831102848053,0.833022800789506,0.9767622044237884,0.02318952244176218,4.827313701562672e-05,0,0
17,73.63490000000002,74.85270000000001,73.59760000000001,0.8,0.0,,1.0,1.0,74.54808046143609,-0.0,1.0,0.75,0,1.0,0.0,-1,1.2550999999999988,1.2550999999999988,0.0,0.09867832957643925,17.4113759757157,3.080281113088131,1.1983298309384622,3.006721480122935e-13,0.0010393360004050491,0.9989606640016508,2,1
