,stimOn_times,feedback_times,goCue_times,probabilityLeft,contrastLeft,contrastRight,feedbackType,choice,firstMovement_times,signed_contrast,laser_stimulation,laser_probability,probe_trial,correct,right_choice,stim_side,time_to_choice,reaction_times,abs_contrast,rt_log,pupil,whisking,sniffing,p_engaged,p_exploratory,p_disengaged,state,state_switch
0,,12.8198,10.5692,0.2,,0.25,-1.0,1.0,11.318164859279342,0.25,1.0,1.0,0,0.0,0.0,1,2.2506000000000004,2.2506000000000004,0.25,0.35229831453436644,14.010927435048425,5.476227830973317,0.627807305991547,8.99052787168355e-09,0.9999999909923645,2.461073903998197e-11,1,0
1,17.577700999999998,17.852501,17.550401,0.2,,1.0,1.0,-1.0,17.553164859281424,1.0,1.0,1.0,0,1.0,1.0,1,0.30209999999999937,0.30209999999999937,1.0,-0.5198492747267205,14.362825150327401,10.952280720074972,1.3367286225446482,3.4121610582985246e-06,0.9999965877858821,6.04488466934387e-11,1,0
2,20.995201,22.994501,20.981701,0.2,0.0625,,1.0,1.0,21.562164859282763,-0.0625,1.0,1.0,0,1.0,0.0,-1,2.0127999999999986,2.0127999999999986,0.0625,0.3038006237651746,13.764093595665061,5.6035134345293045,1.0312456383830777,2.3022638577385137e-07,0.999999769548621,2.317761339414516e-10,1,0
3,25.993800999999998,26.289800999999997,25.987900999999997,0.2,,1.0,1.0,-1.0,26.128164859284286,1.0,1.0,1.0,0,1.0,1.0,1,0.30189999999999984,0.30189999999999984,1.0,-0.5201368869769025,13.00887871014506,10.806240034103393,1.1127071540470923,0.017820807664198156,0.9821788746137647,3.177288255345263e-07,1,0
4,30.1601,30.745800000000003,30.1612,0.2,,0.0,-1.0,1.0,30.557164859285766,0.0,1.0,0.75,0,0.0,0.0,1,0.5846000000000018,0.5846000000000018,0.0,-0.23314118897858105,12.805303092737034,7.463190401430863,1.336687923665097,1.5264780098015954e-05,0.9999847352265548,1.3560198267167326e-13,1,0
5,35.561501,35.989201,35.552801,0.2,,0.125,1.0,-1.0,35.822164859287525,0.125,1.0,1.0,0,1.0,1.0,1,0.436399999999999,0.436399999999999,0.125,-0.3601152580836967,13.265891426352237,9.218146314223608,0.7176532021097568,0.9629355313554733,0.03706342689545578,1.041756281187983e-06,0,1
6,39.5096,40.5573,39.500699999999995,0.2,0.0625,,1.0,1.0,40.33016485928903,-0.0625,1.0,1.0,0,1.0,0.0,-1,1.056600000000003,1.056600000000003,0.0625,0.023910606350921817,8.77860180650198,2.66611916658779,0.5644437471629442,0.060908295211291534,0.019953692462933322,0.9191380123327686,2,1
7,45.159201,45.565901000000004,45.141601,0.2,,0.125,1.0,-1.0,45.395164859290716,0.125,1.0,1.0,0,1.0,1.0,1,0.42430000000000234,0.42430000000000234,0.125,-0.37232696823338174,14.1104439047778,8.932931176573039,0.6233080434322226,0.9993174457095301,0.0006825105462988247,4.3751156485184697e-08,0,1
8,48.7106,49.4823,48.7042,0.2,0.125,,1.0,1.0,49.28916485929202,-0.125,1.0,1.0,0,1.0,0.0,-1,0.778100000000002,0.778100000000002,0.125,-0.10896458468468806,12.952451157559095,5.511115120102962,0.7593981938080656,0.9477371713315621,0.02721484023544081,0.025047988439519876,0,0
9,52.9087,53.2212,52.8788,0.2,,1.0,1.0,-1.0,53.04616485929327,1.0,1.0,1.0,0,1.0,1.0,1,0.3424000000000049,0.3424000000000049,1.0,-0.4654662439948781,13.295313565486747,9.237453291813532,0.5566687780080422,0.9999923731356638,7.626869073781649e-06,2.0079073900343212e-12,0,0
10,57.5418,57.8987,57.5187,0.2,0.125,,-1.0,-1.0,57.71516485929483,-0.125,1.0,1.0,0,0.0,1.0,-1,0.37999999999999545,0.37999999999999545,0.125,-0.42021640338319505,12.028577577585342,9.914270065228145,0.781591417368421,0.9999478368426342,5.21509147499645e-05,1.2249302000565543e-08,0,0
