,stimOn_times,feedback_times,goCue_times,probabilityLeft,contrastLeft,contrastRight,feedbackType,choice,firstMovement_times,signed_contrast,laser_stimulation,laser_probability,probe_trial,correct,right_choice,stim_side,time_to_choice,reaction_times,abs_contrast,rt_log,pupil,whisking,sniffing,p_engaged,p_exploratory,p_disengaged,state,state_switch
0,8.5661,8.825999999999999,8.469300000000002,0.8,0.125,,1.0,1.0,8.61488184009199,-0.125,1.0,1.0,0,1.0,0.0,-1,0.35669999999999646,0.35669999999999646,0.125,-0.4476968906616503,10.58760712231605,4.017355036735535,0.6687059356478927,0.9999994630462956,5.369566030609718e-07,1.5219850622631834e-63,0,0
1,11.835099999999999,12.571600000000002,11.827900000000001,0.8,0.125,,-1.0,-1.0,11.802881840091638,-0.125,1.0,1.0,0,0.0,1.0,-1,0.7437000000000005,0.7437000000000005,0.125,-0.12860221851251585,9.220709877867574,4.087390679121017,1.0857394686790949,0.9416928435583303,0.05830715644462463,8.438445667708792e-49,0,0
2,17.068400000000004,17.4176,17.0512,0.8,0.25,,1.0,1.0,17.192881840091044,-0.25,1.0,1.0,0,1.0,0.0,-1,0.3663999999999987,0.3663999999999987,0.25,-0.4360445350041887,10.419553744181513,4.465389441450437,0.52829588318095,0.9978962899326812,0.002103710070077132,8.610916332878162e-83,0,0
3,20.101799999999997,20.6124,20.0768,0.8,0.125,,-1.0,-1.0,20.14288184009072,-0.125,1.0,1.0,0,0.0,1.0,-1,0.5356000000000023,0.5356000000000023,0.125,-0.27115943166002676,13.583862853714924,4.445047217607498,1.2307107335692726,0.9234727606547979,0.07652723934795735,1.6914959292220668e-58,0,0
4,24.331700000000005,24.649500000000003,24.332700000000003,0.8,1.0,,1.0,1.0,24.40388184009025,-1.0,1.0,1.0,0,1.0,0.0,-1,0.31680000000000064,0.31680000000000064,1.0,-0.4992148270825432,12.435664874438372,4.4960236350695295,0.6417484111816856,0.9995836835780948,0.0004163164245577905,5.196653316465761e-79,0,0
5,27.834200000000003,30.053000000000004,27.807300000000005,0.8,,0.0625,-1.0,1.0,29.850881840089652,0.0625,1.0,1.0,0,0.0,0.0,1,2.2456999999999994,2.2456999999999994,0.0625,0.35135173899280103,17.893460012684677,0.49783539238075414,0.3774537545329594,1.189351117322969e-25,0.0015329935225227972,0.9984670064803319,2,1
6,33.981100000000005,34.372800000000005,33.967200000000005,0.8,,0.0,1.0,-1.0,34.18588184008918,0.0,1.0,0.75,0,1.0,1.0,1,0.40559999999999974,0.40559999999999974,0.0,-0.3919020536747207,13.010070904432695,4.601322347670793,0.7408033124485035,0.9554133529707175,0.04458664703210676,1.0038563165065164e-77,0,1
7,37.0504,37.3603,37.0372,0.8,1.0,,1.0,1.0,37.13788184008885,-1.0,1.0,1.0,0,1.0,0.0,-1,0.3231000000000037,0.3231000000000037,1.0,-0.490663041982351,11.634736190551074,4.5255044281482695,0.5694024945859366,0.9994698400378401,0.0005301599649060391,5.147328285720736e-83,0,0
8,40.2336,41.1869,40.2151,0.8,1.0,,1.0,1.0,40.34188184008849,-1.0,1.0,1.0,0,1.0,0.0,-1,0.9718000000000018,0.9718000000000018,1.0,-0.012423105273011763,12.37018142985462,4.77306447327137,0.5140662550272806,0.8669812587246195,0.1330187412780226,1.584170078159659e-91,0,0
9,44.1306,44.7095,44.1064,0.8,0.0625,,1.0,1.0,44.19188184008807,-0.0625,1.0,1.0,0,1.0,0.0,-1,0.6030999999999977,0.6030999999999977,0.0625,-0.2196106715290488,12.695535996974114,5.259685797492663,0.6872700627493207,0.44493164325626244,0.5550683567463598,1.0756676241694873e-106,1,1
10,47.6635,47.9778,47.664300000000004,0.8,0.125,,1.0,1.0,47.74688184008768,-0.125,1.0,1.0,0,1.0,0.0,-1,0.31349999999999767,0.31349999999999767,0.125,-0.503762454833268,14.483169334854676,4.3442084223032,0.4822401395675374,0.9067739484258333,0.09322605157675018,2.3205424445743793e-79,0,1
11,50.6829,52.826,50.6546,0.8,,0.125,1.0,-1.0,52.559881840087144,0.125,1.0,1.0,0,1.0,1.0,1,2.1713999999999984,2.1713999999999984,0.125,0.33673983349184267,10.714100223653054,0.5237308499403298,0.23364176856350213,3.134205099104001e-21,0.039439235026948655,0.960560764975715,2,1
12,55.899100000000004,57.2739,55.8852,0.8,0.0,,-1.0,-1.0,56.20088184008675,-0.0,1.0,0.75,0,0.0,1.0,-1,1.3887,1.3887,0.0,0.14260843550247315,11.783630821253125,3.558040642738342,0.5451374169004846,0.0039759695973382485,0.9960240304052077,1.269548751007063e-43,1,1
13,61.0489,61.384600000000006,61.024100000000004,0.8,0.25,,1.0,1.0,61.182881840086196,-0.25,1.0,1.0,0,1.0,0.0,-1,0.3605000000000018,0.3605000000000018,0.25,-0.44309473094455,12.173097523195306,4.152481612811486,0.667326016527117,0.9616089358047808,0.038391064198096764,4.554592852461297e-64,0,1
14,64.0291,64.4921,64.0094,0.8,0.0,,-1.0,-1.0,64.12688184008589,-0.0,1.0,0.75,0,0.0,1.0,-1,0.48269999999999413,0.48269999999999413,0.0,-0.3163227011813133,16.584777698068024,4.102938581506411,0.9202611360561996,0.017422238512494154,0.9825777614904403,6.101556609985237e-52,1,1
