,stimOn_times,feedback_times,goCue_times,probabilityLeft,contrastLeft,contrastRight,feedbackType,choice,firstMovement_times,signed_contrast,laser_stimulation,laser_probability,probe_trial,correct,right_choice,stim_side,time_to_choice,reaction_times,abs_contrast,rt_log,pupil,whisking,sniffing,p_engaged,p_exploratory,p_disengaged,state,state_switch
0,,9.805100000000001,9.2994,0.2,,0.25,-1.0,1.0,9.386203432204894,0.25,1.0,1.0,0,0.0,0.0,1,0.5057000000000009,0.5057000000000009,0.25,-0.2961070463674547,14.634157615511764,4.365177714824677,1.3054496412522214,6.955056874713902e-20,0.9999999997683062,2.3291505919668693e-10,0,0
1,14.106999,14.697199,14.090699000000003,0.2,0.25,,1.0,1.0,14.277203432206527,-0.25,1.0,1.0,0,1.0,0.0,-1,0.6064999999999969,0.6064999999999969,0.25,-0.21716919479741043,13.92401857610335,10.269594864919782,1.9141051308452997,1.6637690544114772e-24,0.9999999999947704,6.496238127124741e-12,0,0
2,17.789899999999996,18.254799999999996,17.785599999999995,0.2,,0.25,1.0,-1.0,18.02520343220778,0.25,1.0,1.0,0,1.0,1.0,1,0.4692000000000007,0.4692000000000007,0.25,-0.32864199655650767,14.842926642065947,8.546759397288163,0.793825809265552,0.9334529703042233,0.06654702969482482,2.2366119573855298e-12,2,1
3,22.639699999999998,23.013399999999997,22.612900000000003,0.2,,1.0,1.0,-1.0,22.824203432209384,1.0,1.0,1.0,0,1.0,1.0,1,0.40049999999999386,0.40049999999999386,1.0,-0.3973974795797502,14.082412657963255,8.204091590146223,0.47360781046157624,0.9750880585300538,0.02490927078561781,2.6706856712995366e-06,2,0
4,26.1911,28.328399999999995,26.156799999999997,0.2,,0.0625,-1.0,1.0,27.474203432210935,0.0625,1.0,1.0,0,0.0,0.0,1,2.171599999999998,2.171599999999998,0.0625,0.3367798329836418,14.782582571140772,1.7536644584188859,0.7256412953081687,0.001039807788211769,0.9989601882525742,3.960683925311358e-09,0,1
5,32.9556,33.3628,32.9187,0.2,,0.25,1.0,-1.0,33.180203432212835,0.25,1.0,1.0,0,1.0,1.0,1,0.44409999999999883,0.44409999999999883,0.25,-0.3525192268263252,13.765062438701122,8.56270306756099,0.850620069937353,0.9483686591617566,0.05163134073761316,1.020757235350478e-10,2,1
6,36.4408,36.862500000000004,36.4266,0.2,,0.25,1.0,-1.0,36.668203432214,0.25,1.0,1.0,0,1.0,1.0,1,0.43590000000000373,0.43590000000000373,0.25,-0.3606131309823123,12.250022361118265,7.776274841030439,0.5881914486085394,0.9878350327439746,0.01216496724468281,1.2658352353896741e-11,2,0
7,40.0218,40.454,40.015899999999995,0.2,,0.125,1.0,-1.0,40.2522034322152,0.125,1.0,1.0,0,1.0,1.0,1,0.4381000000000057,0.4381000000000057,0.125,-0.35842674682181896,13.342313021217654,8.91607948144277,1.1586349991635483,0.007595593808568092,0.9924044061882493,4.470061730453752e-12,0,1
8,43.6901,45.224900000000005,43.667500000000004,0.2,1.0,,1.0,1.0,44.883203432216746,-1.0,1.0,1.0,0,1.0,0.0,-1,1.5574000000000012,1.5574000000000012,1.0,0.19240017036012969,13.506763117371811,3.3206513927119676,1.3070455941028525,1.779498753544448e-14,0.9999999801061679,1.989532706950431e-08,0,0
9,49.172599999999996,49.521499999999996,49.1494,0.2,,1.0,1.0,-1.0,49.324203432218226,1.0,1.0,1.0,0,1.0,1.0,1,0.3720999999999961,0.3720999999999961,1.0,-0.4293403299784705,13.630087599673473,9.399536387374004,0.7366194078609494,0.9981312507559302,0.0018686232227484302,1.2602284396025034e-07,2,1
10,52.65429999999999,53.05049999999999,52.6397,0.2,,1.0,1.0,-1.0,52.73020343221937,1.0,1.0,1.0,0,1.0,1.0,1,0.4107999999999947,0.4107999999999947,1.0,-0.386369565074765,13.434693152185543,8.211818997065226,0.8111479501034442,0.9906158262312447,0.009383990003795565,1.8376622598347474e-07,2,0
11,56.1539,61.09740000000001,56.1323,0.2,,0.0625,1.0,-1.0,57.54720343222098,0.0625,1.0,1.0,0,1.0,1.0,1,4.965100000000007,4.965100000000007,0.0625,0.6959279998627883,14.204185497593071,5.522079063732116,1.3381714963336526,1.1077558204003063e-29,0.9999999984829628,1.518441427675158e-09,0,1
12,64.50370000000001,64.84230000000001,64.5048,0.2,,1.0,1.0,-1.0,64.65820343222336,1.0,1.0,1.0,0,1.0,1.0,1,0.3375000000000057,0.3375000000000057,1.0,-0.47172622283294896,13.609020067740984,9.487777058780193,0.7468686493947679,0.9982007247018447,0.0017972034870482774,2.071812556625065e-06,2,1
13,68.0367,69.4523,68.0197,0.2,0.0625,,1.0,1.0,68.9862034322248,-0.0625,1.0,1.0,0,1.0,0.0,-1,1.4325999999999937,1.4325999999999937,0.0625,0.15612494682260109,12.018131445304048,2.174288082867861,0.5093756090344008,0.7262437258074641,0.2737554280672794,8.461268434013233e-07,2,0
14,72.9529,73.8882,72.9356,0.2,0.25,,1.0,1.0,73.43220343222629,-0.25,1.0,1.0,0,1.0,0.0,-1,0.9526000000000039,0.9526000000000039,0.25,-0.021089422824426548,12.380845286581213,6.564669978618622,0.8545283788708998,0.05873342728998846,0.9412661094064868,4.633050852358234e-07,0,1
15,77.1045,78.1612,77.09219999999999,0.2,,0.0,-1.0,1.0,77.79020343222774,0.0,1.0,0.75,0,0.0,0.0,1,1.0690000000000026,1.0690000000000026,0.0,0.02897770520877908,13.6625709643076,8.717024296770493,0.5613890697531626,5.926745691479293e-05,0.9999322814564354,8.451088185337417e-06,0,0
