time,state_incr,state_decr,subject,pid,region
-0.9750000000000001,-0.016999999999999998,-0.04799999999999999,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
-0.925,-0.016999999999999998,-0.008000000000000007,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
-0.875,-0.016999999999999998,0.05199999999999999,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
-0.8250000000000001,-0.016999999999999998,0.07200000000000001,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
-0.775,-0.016999999999999998,0.03199999999999997,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
-0.7250000000000001,0.023,0.03199999999999997,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
-0.675,0.0030000000000000027,0.01200000000000001,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
-0.625,-0.016999999999999998,-0.008000000000000007,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
-0.5750000000000001,0.0030000000000000027,0.01200000000000001,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
-0.525,-0.016999999999999998,0.05199999999999999,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
-0.475,-0.037,0.09199999999999997,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
-0.42500000000000004,-0.037,0.11199999999999999,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
-0.375,-0.016999999999999998,0.03199999999999997,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
-0.32500000000000007,0.023,-0.008000000000000007,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
-0.275,0.043000000000000003,-0.04799999999999999,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
-0.225,-0.016999999999999998,-0.04799999999999999,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
-0.17500000000000002,-0.016999999999999998,-0.08800000000000002,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
-0.125,0.043000000000000003,-0.028000000000000025,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
-0.07500000000000001,0.063,-0.08800000000000002,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
-0.025,0.043000000000000003,-0.128,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
0.025,0.08299999999999999,-0.08800000000000002,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
0.07500000000000001,0.0030000000000000027,-0.10800000000000001,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
0.125,0.023,-0.04799999999999999,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
0.17500000000000002,0.043000000000000003,-0.028000000000000025,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
0.225,0.08299999999999999,-0.04799999999999999,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
0.275,0.043000000000000003,-0.068,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
0.32500000000000007,0.043000000000000003,0.03199999999999997,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
0.375,0.043000000000000003,-0.008000000000000007,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
0.42500000000000004,-0.016999999999999998,-0.068,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
0.475,0.0030000000000000027,-0.028000000000000025,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
0.525,-0.016999999999999998,-0.188,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
0.5750000000000001,0.063,-0.188,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
0.625,0.043000000000000003,-0.08800000000000002,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
