mutual_information,mi_over_baseline,time,region_1,region_2,region_pair,subject,eid,date,sert-cre
1.7302957619528663,-0.3835166979284901,-0.9,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
2.32127326238556,0.20746080250420373,-0.7000000000000001,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
2.0085638219175657,-0.10524863796379069,-0.5,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
2.3428246923615066,0.22901223248015024,-0.30000000000000004,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
2.1661047607892834,0.052292300907927025,-0.1,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
2.1004205104863973,-0.013391949394959024,0.1,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
2.0236615719608353,-0.09015088792052106,0.30000000000000004,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
2.1918471919288134,0.07803473204745703,0.5,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
2.351468762472099,0.23765630259074255,0.7000000000000001,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
1.8082435732974953,-0.30556888658386105,0.9,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
