time,state_incr,state_decr,subject,pid,region
-0.95,0.092,0.04000000000000001,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
-0.8500000000000001,0.05200000000000002,0.06,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
-0.75,-0.06799999999999999,0.04000000000000001,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
-0.6500000000000001,-0.027999999999999997,0.0,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
-0.55,-0.027999999999999997,0.06,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
-0.45,-0.027999999999999997,0.04000000000000001,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
-0.35000000000000003,-0.027999999999999997,-0.04000000000000001,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
-0.25,0.01200000000000001,-0.06,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
-0.15000000000000002,0.01200000000000001,-0.06,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
-0.05,0.01200000000000001,-0.08,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
0.05,0.092,-0.1,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
0.15000000000000002,0.032,-0.08,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
0.25,0.032,-0.01999999999999999,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
0.35000000000000003,0.05200000000000002,-0.01999999999999999,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
0.45,0.032,-0.04000000000000001,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
0.55,-0.06799999999999999,-0.06,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
0.6500000000000001,0.032,-0.06,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
0.75,0.032,0.01999999999999999,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
0.8500000000000001,0.032,0.01999999999999999,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
0.95,0.01200000000000001,0.04000000000000001,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
1.05,0.05200000000000002,0.04000000000000001,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
1.1500000000000001,-0.027999999999999997,0.07999999999999999,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
