subject,date,eid,probe,pid,allen_acronym,region,neuron_id,mod_index,modulated,p_value,firing_rate,latency_peak,latency_peak_onset
ZFM-05170,2022-12-08,dfa58635-10b6-48d2-b77b-c4022ad0899a,probe00,227781ff-b3d4-4380-bfed-00942195ca62,PAG,PAG,394,-0.2852,True,0.0099816989810112,1.701595350042414,0.9824937004977983,0.0008250177625086508
ZFM-05170,2022-12-08,dfa58635-10b6-48d2-b77b-c4022ad0899a,probe00,227781ff-b3d4-4380-bfed-00942195ca62,PAG,PAG,395,0.38039999999999985,True,0.0009438706018091159,3.827288305374978,0.588859241262071,0.5066812232917073
ZFM-05170,2022-12-08,dfa58635-10b6-48d2-b77b-c4022ad0899a,probe00,227781ff-b3d4-4380-bfed-00942195ca62,PAG,PAG,410,0.03479999999999994,False,0.5775572232949617,0.8702641090391888,0.7885546030302066,0.003088337497501925
ZFM-05170,2022-12-08,dfa58635-10b6-48d2-b77b-c4022ad0899a,probe00,227781ff-b3d4-4380-bfed-00942195ca62,PAG,PAG,431,0.2227999999999999,False,0.4330828561366793,2.5429200544987207,0.5864217371154155,0.17825761499443615
ZFM-05170,2022-12-08,dfa58635-10b6-48d2-b77b-c4022ad0899a,probe00,227781ff-b3d4-4380-bfed-00942195ca62,PAG,PAG,455,0.06800000000000006,False,0.17664492454026526,43.63562537925969,0.5952531823240861,0.06569477656739764
ZFM-05170,2022-12-08,dfa58635-10b6-48d2-b77b-c4022ad0899a,probe00,227781ff-b3d4-4380-bfed-00942195ca62,PAG,PAG,462,0.17159999999999997,False,0.2324643727438811,55.64922582995068,0.8343297625087871,0.0891285670841171
ZFM-05170,2022-12-08,dfa58635-10b6-48d2-b77b-c4022ad0899a,probe00,227781ff-b3d4-4380-bfed-00942195ca62,PAG,PAG,485,0.0027999999999999137,False,0.466914831098739,77.71520952866538,0.42970285531919217,0.025028278646459512
ZFM-05170,2022-12-08,dfa58635-10b6-48d2-b77b-c4022ad0899a,probe00,227781ff-b3d4-4380-bfed-00942195ca62,PAG,PAG,489,0.14880000000000004,True,0.016247283101906596,37.93602005651882,0.9988244568548907,0.022088883308242657
ZFM-05170,2022-12-08,dfa58635-10b6-48d2-b77b-c4022ad0899a,probe00,227781ff-b3d4-4380-bfed-00942195ca62,PAG,PAG,612,0.07040000000000002,False,0.8957171896288503,2.4529788834209865,0.6863500143954298,0.6602222821711621
ZFM-05170,2022-12-08,dfa58635-10b6-48d2-b77b-c4022ad0899a,probe00,227781ff-b3d4-4380-bfed-00942195ca62,SCig,SCm,854,0.24839999999999973,True,0.042462315726062405,51.14675415002687,0.6528369681745971,0.3367760028841076
ZFM-05170,2022-12-08,dfa58635-10b6-48d2-b77b-c4022ad0899a,probe00,227781ff-b3d4-4380-bfed-00942195ca62,SCig,SCm,901,-0.5944,True,0.0008181825138084964,21.88131282198797,0.2766653879689329,0.1336270775336743
ZFM-05170,2022-12-08,dfa58635-10b6-48d2-b77b-c4022ad0899a,probe00,227781ff-b3d4-4380-bfed-00942195ca62,SCop,SCs,939,-0.2724,True,0.009762565179627813,4.518086466569243,0.06979475955449743,0.06919870404362882
ZFM-05170,2022-12-08,dfa58635-10b6-48d2-b77b-c4022ad0899a,probe00,227781ff-b3d4-4380-bfed-00942195ca62,RSPv1,RSPv,1132,0.04079999999999995,False,0.6488621314437032,3.096308093213114,0.7167969752072167,0.058083894974515715
ZFM-05170,2022-12-08,dfa58635-10b6-48d2-b77b-c4022ad0899a,probe00,227781ff-b3d4-4380-bfed-00942195ca62,RSPv1,RSPv,1133,0.0815999999999999,False,0.20633376336995302,2.5858086684848627,0.7877074711104797,0.18918932256019616
ZFM-05170,2022-12-08,dfa58635-10b6-48d2-b77b-c4022ad0899a,probe00,227781ff-b3d4-4380-bfed-00942195ca62,RSPagl5,RSPagl,1272,0.0,False,1.0,6.148894783818996,,
ZFM-05170,2022-12-08,dfa58635-10b6-48d2-b77b-c4022ad0899a,probe00,227781ff-b3d4-4380-bfed-00942195ca62,RSPagl5,RSPagl,1276,0.21999999999999997,False,0.2168997619806603,3.3396905677267053,0.5315595101274084,0.3212272667005891
ZFM-05170,2022-12-08,dfa58635-10b6-48d2-b77b-c4022ad0899a,probe00,227781ff-b3d4-4380-bfed-00942195ca62,RSPagl5,RSPagl,1280,0.19079999999999986,False,0.181381765213407,7.483230351960661,0.18141590596769674,0.07770954932402674
ZFM-05170,2022-12-08,dfa58635-10b6-48d2-b77b-c4022ad0899a,probe00,227781ff-b3d4-4380-bfed-00942195ca62,RSPagl5,RSPagl,1291,0.26160000000000005,False,0.13716164321074809,5.275924111761264,0.3248012893354826,0.30996801684705133
ZFM-05170,2022-12-08,dfa58635-10b6-48d2-b77b-c4022ad0899a,probe00,227781ff-b3d4-4380-bfed-00942195ca62,RSPagl5,RSPagl,1308,0.046800000000000175,False,0.45511014940798955,3.018234159985914,0.4240365271907649,0.0841002328279501
ZFM-05170,2022-12-08,dfa58635-10b6-48d2-b77b-c4022ad0899a,probe00,227781ff-b3d4-4380-bfed-00942195ca62,RSPagl5,RSPagl,1329,0.15200000000000014,False,0.40935917730057125,29.53484844696156,0.3589226812209745,0.050290993173803145
ZFM-05170,2022-12-08,dfa58635-10b6-48d2-b77b-c4022ad0899a,probe00,227781ff-b3d4-4380-bfed-00942195ca62,RSPagl2/3,RSPagl,1340,-0.0044000000000000705,True,0.0033592987489980963,21.507598928273772,0.0930589617410078,0.09253787779834965
ZFM-05170,2022-12-08,dfa58635-10b6-48d2-b77b-c4022ad0899a,probe00,227781ff-b3d4-4380-bfed-00942195ca62,RSPagl2/3,RSPagl,1382,0.07600000000000007,False,0.1633818716118869,1.4931899976146084,0.0577379210944855,0.05462430856459832
ZFM-05170,2022-12-08,dfa58635-10b6-48d2-b77b-c4022ad0899a,probe00,227781ff-b3d4-4380-bfed-00942195ca62,PAG,PAG,1416,0.09719999999999995,False,0.12397937460147768,1.3518241291845583,0.5229977792068894,0.3684641292265951
ZFM-05170,2022-12-08,dfa58635-10b6-48d2-b77b-c4022ad0899a,probe00,227781ff-b3d4-4380-bfed-00942195ca62,PAG,PAG,1425,0.34399999999999986,True,0.0002377939155976394,10.026983195080472,0.028776418905181345,0.028197921252285596
ZFM-05170,2022-12-08,dfa58635-10b6-48d2-b77b-c4022ad0899a,probe00,227781ff-b3d4-4380-bfed-00942195ca62,SCop,SCs,1439,-0.1008,False,0.33044410082810094,0.645411181344853,0.05665478228365828,0.05462321328741382
ZFM-05170,2022-12-08,dfa58635-10b6-48d2-b77b-c4022ad0899a,probe00,227781ff-b3d4-4380-bfed-00942195ca62,RSPv2/3,RSPv,1455,0.18759999999999977,True,0.015039338986822082,4.738567254002856,0.7328401659751762,0.6762311144193518
ZFM-05170,2022-12-08,dfa58635-10b6-48d2-b77b-c4022ad0899a,probe00,227781ff-b3d4-4380-bfed-00942195ca62,RSPagl2/3,RSPagl,1469,0.04600000000000004,False,0.4337867385364238,3.7294356423968877,0.7678809896751773,0.0806430556694977
ZFM-05170,2022-12-08,dfa58635-10b6-48d2-b77b-c4022ad0899a,probe00,227781ff-b3d4-4380-bfed-00942195ca62,RSPagl2/3,RSPagl,1470,0.012399999999999967,False,0.8249088809111313,0.9622872516696486,0.7766190997972444,0.25697557142393634
ZFM-05170,2022-12-08,dfa58635-10b6-48d2-b77b-c4022ad0899a,probe01,99d3a9fd-4fdd-4dba-a380-1dfecdb0675a,SNr,SNr,111,0.15200000000000014,False,0.36943920054057955,1.8606616841781698,0.13709691798976564,0.08649690786478459
ZFM-05170,2022-12-08,dfa58635-10b6-48d2-b77b-c4022ad0899a,probe01,99d3a9fd-4fdd-4dba-a380-1dfecdb0675a,MRN,MRN,372,-0.20440000000000003,True,0.0012109902323069743,76.90006269774342,0.3587937813745157,0.0024059598181338515
ZFM-05170,2022-12-08,dfa58635-10b6-48d2-b77b-c4022ad0899a,probe01,99d3a9fd-4fdd-4dba-a380-1dfecdb0675a,APN,APN,470,0.0,False,0.4867171830507765,1.3763941360749559,,
ZFM-05170,2022-12-08,dfa58635-10b6-48d2-b77b-c4022ad0899a,probe01,99d3a9fd-4fdd-4dba-a380-1dfecdb0675a,APN,APN,513,0.08319999999999994,True,0.004671542798781347,9.941850368454286,0.4685587956200834,0.10182079101014097
ZFM-05170,2022-12-08,dfa58635-10b6-48d2-b77b-c4022ad0899a,probe01,99d3a9fd-4fdd-4dba-a380-1dfecdb0675a,APN,APN,562,0.0,False,0.4981711712444403,0.8823413021760191,,
ZFM-05170,2022-12-08,dfa58635-10b6-48d2-b77b-c4022ad0899a,probe01,99d3a9fd-4fdd-4dba-a380-1dfecdb0675a,APN,APN,593,0.0007999999999999119,False,0.9896932815768064,0.8442411468437371,,
ZFM-05170,2022-12-08,dfa58635-10b6-48d2-b77b-c4022ad0899a,probe01,99d3a9fd-4fdd-4dba-a380-1dfecdb0675a,SCig,SCm,1090,0.0020000000000000018,False,0.9307095381086243,25.7490426823788,0.5094008831665633,0.19913671907943353
ZFM-05170,2022-12-08,dfa58635-10b6-48d2-b77b-c4022ad0899a,probe01,99d3a9fd-4fdd-4dba-a380-1dfecdb0675a,SCsg,SCs,1355,-0.1956,True,0.015562616523339345,2.441116509677637,0.6067144120297598,0.0006052930466466933
ZFM-05170,2022-12-07,2d93903c-d02b-4e0d-9218-681f2884598d,probe01,30d9dfa6-6b48-4b6a-9407-d930dfc93fb1,PIR,PIR,75,-0.09039999999999992,False,0.09126572626691454,4.276075351075601,0.9908292703266852,0.2250768743297158
ZFM-05170,2022-12-07,2d93903c-d02b-4e0d-9218-681f2884598d,probe01,30d9dfa6-6b48-4b6a-9407-d930dfc93fb1,PIR,PIR,86,0.03839999999999999,True,0.006854285388789294,10.191086501038967,0.09206216366874287,0.0002714711945372983
ZFM-05170,2022-12-07,2d93903c-d02b-4e0d-9218-681f2884598d,probe01,30d9dfa6-6b48-4b6a-9407-d930dfc93fb1,PIR,PIR,103,-0.00759999999999994,False,0.09036572548202126,10.020359797752626,0.5346864982311672,0.5177033542668141
ZFM-05170,2022-12-07,2d93903c-d02b-4e0d-9218-681f2884598d,probe01,30d9dfa6-6b48-4b6a-9407-d930dfc93fb1,PIR,PIR,106,0.1068,True,0.040332202663748595,23.00086109345929,0.6920794426914654,0.20817557051123003
ZFM-05170,2022-12-07,2d93903c-d02b-4e0d-9218-681f2884598d,probe01,30d9dfa6-6b48-4b6a-9407-d930dfc93fb1,PIR,PIR,112,0.08600000000000008,False,0.306686341414552,20.085124759424147,0.9350753346934653,0.35208617015632626
ZFM-05170,2022-12-07,2d93903c-d02b-4e0d-9218-681f2884598d,probe01,30d9dfa6-6b48-4b6a-9407-d930dfc93fb1,PIR,PIR,117,0.03279999999999994,False,0.9977904666546784,6.177184104059851,0.6877049272752629,0.06741555466123828
ZFM-05170,2022-12-07,2d93903c-d02b-4e0d-9218-681f2884598d,probe01,30d9dfa6-6b48-4b6a-9407-d930dfc93fb1,PIR,PIR,143,0.0,False,1.0,0.3493611754897463,,
ZFM-05170,2022-12-07,2d93903c-d02b-4e0d-9218-681f2884598d,probe01,30d9dfa6-6b48-4b6a-9407-d930dfc93fb1,PIR,PIR,144,-0.03479999999999994,True,0.01608150996398494,16.34961638098677,0.09499415501613839,0.09436243887103046
ZFM-05170,2022-12-07,2d93903c-d02b-4e0d-9218-681f2884598d,probe01,30d9dfa6-6b48-4b6a-9407-d930dfc93fb1,PIR,PIR,219,-0.21640000000000004,False,0.09159563677439708,6.3434500146237465,0.006379320356245444,0.005852774374943692
ZFM-05170,2022-12-07,2d93903c-d02b-4e0d-9218-681f2884598d,probe01,30d9dfa6-6b48-4b6a-9407-d930dfc93fb1,EPd,EPd,241,0.08320000000000016,False,0.18249045917391893,2.5027074805977594,0.27984827885575214,0.08012882818275102
ZFM-05170,2022-12-07,2d93903c-d02b-4e0d-9218-681f2884598d,probe01,30d9dfa6-6b48-4b6a-9407-d930dfc93fb1,EPd,EPd,256,-0.19040000000000012,False,0.14911069816906186,4.143468149235616,0.05334504192342138,0.03770831122074014
ZFM-05170,2022-12-07,2d93903c-d02b-4e0d-9218-681f2884598d,probe01,30d9dfa6-6b48-4b6a-9407-d930dfc93fb1,EPd,EPd,278,-0.12159999999999993,False,0.7610567966351031,4.515336051643158,0.2940222932211327,0.2202423768094377
ZFM-05170,2022-12-07,2d93903c-d02b-4e0d-9218-681f2884598d,probe01,30d9dfa6-6b48-4b6a-9407-d930dfc93fb1,EPd,EPd,290,-0.050799999999999956,False,0.3783396191474807,3.8543276754988907,0.14987519149599393,0.048700129862481845
ZFM-05170,2022-12-07,2d93903c-d02b-4e0d-9218-681f2884598d,probe01,30d9dfa6-6b48-4b6a-9407-d930dfc93fb1,EPd,EPd,298,-0.00039999999999995595,True,0.02475859333335728,1.1182396301949804,0.8832322933949399,0.37243230285366735
ZFM-05170,2022-12-07,2d93903c-d02b-4e0d-9218-681f2884598d,probe01,30d9dfa6-6b48-4b6a-9407-d930dfc93fb1,EPd,EPd,319,0.22360000000000002,False,0.11540949044100113,7.672766245912648,0.8636794733065472,0.45014511274712277
ZFM-05170,2022-12-07,2d93903c-d02b-4e0d-9218-681f2884598d,probe01,30d9dfa6-6b48-4b6a-9407-d930dfc93fb1,EPd,EPd,329,-0.03759999999999997,False,0.06670244217706389,1.9412558874862633,0.34315283521300444,0.30242299477686174
ZFM-05170,2022-12-07,2d93903c-d02b-4e0d-9218-681f2884598d,probe01,30d9dfa6-6b48-4b6a-9407-d930dfc93fb1,EPd,EPd,330,-0.06919999999999993,False,0.4837720357634898,1.0113833681618425,0.3669325110649879,0.1490529919456094
ZFM-05170,2022-12-07,2d93903c-d02b-4e0d-9218-681f2884598d,probe01,30d9dfa6-6b48-4b6a-9407-d930dfc93fb1,EPd,EPd,340,0.08440000000000003,False,0.37204936721518944,4.673085903373293,0.3373422602644496,0.3263556324036472
ZFM-05170,2022-12-07,2d93903c-d02b-4e0d-9218-681f2884598d,probe01,30d9dfa6-6b48-4b6a-9407-d930dfc93fb1,EPd,EPd,372,-0.13200000000000012,True,0.00039313863689038886,2.2587832240021903,0.32003498912399664,0.26755282157682814
ZFM-05170,2022-12-07,2d93903c-d02b-4e0d-9218-681f2884598d,probe01,30d9dfa6-6b48-4b6a-9407-d930dfc93fb1,EPd,EPd,381,0.16159999999999997,False,0.12782484544464512,6.045185192136563,0.3438483563313639,0.29760199654811004
ZFM-05170,2022-12-07,2d93903c-d02b-4e0d-9218-681f2884598d,probe01,30d9dfa6-6b48-4b6a-9407-d930dfc93fb1,OLF,root,399,0.14080000000000004,False,0.49929120521914816,3.8336458183311866,0.4695750557057181,0.13477236013659422
ZFM-05170,2022-12-07,2d93903c-d02b-4e0d-9218-681f2884598d,probe01,30d9dfa6-6b48-4b6a-9407-d930dfc93fb1,OLF,root,404,0.06159999999999988,True,0.0030340653312308508,11.50377614127148,0.9787199111096925,0.20797500856679108
ZFM-05170,2022-12-07,2d93903c-d02b-4e0d-9218-681f2884598d,probe01,30d9dfa6-6b48-4b6a-9407-d930dfc93fb1,OLF,root,416,-0.17520000000000002,True,0.024585596542329502,22.047468030689245,0.3002377572183832,0.004464213062419731
ZFM-05170,2022-12-07,2d93903c-d02b-4e0d-9218-681f2884598d,probe01,30d9dfa6-6b48-4b6a-9407-d930dfc93fb1,OLF,root,420,0.027200000000000113,False,0.10657900197758996,5.9462366990204885,0.3773988690745682,0.0010679374909159378
ZFM-05170,2022-12-07,2d93903c-d02b-4e0d-9218-681f2884598d,probe01,30d9dfa6-6b48-4b6a-9407-d930dfc93fb1,OLF,root,433,0.06840000000000002,False,0.320108383233631,11.070065430666391,0.8256147537304059,0.23104507364041638
ZFM-05170,2022-12-07,2d93903c-d02b-4e0d-9218-681f2884598d,probe01,30d9dfa6-6b48-4b6a-9407-d930dfc93fb1,OLF,root,458,0.020000000000000018,False,0.1595021110422754,2.9210081799798524,,
ZFM-05170,2022-12-07,2d93903c-d02b-4e0d-9218-681f2884598d,probe01,30d9dfa6-6b48-4b6a-9407-d930dfc93fb1,OLF,root,472,-0.20439999999999992,False,0.3397227259538854,1.3838595604860817,0.26875282179298665,0.026200732119832537
ZFM-05170,2022-12-07,2d93903c-d02b-4e0d-9218-681f2884598d,probe01,30d9dfa6-6b48-4b6a-9407-d930dfc93fb1,ORBl5,ORBl,484,0.06279999999999997,True,0.004607455726591492,4.16556934954228,0.16632946199206344,0.005841520558533375
ZFM-05170,2022-12-07,2d93903c-d02b-4e0d-9218-681f2884598d,probe01,30d9dfa6-6b48-4b6a-9407-d930dfc93fb1,ORBl2/3,ORBl,527,0.01639999999999997,False,0.06525238898093666,4.933839514330817,0.512437795331607,0.0008941377191149513
ZFM-05170,2022-12-07,2d93903c-d02b-4e0d-9218-681f2884598d,probe01,30d9dfa6-6b48-4b6a-9407-d930dfc93fb1,ORBl2/3,ORBl,534,-0.06120000000000014,False,0.4970219296328693,2.2675020461415167,0.8009223849148839,0.08980013722521107
ZFM-05170,2022-12-07,2d93903c-d02b-4e0d-9218-681f2884598d,probe01,30d9dfa6-6b48-4b6a-9407-d930dfc93fb1,ORBl5,ORBl,556,-0.22120000000000006,False,0.18729678580628828,8.515856070454937,0.1117366151393071,0.1116001411301113
ZFM-05170,2022-12-07,2d93903c-d02b-4e0d-9218-681f2884598d,probe01,30d9dfa6-6b48-4b6a-9407-d930dfc93fb1,ORBl2/3,ORBl,567,-0.17199999999999993,False,0.05098769866361785,3.7290199526592716,0.28902752401700127,0.16634134956348134
ZFM-05170,2022-12-07,2d93903c-d02b-4e0d-9218-681f2884598d,probe01,30d9dfa6-6b48-4b6a-9407-d930dfc93fb1,ORBl2/3,ORBl,568,-0.09440000000000004,True,0.03220084329503348,4.948235709025984,0.29940892015201825,0.16980642834369064
ZFM-05170,2022-12-07,2d93903c-d02b-4e0d-9218-681f2884598d,probe01,30d9dfa6-6b48-4b6a-9407-d930dfc93fb1,ORBl2/3,ORBl,574,0.21519999999999984,False,0.10686168708532173,2.8914047373672567,0.6735484157470637,0.19012912314155983
ZFM-05170,2022-12-07,2d93903c-d02b-4e0d-9218-681f2884598d,probe01,30d9dfa6-6b48-4b6a-9407-d930dfc93fb1,ORBl2/3,ORBl,575,-0.033199999999999896,False,0.3956554771542544,3.6359515954046033,0.20044826463436038,0.10194505059826042
ZFM-05170,2022-12-07,2d93903c-d02b-4e0d-9218-681f2884598d,probe01,30d9dfa6-6b48-4b6a-9407-d930dfc93fb1,ORBl5,ORBl,597,-0.06479999999999997,False,0.8158837152481595,3.497667021008778,0.9394623165107987,0.9386959339180976
ZFM-05170,2022-12-07,2d93903c-d02b-4e0d-9218-681f2884598d,probe01,30d9dfa6-6b48-4b6a-9407-d930dfc93fb1,ORBl5,ORBl,604,-0.06600000000000006,False,0.23996525560320225,20.86718282899115,0.05099296897878958,0.011014897370841936
ZFM-05170,2022-12-07,2d93903c-d02b-4e0d-9218-681f2884598d,probe01,30d9dfa6-6b48-4b6a-9407-d930dfc93fb1,ORBl5,ORBl,622,0.0935999999999999,True,0.014029997936393368,1.5353237497436794,0.8364801116877061,0.17441557375059347
ZFM-05170,2022-12-07,2d93903c-d02b-4e0d-9218-681f2884598d,probe01,30d9dfa6-6b48-4b6a-9407-d930dfc93fb1,ORBl5,ORBl,630,-0.12239999999999995,False,0.9978606996905833,12.047790090104323,0.22935966830573307,0.15750328997455654
ZFM-05170,2022-12-07,2d93903c-d02b-4e0d-9218-681f2884598d,probe01,30d9dfa6-6b48-4b6a-9407-d930dfc93fb1,ORBl5,ORBl,631,0.1479999999999999,False,0.07895602538684798,6.47990971926948,0.11143772330797219,0.005118952231896401
ZFM-05170,2022-12-07,2d93903c-d02b-4e0d-9218-681f2884598d,probe01,30d9dfa6-6b48-4b6a-9407-d930dfc93fb1,ORBl5,ORBl,640,-0.014399999999999968,False,0.07009705393536603,4.9133604204686785,0.6504865189754128,0.4925597165020008
ZFM-05170,2022-12-07,2d93903c-d02b-4e0d-9218-681f2884598d,probe01,30d9dfa6-6b48-4b6a-9407-d930dfc93fb1,ORBl5,ORBl,643,-0.12,False,0.22250051546320393,3.738347064715295,0.7495354109651089,0.15594352852440352
ZFM-05170,2022-12-07,2d93903c-d02b-4e0d-9218-681f2884598d,probe01,30d9dfa6-6b48-4b6a-9407-d930dfc93fb1,ORBl5,ORBl,649,-0.0047999999999999154,True,0.03701535496408359,14.332121490607795,0.9665074238791931,0.2521607489306916
ZFM-05170,2022-12-07,2d93903c-d02b-4e0d-9218-681f2884598d,probe01,30d9dfa6-6b48-4b6a-9407-d930dfc93fb1,ORBl5,ORBl,657,-0.17520000000000002,False,0.10639334012987978,11.75946066958986,0.7469438967518727,0.005234061696683057
ZFM-05170,2022-12-07,2d93903c-d02b-4e0d-9218-681f2884598d,probe01,30d9dfa6-6b48-4b6a-9407-d930dfc93fb1,ORBl5,ORBl,660,-0.10039999999999993,False,0.1725336026180586,17.113831279663994,0.2899001730720556,0.018213298934824707
ZFM-05170,2022-12-07,2d93903c-d02b-4e0d-9218-681f2884598d,probe01,30d9dfa6-6b48-4b6a-9407-d930dfc93fb1,ORBl5,ORBl,671,-0.10880000000000001,False,0.09464393569937957,3.0570623580144547,0.9030772581127167,0.010122453308213153
ZFM-05170,2022-12-07,2d93903c-d02b-4e0d-9218-681f2884598d,probe01,30d9dfa6-6b48-4b6a-9407-d930dfc93fb1,ORBl5,ORBl,691,0.13960000000000017,True,0.048525039579565554,5.470148457552163,0.19143773767609673,0.0003624215923991869
ZFM-05170,2022-12-07,2d93903c-d02b-4e0d-9218-681f2884598d,probe01,30d9dfa6-6b48-4b6a-9407-d930dfc93fb1,ORBl5,ORBl,699,0.11280000000000001,False,0.1529287198546897,27.68266581897191,0.697760829296385,0.31421048573884036
ZFM-05170,2022-12-07,2d93903c-d02b-4e0d-9218-681f2884598d,probe01,30d9dfa6-6b48-4b6a-9407-d930dfc93fb1,ORBl5,ORBl,745,0.0044000000000001815,True,0.034473216852059174,1.0898527674157787,0.3140658349129808,0.008248230208664609
ZFM-05170,2022-12-07,2d93903c-d02b-4e0d-9218-681f2884598d,probe01,30d9dfa6-6b48-4b6a-9407-d930dfc93fb1,ORBl5,ORBl,750,0.13159999999999994,False,0.05512993271837863,2.299335885115336,0.8757680952930968,0.02173493578357011
ZFM-05170,2022-12-07,2d93903c-d02b-4e0d-9218-681f2884598d,probe01,30d9dfa6-6b48-4b6a-9407-d930dfc93fb1,ORBl5,ORBl,751,-0.10320000000000007,True,0.004445451059509109,19.846675112078852,0.022465471898613032,0.021715546507039107
ZFM-05170,2022-12-07,2d93903c-d02b-4e0d-9218-681f2884598d,probe01,30d9dfa6-6b48-4b6a-9407-d930dfc93fb1,ORBl5,ORBl,754,0.31479999999999997,True,0.014950251638402356,5.607013688809029,0.5852750765525343,0.1774941186340584
ZFM-05170,2022-12-07,2d93903c-d02b-4e0d-9218-681f2884598d,probe01,30d9dfa6-6b48-4b6a-9407-d930dfc93fb1,ORBl5,ORBl,756,-0.1252000000000001,False,0.11683788191064193,4.012077527229025,0.33792748064206535,0.005508305417606607
ZFM-05170,2022-12-07,2d93903c-d02b-4e0d-9218-681f2884598d,probe01,30d9dfa6-6b48-4b6a-9407-d930dfc93fb1,ORBl5,ORBl,757,0.19520000000000026,False,0.41756492354264907,4.782780851684351,0.5924084111711636,0.0019346043136465596
ZFM-05170,2022-12-07,2d93903c-d02b-4e0d-9218-681f2884598d,probe01,30d9dfa6-6b48-4b6a-9407-d930dfc93fb1,ORBl5,ORBl,758,-0.03279999999999994,False,0.44398132983619265,9.273177016742926,0.10942911917754827,0.10886828469847387
ZFM-05170,2022-12-07,2d93903c-d02b-4e0d-9218-681f2884598d,probe01,30d9dfa6-6b48-4b6a-9407-d930dfc93fb1,ORBl6a,ORBl,855,0.15360000000000018,True,0.015003943505396133,2.378616337591535,0.44287000757685746,0.43887111545154767
ZFM-05170,2022-12-07,2d93903c-d02b-4e0d-9218-681f2884598d,probe01,30d9dfa6-6b48-4b6a-9407-d930dfc93fb1,ORBl6a,ORBl,856,0.04919999999999991,False,0.11198196901759117,4.075136915259966,0.3761422671996115,0.2332710785240124
