mutual_information,mi_over_baseline,time,region_1,region_2,region_pair,subject,eid,date,sert-cre
0.03874352869149297,-0.004221941465406408,2.975,SC,mPFC,SC-mPFC,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.02110748982338561,-0.02185798033351377,3.0250000000000004,SC,mPFC,SC-mPFC,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.04533070449498033,0.002365234338080946,3.075,SC,mPFC,SC-mPFC,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.04010098950347705,-0.0028644806534223327,3.125,SC,mPFC,SC-mPFC,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.05613018435694258,0.013164714200043198,3.1750000000000003,SC,mPFC,SC-mPFC,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.04611045662521564,0.0031449864683162562,3.225,SC,mPFC,SC-mPFC,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.03885305872486304,-0.004112411432036341,3.2750000000000004,SC,mPFC,SC-mPFC,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.03712606983102895,-0.005839400325870429,3.325,SC,mPFC,SC-mPFC,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.060681351611817425,0.017715881454918044,3.375,SC,mPFC,SC-mPFC,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.059238715664402204,0.016273245507502823,3.4250000000000003,SC,mPFC,SC-mPFC,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.0671173412487361,0.024151871091836717,3.475,SC,mPFC,SC-mPFC,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.03722351190827141,-0.005741958248627971,3.5250000000000004,SC,mPFC,SC-mPFC,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.03853396454675454,-0.00443150561014484,3.575,SC,mPFC,SC-mPFC,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.02304663354080969,-0.019918836616089692,3.625,SC,mPFC,SC-mPFC,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.029186780309780343,-0.013778689847119038,3.6750000000000003,SC,mPFC,SC-mPFC,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.03269910020551367,-0.01026636995138571,3.725,SC,mPFC,SC-mPFC,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.03274855534840442,-0.010216914808494959,3.7750000000000004,SC,mPFC,SC-mPFC,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.05103805155228177,0.008072581395382389,3.825,SC,mPFC,SC-mPFC,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.057504608715500484,0.014539138558601103,3.875,SC,mPFC,SC-mPFC,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.05001075590688968,0.007045285749990297,3.9250000000000003,SC,mPFC,SC-mPFC,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.05238599431534424,0.009420524158444861,3.975,SC,mPFC,SC-mPFC,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.039463813028870504,0.00043979940167684917,-0.9750000000000001,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
