,log_likelihood,n_states,subject,pid
3,-29708.643218888323,5,ZFM-04811,e4cf7b8d-7e0e-4483-b4a5-0fa316ab7be4
4,-29539.563986627574,6,ZFM-04811,e4cf7b8d-7e0e-4483-b4a5-0fa316ab7be4
5,-29277.986443685702,7,ZFM-04811,e4cf7b8d-7e0e-4483-b4a5-0fa316ab7be4
6,-29078.57853702496,8,ZFM-04811,e4cf7b8d-7e0e-4483-b4a5-0fa316ab7be4
7,-29019.659149887655,9,ZFM-04811,e4cf7b8d-7e0e-4483-b4a5-0fa316ab7be4
8,-28919.907053494764,10,ZFM-04811,e4cf7b8d-7e0e-4483-b4a5-0fa316ab7be4
9,-28876.96967747921,11,ZFM-04811,e4cf7b8d-7e0e-4483-b4a5-0fa316ab7be4
10,-28819.402650600656,12,ZFM-04811,e4cf7b8d-7e0e-4483-b4a5-0fa316ab7be4
11,-28786.39780290806,13,ZFM-04811,e4cf7b8d-7e0e-4483-b4a5-0fa316ab7be4
12,-28762.880018502376,14,ZFM-04811,e4cf7b8d-7e0e-4483-b4a5-0fa316ab7be4
13,-28763.147074279415,15,ZFM-04811,e4cf7b8d-7e0e-4483-b4a5-0fa316ab7be4
14,-28758.784305776746,16,ZFM-04811,e4cf7b8d-7e0e-4483-b4a5-0fa316ab7be4
15,-28700.897553548268,17,ZFM-04811,e4cf7b8d-7e0e-4483-b4a5-0fa316ab7be4
16,-28655.64565222534,18,ZFM-04811,e4cf7b8d-7e0e-4483-b4a5-0fa316ab7be4
17,-28638.663665440417,19,ZFM-04811,e4cf7b8d-7e0e-4483-b4a5-0fa316ab7be4
18,-28612.158391940317,20,ZFM-04811,e4cf7b8d-7e0e-4483-b4a5-0fa316ab7be4
0,-4262.770023229505,2,ZFM-04811,e48c0695-b465-4e44-9020-2a19ecca414a
1,-4013.9831298211775,3,ZFM-04811,e48c0695-b465-4e44-9020-2a19ecca414a
2,-3936.657818696693,4,ZFM-04811,e48c0695-b465-4e44-9020-2a19ecca414a
3,-3898.452175591303,5,ZFM-04811,e48c0695-b465-4e44-9020-2a19ecca414a
4,-3771.7148745227187,6,ZFM-04811,e48c0695-b465-4e44-9020-2a19ecca414a
5,-3701.1531247374364,7,ZFM-04811,e48c0695-b465-4e44-9020-2a19ecca414a
6,-3696.9864810490217,8,ZFM-04811,e48c0695-b465-4e44-9020-2a19ecca414a
7,-3635.0227417119004,9,ZFM-04811,e48c0695-b465-4e44-9020-2a19ecca414a
8,-3684.2361588906347,10,ZFM-04811,e48c0695-b465-4e44-9020-2a19ecca414a
9,-3651.047789488459,11,ZFM-04811,e48c0695-b465-4e44-9020-2a19ecca414a
10,-3608.171305092436,12,ZFM-04811,e48c0695-b465-4e44-9020-2a19ecca414a
11,-3605.1343781394316,13,ZFM-04811,e48c0695-b465-4e44-9020-2a19ecca414a
12,-3599.8234415503225,14,ZFM-04811,e48c0695-b465-4e44-9020-2a19ecca414a
13,-3590.490618786748,15,ZFM-04811,e48c0695-b465-4e44-9020-2a19ecca414a
14,-3609.3354332872245,16,ZFM-04811,e48c0695-b465-4e44-9020-2a19ecca414a
15,-3624.606156816231,17,ZFM-04811,e48c0695-b465-4e44-9020-2a19ecca414a
16,-3596.9094629466795,18,ZFM-04811,e48c0695-b465-4e44-9020-2a19ecca414a
17,-3585.0223505546605,19,ZFM-04811,e48c0695-b465-4e44-9020-2a19ecca414a
18,-3584.3269139665185,20,ZFM-04811,e48c0695-b465-4e44-9020-2a19ecca414a
0,-27475.760133971093,2,ZFM-04300,3ac05dd2-a294-4939-a837-93fe5ca543b6
1,-26459.048112263954,3,ZFM-04300,3ac05dd2-a294-4939-a837-93fe5ca543b6
2,-26072.488622593584,4,ZFM-04300,3ac05dd2-a294-4939-a837-93fe5ca543b6
3,-25818.64264741348,5,ZFM-04300,3ac05dd2-a294-4939-a837-93fe5ca543b6
4,-25605.765067399894,6,ZFM-04300,3ac05dd2-a294-4939-a837-93fe5ca543b6
5,-25429.15194267901,7,ZFM-04300,3ac05dd2-a294-4939-a837-93fe5ca543b6
6,-25369.76558796742,8,ZFM-04300,3ac05dd2-a294-4939-a837-93fe5ca543b6
7,-25283.123135442915,9,ZFM-04300,3ac05dd2-a294-4939-a837-93fe5ca543b6
8,-25156.820830019653,10,ZFM-04300,3ac05dd2-a294-4939-a837-93fe5ca543b6
9,-25113.74912106787,11,ZFM-04300,3ac05dd2-a294-4939-a837-93fe5ca543b6
10,-25053.02104593527,12,ZFM-04300,3ac05dd2-a294-4939-a837-93fe5ca543b6
11,-25117.12785071305,13,ZFM-04300,3ac05dd2-a294-4939-a837-93fe5ca543b6
12,-25116.803244646493,14,ZFM-04300,3ac05dd2-a294-4939-a837-93fe5ca543b6
13,-25053.3384765924,15,ZFM-04300,3ac05dd2-a294-4939-a837-93fe5ca543b6
14,-25024.67678441956,16,ZFM-04300,3ac05dd2-a294-4939-a837-93fe5ca543b6
15,-24957.46533144205,17,ZFM-04300,3ac05dd2-a294-4939-a837-93fe5ca543b6
16,-24989.521334460795,18,ZFM-04300,3ac05dd2-a294-4939-a837-93fe5ca543b6
17,-24958.213818061937,19,ZFM-04300,3ac05dd2-a294-4939-a837-93fe5ca543b6
18,-24911.443257524155,20,ZFM-04300,3ac05dd2-a294-4939-a837-93fe5ca543b6
0,-22293.556608199066,2,ZFM-04300,d47ad5d8-5c7e-4ec6-9a94-0d2a23033dda
1,-22051.245220466415,3,ZFM-04300,d47ad5d8-5c7e-4ec6-9a94-0d2a23033dda
2,-21919.45435508668,4,ZFM-04300,d47ad5d8-5c7e-4ec6-9a94-0d2a23033dda
3,-21158.13527865588,5,ZFM-04300,d47ad5d8-5c7e-4ec6-9a94-0d2a23033dda
4,-21063.837935701373,6,ZFM-04300,d47ad5d8-5c7e-4ec6-9a94-0d2a23033dda
5,-21010.457602081613,7,ZFM-04300,d47ad5d8-5c7e-4ec6-9a94-0d2a23033dda
6,-20805.934988952617,8,ZFM-04300,d47ad5d8-5c7e-4ec6-9a94-0d2a23033dda
7,-20776.624910367686,9,ZFM-04300,d47ad5d8-5c7e-4ec6-9a94-0d2a23033dda
8,-20741.635335098286,10,ZFM-04300,d47ad5d8-5c7e-4ec6-9a94-0d2a23033dda
9,-20724.827598202788,11,ZFM-04300,d47ad5d8-5c7e-4ec6-9a94-0d2a23033dda
10,-20697.88452112365,12,ZFM-04300,d47ad5d8-5c7e-4ec6-9a94-0d2a23033dda
11,-20674.065267998085,13,ZFM-04300,d47ad5d8-5c7e-4ec6-9a94-0d2a23033dda
12,-20700.5051753018,14,ZFM-04300,d47ad5d8-5c7e-4ec6-9a94-0d2a23033dda
13,-20655.00497445918,15,ZFM-04300,d47ad5d8-5c7e-4ec6-9a94-0d2a23033dda
14,-20652.162180915762,16,ZFM-04300,d47ad5d8-5c7e-4ec6-9a94-0d2a23033dda
15,-20669.885883494713,17,ZFM-04300,d47ad5d8-5c7e-4ec6-9a94-0d2a23033dda
16,-20675.488272067127,18,ZFM-04300,d47ad5d8-5c7e-4ec6-9a94-0d2a23033dda
17,-20660.33961826383,19,ZFM-04300,d47ad5d8-5c7e-4ec6-9a94-0d2a23033dda
18,-20708.483401584977,20,ZFM-04300,d47ad5d8-5c7e-4ec6-9a94-0d2a23033dda
0,-6507.989412682495,2,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
1,-6199.8693664901,3,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
2,-6051.344025407795,4,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
3,-6048.415457955554,5,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
4,-6041.9893704984215,6,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
5,-5975.795067793234,7,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
6,-5994.073734091133,8,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
7,-5898.907034116301,9,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
8,-5899.230236561249,10,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
9,-5872.025162393941,11,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
10,-5838.754336871512,12,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
11,-5832.351537334864,13,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
12,-5821.814539738133,14,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
13,-5831.978620001558,15,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
14,-5859.722889351405,16,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
15,-5844.378146227786,17,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
16,-5809.391645630769,18,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
17,-5831.111595764067,19,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
18,-5805.3609933232665,20,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
0,-19358.529637952717,2,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
1,-18946.68999105893,3,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
2,-18727.460946652067,4,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
3,-18668.09700786297,5,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
4,-18547.414204583438,6,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
5,-18507.53810420863,7,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
6,-18464.978425189252,8,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
7,-18440.12270921251,9,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
8,-18427.852959799515,10,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
9,-18391.482507688823,11,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
10,-18338.417377578255,12,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
11,-18321.461980322565,13,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
12,-18318.17880932604,14,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
13,-18285.202829368685,15,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
14,-18287.321333120875,16,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
15,-18299.226997908216,17,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
16,-18257.215758058883,18,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
17,-18259.808168379463,19,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
18,-18212.764158363287,20,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
0,-58076.73672861302,2,ZFM-04300,3c2e0334-d7d7-4843-a43b-bd71758c7d33
1,-57535.386294629745,3,ZFM-04300,3c2e0334-d7d7-4843-a43b-bd71758c7d33
2,-56299.16192090758,4,ZFM-04300,3c2e0334-d7d7-4843-a43b-bd71758c7d33
3,-55946.05142525263,5,ZFM-04300,3c2e0334-d7d7-4843-a43b-bd71758c7d33
4,-55269.21768559308,6,ZFM-04300,3c2e0334-d7d7-4843-a43b-bd71758c7d33
5,-55126.24439138541,7,ZFM-04300,3c2e0334-d7d7-4843-a43b-bd71758c7d33
6,-54769.20716148048,8,ZFM-04300,3c2e0334-d7d7-4843-a43b-bd71758c7d33
7,-54877.99994938375,9,ZFM-04300,3c2e0334-d7d7-4843-a43b-bd71758c7d33
8,-54612.608296364655,10,ZFM-04300,3c2e0334-d7d7-4843-a43b-bd71758c7d33
9,-54562.61746380533,11,ZFM-04300,3c2e0334-d7d7-4843-a43b-bd71758c7d33
10,-54592.85925737811,12,ZFM-04300,3c2e0334-d7d7-4843-a43b-bd71758c7d33
11,-54161.72113377855,13,ZFM-04300,3c2e0334-d7d7-4843-a43b-bd71758c7d33
12,-54173.66620141166,14,ZFM-04300,3c2e0334-d7d7-4843-a43b-bd71758c7d33
13,-54366.39271689604,15,ZFM-04300,3c2e0334-d7d7-4843-a43b-bd71758c7d33
14,-53835.567996310085,16,ZFM-04300,3c2e0334-d7d7-4843-a43b-bd71758c7d33
15,-54206.435615581926,17,ZFM-04300,3c2e0334-d7d7-4843-a43b-bd71758c7d33
16,-54002.14851798219,18,ZFM-04300,3c2e0334-d7d7-4843-a43b-bd71758c7d33
17,-53883.395659086564,19,ZFM-04300,3c2e0334-d7d7-4843-a43b-bd71758c7d33
18,-53647.71322135348,20,ZFM-04300,3c2e0334-d7d7-4843-a43b-bd71758c7d33
0,-9179.066620337038,2,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
1,-8853.148094254972,3,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
2,-8695.832218698048,4,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
3,-8576.50694219708,5,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
4,-8443.213041056199,6,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
5,-8442.84964748008,7,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
6,-8414.309486527402,8,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
7,-8301.382943507,9,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
8,-8306.36612710198,10,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
9,-8276.542489056304,11,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
10,-8227.662724034093,12,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
11,-8208.039063804485,13,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
12,-8206.857180342673,14,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
13,-8192.934627583718,15,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
14,-8193.830566086179,16,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
15,-8148.146451779684,17,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
16,-8173.2487551817585,18,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
17,-8172.576423639402,19,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
18,-8151.160095531071,20,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
0,-3002.050598675922,2,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
1,-2980.3023361357477,3,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
2,-2799.3542186988902,4,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
3,-2789.7772539792572,5,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
4,-2786.143087650319,6,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
5,-2741.0885099316174,7,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
6,-2731.345319094248,8,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
7,-2742.3931852904925,9,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
8,-2723.643426999086,10,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
9,-2705.3938652212864,11,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
10,-2683.868169868841,12,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
11,-2669.2429142800606,13,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
12,-2697.337490208349,14,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
13,-2696.443634421702,15,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
14,-2662.5042740645113,16,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
15,-2652.870148433984,17,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
16,-2666.920610234418,18,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
17,-2642.401340497865,19,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
18,-2625.401310030177,20,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
0,-99766.23941556316,2,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
1,-96044.07905761858,3,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
2,-94880.75353994007,4,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
3,-94243.20345778011,5,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
4,-93797.1450605097,6,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
5,-93476.27619719962,7,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
6,-93225.71039522394,8,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
7,-92771.86367274434,9,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
8,-92638.47151936256,10,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
9,-92484.47563850837,11,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
10,-92413.50319325273,12,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
11,-92279.90086267173,13,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
12,-92250.74216353329,14,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
13,-92085.22437629124,15,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
14,-91988.24260901939,16,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
15,-91978.90266342035,17,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
16,-91877.13453237581,18,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
17,-91757.0293629529,19,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
18,-91669.11473219031,20,ZFM-04300,6b68ff0d-9014-4a81-b2c2-915ddfdba3a3
0,-42415.138724510885,2,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
1,-41892.353103607835,3,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
2,-41280.013437034555,4,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
3,-40823.832503731785,5,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
4,-40572.36961297771,6,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
5,-40248.41848818206,7,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
6,-40050.761103388606,8,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
7,-39687.936671745294,9,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
8,-39650.92194788972,10,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
9,-39487.392319109036,11,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
10,-39400.424503377835,12,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
11,-39355.59419523819,13,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
12,-39266.171221640056,14,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
13,-39138.50475742478,15,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
14,-39181.36309090758,16,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
15,-39091.87389357775,17,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
16,-39040.55359991919,18,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
17,-38928.447235719694,19,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
18,-38942.13195085787,20,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
0,-25827.32852021818,2,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
1,-24908.380288805187,3,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
2,-24619.593160854824,4,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
3,-24472.66056038844,5,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
4,-24205.718140127996,6,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
5,-24146.95619199576,7,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
6,-24056.949090877068,8,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
7,-23937.85039758076,9,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
8,-23893.171962953624,10,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
9,-23844.052675272396,11,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
10,-23807.362382021463,12,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
11,-23680.06987465023,13,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
12,-23710.476424008953,14,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
13,-23660.96569959404,15,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
14,-23663.60867400489,16,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
15,-23543.21339625345,17,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
16,-23548.79718255377,18,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
17,-23439.69749566136,19,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
18,-23441.40134987475,20,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
0,-17962.006859520232,2,ZFM-04083,ad7dbfe0-6a72-49da-a6f6-9a10ab8230cb
1,-17052.86238313839,3,ZFM-04083,ad7dbfe0-6a72-49da-a6f6-9a10ab8230cb
2,-16638.728480491718,4,ZFM-04083,ad7dbfe0-6a72-49da-a6f6-9a10ab8230cb
3,-16555.12607771857,5,ZFM-04083,ad7dbfe0-6a72-49da-a6f6-9a10ab8230cb
4,-16375.915581347725,6,ZFM-04083,ad7dbfe0-6a72-49da-a6f6-9a10ab8230cb
5,-16362.838901441097,7,ZFM-04083,ad7dbfe0-6a72-49da-a6f6-9a10ab8230cb
6,-16295.477659875853,8,ZFM-04083,ad7dbfe0-6a72-49da-a6f6-9a10ab8230cb
7,-16280.17098969678,9,ZFM-04083,ad7dbfe0-6a72-49da-a6f6-9a10ab8230cb
8,-16239.990361017954,10,ZFM-04083,ad7dbfe0-6a72-49da-a6f6-9a10ab8230cb
9,-16215.425030876078,11,ZFM-04083,ad7dbfe0-6a72-49da-a6f6-9a10ab8230cb
10,-16208.888909392721,12,ZFM-04083,ad7dbfe0-6a72-49da-a6f6-9a10ab8230cb
11,-16189.822141263827,13,ZFM-04083,ad7dbfe0-6a72-49da-a6f6-9a10ab8230cb
12,-16182.315773962171,14,ZFM-04083,ad7dbfe0-6a72-49da-a6f6-9a10ab8230cb
13,-16185.651824657814,15,ZFM-04083,ad7dbfe0-6a72-49da-a6f6-9a10ab8230cb
14,-16192.109572333073,16,ZFM-04083,ad7dbfe0-6a72-49da-a6f6-9a10ab8230cb
15,-16199.56306657515,17,ZFM-04083,ad7dbfe0-6a72-49da-a6f6-9a10ab8230cb
16,-16092.393252491356,18,ZFM-04083,ad7dbfe0-6a72-49da-a6f6-9a10ab8230cb
17,-16163.84638810738,19,ZFM-04083,ad7dbfe0-6a72-49da-a6f6-9a10ab8230cb
18,-16147.369022803183,20,ZFM-04083,ad7dbfe0-6a72-49da-a6f6-9a10ab8230cb
0,-6435.789711579412,2,ZFM-04083,307f9e04-5beb-4a91-a3be-fe3b5c37ed7c
1,-6293.6310797952665,3,ZFM-04083,307f9e04-5beb-4a91-a3be-fe3b5c37ed7c
2,-6243.089080503587,4,ZFM-04083,307f9e04-5beb-4a91-a3be-fe3b5c37ed7c
3,-6140.98900417283,5,ZFM-04083,307f9e04-5beb-4a91-a3be-fe3b5c37ed7c
4,-6062.1630344949,6,ZFM-04083,307f9e04-5beb-4a91-a3be-fe3b5c37ed7c
5,-6021.676077510848,7,ZFM-04083,307f9e04-5beb-4a91-a3be-fe3b5c37ed7c
6,-5995.975660285837,8,ZFM-04083,307f9e04-5beb-4a91-a3be-fe3b5c37ed7c
7,-5956.104313591094,9,ZFM-04083,307f9e04-5beb-4a91-a3be-fe3b5c37ed7c
8,-5901.7922173365605,10,ZFM-04083,307f9e04-5beb-4a91-a3be-fe3b5c37ed7c
9,-5890.072663938982,11,ZFM-04083,307f9e04-5beb-4a91-a3be-fe3b5c37ed7c
10,-5867.360151214512,12,ZFM-04083,307f9e04-5beb-4a91-a3be-fe3b5c37ed7c
11,-5853.231702562348,13,ZFM-04083,307f9e04-5beb-4a91-a3be-fe3b5c37ed7c
12,-5861.934333141468,14,ZFM-04083,307f9e04-5beb-4a91-a3be-fe3b5c37ed7c
13,-5834.647125221201,15,ZFM-04083,307f9e04-5beb-4a91-a3be-fe3b5c37ed7c
14,-5840.02752153066,16,ZFM-04083,307f9e04-5beb-4a91-a3be-fe3b5c37ed7c
15,-5823.8252644652275,17,ZFM-04083,307f9e04-5beb-4a91-a3be-fe3b5c37ed7c
16,-5841.976087761337,18,ZFM-04083,307f9e04-5beb-4a91-a3be-fe3b5c37ed7c
17,-5802.103837584283,19,ZFM-04083,307f9e04-5beb-4a91-a3be-fe3b5c37ed7c
18,-5772.759263108897,20,ZFM-04083,307f9e04-5beb-4a91-a3be-fe3b5c37ed7c
0,-2638.144448292652,2,ZFM-04083,307f9e04-5beb-4a91-a3be-fe3b5c37ed7c
1,-2501.568590908606,3,ZFM-04083,307f9e04-5beb-4a91-a3be-fe3b5c37ed7c
2,-2481.623966745398,4,ZFM-04083,307f9e04-5beb-4a91-a3be-fe3b5c37ed7c
3,-2468.173159775406,5,ZFM-04083,307f9e04-5beb-4a91-a3be-fe3b5c37ed7c
4,-2480.142476831149,6,ZFM-04083,307f9e04-5beb-4a91-a3be-fe3b5c37ed7c
5,-2442.483073522204,7,ZFM-04083,307f9e04-5beb-4a91-a3be-fe3b5c37ed7c
6,-2420.0779068218303,8,ZFM-04083,307f9e04-5beb-4a91-a3be-fe3b5c37ed7c
7,-2435.481917162115,9,ZFM-04083,307f9e04-5beb-4a91-a3be-fe3b5c37ed7c
8,-2414.2103688959337,10,ZFM-04083,307f9e04-5beb-4a91-a3be-fe3b5c37ed7c
9,-2400.15966940551,11,ZFM-04083,307f9e04-5beb-4a91-a3be-fe3b5c37ed7c
10,-2407.2476287532236,12,ZFM-04083,307f9e04-5beb-4a91-a3be-fe3b5c37ed7c
11,-2409.261159070891,13,ZFM-04083,307f9e04-5beb-4a91-a3be-fe3b5c37ed7c
12,-2408.5809735623575,14,ZFM-04083,307f9e04-5beb-4a91-a3be-fe3b5c37ed7c
13,-2426.6088085415477,15,ZFM-04083,307f9e04-5beb-4a91-a3be-fe3b5c37ed7c
14,-2420.9741073451733,16,ZFM-04083,307f9e04-5beb-4a91-a3be-fe3b5c37ed7c
15,-2427.1468412120666,17,ZFM-04083,307f9e04-5beb-4a91-a3be-fe3b5c37ed7c
16,-2413.1239064935758,18,ZFM-04083,307f9e04-5beb-4a91-a3be-fe3b5c37ed7c
17,-2423.0060688929743,19,ZFM-04083,307f9e04-5beb-4a91-a3be-fe3b5c37ed7c
