,time,p_trans,cumsum_trans,p_trans_bl,region,subject,pid
0,-0.95,0.06497914536925163,9,0.0022269153529858865,Midbrain,ZFM-05170,227781ff-b3d4-4380-bfed-00942195ca62
1,-0.8500000000000001,0.06886078468827518,14,0.006108554672009436,Midbrain,ZFM-05170,227781ff-b3d4-4380-bfed-00942195ca62
2,-0.75,0.06928182873314837,23,0.00652959871688262,Midbrain,ZFM-05170,227781ff-b3d4-4380-bfed-00942195ca62
3,-0.6500000000000001,0.0662266577944178,28,0.003474427778152059,Midbrain,ZFM-05170,227781ff-b3d4-4380-bfed-00942195ca62
4,-0.55,0.06636750714641898,35,0.0036152771301532355,Midbrain,ZFM-05170,227781ff-b3d4-4380-bfed-00942195ca62
5,-0.45,0.06268816643218353,43,-6.406358408221624e-05,Midbrain,ZFM-05170,227781ff-b3d4-4380-bfed-00942195ca62
6,-0.35000000000000003,0.05287781636367983,46,-0.009874413652585914,Midbrain,ZFM-05170,227781ff-b3d4-4380-bfed-00942195ca62
7,-0.25,0.05207249353871189,52,-0.010679736477553853,Midbrain,ZFM-05170,227781ff-b3d4-4380-bfed-00942195ca62
8,-0.15000000000000002,0.05797766741495247,57,-0.004774562601313273,Midbrain,ZFM-05170,227781ff-b3d4-4380-bfed-00942195ca62
9,-0.05,0.06619023268161772,64,0.0034380026653519774,Midbrain,ZFM-05170,227781ff-b3d4-4380-bfed-00942195ca62
10,0.05,0.0687694818773438,72,0.006017251861078057,Midbrain,ZFM-05170,227781ff-b3d4-4380-bfed-00942195ca62
11,0.15000000000000002,0.06032233311194392,78,-0.0024298969043218266,Midbrain,ZFM-05170,227781ff-b3d4-4380-bfed-00942195ca62
12,0.25,0.05111456761052677,82,-0.011637662405738977,Midbrain,ZFM-05170,227781ff-b3d4-4380-bfed-00942195ca62
13,0.35000000000000003,0.047102785389471234,88,-0.01564944462679451,Midbrain,ZFM-05170,227781ff-b3d4-4380-bfed-00942195ca62
14,0.45,0.04914443611111823,90,-0.013607793905147512,Midbrain,ZFM-05170,227781ff-b3d4-4380-bfed-00942195ca62
15,0.55,0.057361380108886265,99,-0.00539084990737948,Midbrain,ZFM-05170,227781ff-b3d4-4380-bfed-00942195ca62
16,0.6500000000000001,0.057125982110732484,103,-0.00562624790553326,Midbrain,ZFM-05170,227781ff-b3d4-4380-bfed-00942195ca62
17,0.75,0.0568676038356436,109,-0.005884626180622146,Midbrain,ZFM-05170,227781ff-b3d4-4380-bfed-00942195ca62
18,0.8500000000000001,0.06225229724796724,115,-0.0004999327682985027,Midbrain,ZFM-05170,227781ff-b3d4-4380-bfed-00942195ca62
19,0.95,0.07420933668991359,121,0.01145710667364784,Midbrain,ZFM-05170,227781ff-b3d4-4380-bfed-00942195ca62
20,1.05,0.08547354708905042,133,0.022721317072784672,Midbrain,ZFM-05170,227781ff-b3d4-4380-bfed-00942195ca62
21,1.1500000000000001,0.08971781218351822,138,0.026965582167252478,Midbrain,ZFM-05170,227781ff-b3d4-4380-bfed-00942195ca62
22,1.25,0.09959177534443571,151,0.036839545328169965,Midbrain,ZFM-05170,227781ff-b3d4-4380-bfed-00942195ca62
23,1.35,0.09849533493230045,161,0.035743104916034704,Midbrain,ZFM-05170,227781ff-b3d4-4380-bfed-00942195ca62
24,1.4500000000000002,0.08565200145809808,169,0.022899771441832334,Midbrain,ZFM-05170,227781ff-b3d4-4380-bfed-00942195ca62
25,1.55,0.07219291551861806,177,0.009440685502352317,Midbrain,ZFM-05170,227781ff-b3d4-4380-bfed-00942195ca62
26,1.6500000000000001,0.05803403078736811,182,-0.004718199228897636,Midbrain,ZFM-05170,227781ff-b3d4-4380-bfed-00942195ca62
27,1.75,0.047007251215475276,187,-0.01574497880079047,Midbrain,ZFM-05170,227781ff-b3d4-4380-bfed-00942195ca62
28,1.85,0.0431962819249235,190,-0.019555948091342243,Midbrain,ZFM-05170,227781ff-b3d4-4380-bfed-00942195ca62
29,1.9500000000000002,0.04955943240816277,195,-0.013192797608102977,Midbrain,ZFM-05170,227781ff-b3d4-4380-bfed-00942195ca62
30,2.05,0.055780748011557524,202,-0.006971482004708221,Midbrain,ZFM-05170,227781ff-b3d4-4380-bfed-00942195ca62
31,2.1500000000000004,0.05830301888382995,206,-0.004449211132435793,Midbrain,ZFM-05170,227781ff-b3d4-4380-bfed-00942195ca62
32,2.25,0.06882484868795456,213,0.0060726186716888175,Midbrain,ZFM-05170,227781ff-b3d4-4380-bfed-00942195ca62
33,2.3500000000000005,0.07545813119749875,223,0.012705901181233006,Midbrain,ZFM-05170,227781ff-b3d4-4380-bfed-00942195ca62
34,2.45,0.06846508286744413,228,0.005712852851178382,Midbrain,ZFM-05170,227781ff-b3d4-4380-bfed-00942195ca62
35,2.55,0.0624252730919152,235,-0.0003269569243505438,Midbrain,ZFM-05170,227781ff-b3d4-4380-bfed-00942195ca62
36,2.6500000000000004,0.053975504476293644,241,-0.0087767255399721,Midbrain,ZFM-05170,227781ff-b3d4-4380-bfed-00942195ca62
37,2.75,0.03787351052036468,245,-0.024878719495901064,Midbrain,ZFM-05170,227781ff-b3d4-4380-bfed-00942195ca62
38,2.8500000000000005,0.029735846645235785,245,-0.03301638337102996,Midbrain,ZFM-05170,227781ff-b3d4-4380-bfed-00942195ca62
39,2.95,0.03822390819715209,251,-0.024528321819113658,Midbrain,ZFM-05170,227781ff-b3d4-4380-bfed-00942195ca62
40,3.05,0.04953900503606776,254,-0.013213224980197988,Midbrain,ZFM-05170,227781ff-b3d4-4380-bfed-00942195ca62
41,3.1500000000000004,0.060315505246636536,262,-0.002436724769629209,Midbrain,ZFM-05170,227781ff-b3d4-4380-bfed-00942195ca62
42,3.25,0.06150998572924299,268,-0.0012422442870227562,Midbrain,ZFM-05170,227781ff-b3d4-4380-bfed-00942195ca62
43,3.3500000000000005,0.05282949386270261,274,-0.009922736153563136,Midbrain,ZFM-05170,227781ff-b3d4-4380-bfed-00942195ca62
44,3.45,0.045969754159651724,277,-0.01678247585661402,Midbrain,ZFM-05170,227781ff-b3d4-4380-bfed-00942195ca62
45,3.55,0.05663762813876236,281,-0.006114601877503387,Midbrain,ZFM-05170,227781ff-b3d4-4380-bfed-00942195ca62
46,3.6500000000000004,0.07065148359367715,292,0.007899253577411405,Midbrain,ZFM-05170,227781ff-b3d4-4380-bfed-00942195ca62
47,3.75,0.0570345319317629,298,-0.0057176980845028424,Midbrain,ZFM-05170,227781ff-b3d4-4380-bfed-00942195ca62
48,3.8500000000000005,0.0337862067847567,299,-0.02896602323150904,Midbrain,ZFM-05170,227781ff-b3d4-4380-bfed-00942195ca62
49,3.95,0.029071509506345676,302,-0.03368072050992007,Midbrain,ZFM-05170,227781ff-b3d4-4380-bfed-00942195ca62
0,-0.95,0.06879460765705978,8,0.0026558847689311937,Midbrain,ZFM-05170,99d3a9fd-4fdd-4dba-a380-1dfecdb0675a
1,-0.8500000000000001,0.07980730964364707,15,0.013668586755518491,Midbrain,ZFM-05170,99d3a9fd-4fdd-4dba-a380-1dfecdb0675a
2,-0.75,0.08241254484681737,26,0.01627382195868879,Midbrain,ZFM-05170,99d3a9fd-4fdd-4dba-a380-1dfecdb0675a
3,-0.6500000000000001,0.06950073416769609,32,0.003362011279567506,Midbrain,ZFM-05170,99d3a9fd-4fdd-4dba-a380-1dfecdb0675a
4,-0.55,0.061893869733702964,36,-0.004244853154425618,Midbrain,ZFM-05170,99d3a9fd-4fdd-4dba-a380-1dfecdb0675a
5,-0.45,0.06573073442593134,45,-0.00040798846219723683,Midbrain,ZFM-05170,99d3a9fd-4fdd-4dba-a380-1dfecdb0675a
6,-0.35000000000000003,0.05889191851033937,51,-0.007246804377789212,Midbrain,ZFM-05170,99d3a9fd-4fdd-4dba-a380-1dfecdb0675a
7,-0.25,0.049331773242486575,54,-0.016806949645642007,Midbrain,ZFM-05170,99d3a9fd-4fdd-4dba-a380-1dfecdb0675a
