,log_likelihood,n_states,region,subject,pid
16,-183396.5190318657,18,Midbrain,ZFM-04301,51b611d8-77f4-47ad-907e-b920684c0d86
17,-182993.34503562434,19,Midbrain,ZFM-04301,51b611d8-77f4-47ad-907e-b920684c0d86
18,-182959.66953712245,20,Midbrain,ZFM-04301,51b611d8-77f4-47ad-907e-b920684c0d86
0,-48446.007182439076,2,Sensory,ZFM-04301,be1223f2-398f-4fab-b128-582491dbbc8f
1,-47765.09276403235,3,Sensory,ZFM-04301,be1223f2-398f-4fab-b128-582491dbbc8f
2,-47575.184600384,4,Sensory,ZFM-04301,be1223f2-398f-4fab-b128-582491dbbc8f
3,-47282.62007071948,5,Sensory,ZFM-04301,be1223f2-398f-4fab-b128-582491dbbc8f
4,-46895.280324465166,6,Sensory,ZFM-04301,be1223f2-398f-4fab-b128-582491dbbc8f
5,-46908.38822631,7,Sensory,ZFM-04301,be1223f2-398f-4fab-b128-582491dbbc8f
6,-46685.341669130794,8,Sensory,ZFM-04301,be1223f2-398f-4fab-b128-582491dbbc8f
7,-46610.25800189316,9,Sensory,ZFM-04301,be1223f2-398f-4fab-b128-582491dbbc8f
8,-46491.90730500026,10,Sensory,ZFM-04301,be1223f2-398f-4fab-b128-582491dbbc8f
9,-46428.1744723062,11,Sensory,ZFM-04301,be1223f2-398f-4fab-b128-582491dbbc8f
10,-46354.77847641767,12,Sensory,ZFM-04301,be1223f2-398f-4fab-b128-582491dbbc8f
11,-46376.6114770624,13,Sensory,ZFM-04301,be1223f2-398f-4fab-b128-582491dbbc8f
12,-46284.323028375475,14,Sensory,ZFM-04301,be1223f2-398f-4fab-b128-582491dbbc8f
13,-46362.83097060134,15,Sensory,ZFM-04301,be1223f2-398f-4fab-b128-582491dbbc8f
14,-46280.972809959,16,Sensory,ZFM-04301,be1223f2-398f-4fab-b128-582491dbbc8f
15,-46170.08281390838,17,Sensory,ZFM-04301,be1223f2-398f-4fab-b128-582491dbbc8f
16,-46141.97054877624,18,Sensory,ZFM-04301,be1223f2-398f-4fab-b128-582491dbbc8f
17,-46083.166820367645,19,Sensory,ZFM-04301,be1223f2-398f-4fab-b128-582491dbbc8f
18,-45963.33015247607,20,Sensory,ZFM-04301,be1223f2-398f-4fab-b128-582491dbbc8f
0,-29366.329175417268,2,Amygdala,ZFM-04301,a06d8bd4-5caf-4c77-9b21-396649cd8787
1,-29179.392071906357,3,Amygdala,ZFM-04301,a06d8bd4-5caf-4c77-9b21-396649cd8787
2,-29103.22961127439,4,Amygdala,ZFM-04301,a06d8bd4-5caf-4c77-9b21-396649cd8787
3,-28985.94049943483,5,Amygdala,ZFM-04301,a06d8bd4-5caf-4c77-9b21-396649cd8787
4,-28941.362938206363,6,Amygdala,ZFM-04301,a06d8bd4-5caf-4c77-9b21-396649cd8787
5,-28851.250895873458,7,Amygdala,ZFM-04301,a06d8bd4-5caf-4c77-9b21-396649cd8787
6,-28867.59538525971,8,Amygdala,ZFM-04301,a06d8bd4-5caf-4c77-9b21-396649cd8787
7,-28793.40766404053,9,Amygdala,ZFM-04301,a06d8bd4-5caf-4c77-9b21-396649cd8787
8,-28778.485196353115,10,Amygdala,ZFM-04301,a06d8bd4-5caf-4c77-9b21-396649cd8787
9,-28758.925132321914,11,Amygdala,ZFM-04301,a06d8bd4-5caf-4c77-9b21-396649cd8787
10,-28776.582480851856,12,Amygdala,ZFM-04301,a06d8bd4-5caf-4c77-9b21-396649cd8787
11,-28732.198671157894,13,Amygdala,ZFM-04301,a06d8bd4-5caf-4c77-9b21-396649cd8787
12,-28746.954738185406,14,Amygdala,ZFM-04301,a06d8bd4-5caf-4c77-9b21-396649cd8787
13,-28721.666685741406,15,Amygdala,ZFM-04301,a06d8bd4-5caf-4c77-9b21-396649cd8787
14,-28717.71531527348,16,Amygdala,ZFM-04301,a06d8bd4-5caf-4c77-9b21-396649cd8787
15,-28721.16632572031,17,Amygdala,ZFM-04301,a06d8bd4-5caf-4c77-9b21-396649cd8787
16,-28689.044351818735,18,Amygdala,ZFM-04301,a06d8bd4-5caf-4c77-9b21-396649cd8787
17,-28694.17635953627,19,Amygdala,ZFM-04301,a06d8bd4-5caf-4c77-9b21-396649cd8787
18,-28702.132903051162,20,Amygdala,ZFM-04301,a06d8bd4-5caf-4c77-9b21-396649cd8787
0,-20354.03772830138,2,Thalamus,ZFM-04301,a06d8bd4-5caf-4c77-9b21-396649cd8787
1,-20051.625254698483,3,Thalamus,ZFM-04301,a06d8bd4-5caf-4c77-9b21-396649cd8787
2,-19868.822287075734,4,Thalamus,ZFM-04301,a06d8bd4-5caf-4c77-9b21-396649cd8787
3,-19799.67897633276,5,Thalamus,ZFM-04301,a06d8bd4-5caf-4c77-9b21-396649cd8787
4,-19742.74525908542,6,Thalamus,ZFM-04301,a06d8bd4-5caf-4c77-9b21-396649cd8787
5,-19588.47559083153,7,Thalamus,ZFM-04301,a06d8bd4-5caf-4c77-9b21-396649cd8787
6,-19565.581869499394,8,Thalamus,ZFM-04301,a06d8bd4-5caf-4c77-9b21-396649cd8787
7,-19557.369218853964,9,Thalamus,ZFM-04301,a06d8bd4-5caf-4c77-9b21-396649cd8787
8,-19563.71319758716,10,Thalamus,ZFM-04301,a06d8bd4-5caf-4c77-9b21-396649cd8787
9,-19518.677426319464,11,Thalamus,ZFM-04301,a06d8bd4-5caf-4c77-9b21-396649cd8787
10,-19506.464189900595,12,Thalamus,ZFM-04301,a06d8bd4-5caf-4c77-9b21-396649cd8787
11,-19480.81139957936,13,Thalamus,ZFM-04301,a06d8bd4-5caf-4c77-9b21-396649cd8787
12,-19509.943490892827,14,Thalamus,ZFM-04301,a06d8bd4-5caf-4c77-9b21-396649cd8787
13,-19478.68892009387,15,Thalamus,ZFM-04301,a06d8bd4-5caf-4c77-9b21-396649cd8787
14,-19503.61580845895,16,Thalamus,ZFM-04301,a06d8bd4-5caf-4c77-9b21-396649cd8787
15,-19491.771233484615,17,Thalamus,ZFM-04301,a06d8bd4-5caf-4c77-9b21-396649cd8787
16,-19458.292838873716,18,Thalamus,ZFM-04301,a06d8bd4-5caf-4c77-9b21-396649cd8787
17,-19456.76997734643,19,Thalamus,ZFM-04301,a06d8bd4-5caf-4c77-9b21-396649cd8787
18,-19467.85547743847,20,Thalamus,ZFM-04301,a06d8bd4-5caf-4c77-9b21-396649cd8787
0,-180345.47994542413,2,Frontal,ZFM-04301,be033cc4-7153-4dbd-81cb-b68b4d38a237
1,-175333.05097853357,3,Frontal,ZFM-04301,be033cc4-7153-4dbd-81cb-b68b4d38a237
2,-173705.39191987208,4,Frontal,ZFM-04301,be033cc4-7153-4dbd-81cb-b68b4d38a237
3,-172835.38588989846,5,Frontal,ZFM-04301,be033cc4-7153-4dbd-81cb-b68b4d38a237
4,-171338.479628209,6,Frontal,ZFM-04301,be033cc4-7153-4dbd-81cb-b68b4d38a237
5,-170816.77036999844,7,Frontal,ZFM-04301,be033cc4-7153-4dbd-81cb-b68b4d38a237
6,-170458.61322425713,8,Frontal,ZFM-04301,be033cc4-7153-4dbd-81cb-b68b4d38a237
7,-169924.71017375102,9,Frontal,ZFM-04301,be033cc4-7153-4dbd-81cb-b68b4d38a237
8,-169468.10244577305,10,Frontal,ZFM-04301,be033cc4-7153-4dbd-81cb-b68b4d38a237
9,-169282.3114027779,11,Frontal,ZFM-04301,be033cc4-7153-4dbd-81cb-b68b4d38a237
10,-169219.54517122838,12,Frontal,ZFM-04301,be033cc4-7153-4dbd-81cb-b68b4d38a237
11,-168588.83448730034,13,Frontal,ZFM-04301,be033cc4-7153-4dbd-81cb-b68b4d38a237
12,-168248.92646172643,14,Frontal,ZFM-04301,be033cc4-7153-4dbd-81cb-b68b4d38a237
13,-168243.59079216083,15,Frontal,ZFM-04301,be033cc4-7153-4dbd-81cb-b68b4d38a237
14,-167797.24276890233,16,Frontal,ZFM-04301,be033cc4-7153-4dbd-81cb-b68b4d38a237
15,-167730.12359319057,17,Frontal,ZFM-04301,be033cc4-7153-4dbd-81cb-b68b4d38a237
16,-167598.37866327638,18,Frontal,ZFM-04301,be033cc4-7153-4dbd-81cb-b68b4d38a237
17,-167178.4998019417,19,Frontal,ZFM-04301,be033cc4-7153-4dbd-81cb-b68b4d38a237
18,-167089.70710247723,20,Frontal,ZFM-04301,be033cc4-7153-4dbd-81cb-b68b4d38a237
0,-115156.84094838994,2,Frontal,ZFM-04301,ba24fe75-eb12-440f-810c-1a0ae9550da7
1,-112429.4290187807,3,Frontal,ZFM-04301,ba24fe75-eb12-440f-810c-1a0ae9550da7
2,-110683.67840896317,4,Frontal,ZFM-04301,ba24fe75-eb12-440f-810c-1a0ae9550da7
3,-109552.49162992972,5,Frontal,ZFM-04301,ba24fe75-eb12-440f-810c-1a0ae9550da7
4,-109289.5127350239,6,Frontal,ZFM-04301,ba24fe75-eb12-440f-810c-1a0ae9550da7
5,-108173.08262211413,7,Frontal,ZFM-04301,ba24fe75-eb12-440f-810c-1a0ae9550da7
6,-108156.78255226563,8,Frontal,ZFM-04301,ba24fe75-eb12-440f-810c-1a0ae9550da7
7,-107250.45160256494,9,Frontal,ZFM-04301,ba24fe75-eb12-440f-810c-1a0ae9550da7
8,-106817.90771698485,10,Frontal,ZFM-04301,ba24fe75-eb12-440f-810c-1a0ae9550da7
9,-106994.52238628044,11,Frontal,ZFM-04301,ba24fe75-eb12-440f-810c-1a0ae9550da7
10,-106008.68279430631,12,Frontal,ZFM-04301,ba24fe75-eb12-440f-810c-1a0ae9550da7
11,-105873.28229607262,13,Frontal,ZFM-04301,ba24fe75-eb12-440f-810c-1a0ae9550da7
12,-105453.62090434151,14,Frontal,ZFM-04301,ba24fe75-eb12-440f-810c-1a0ae9550da7
13,-105388.4064922689,15,Frontal,ZFM-04301,ba24fe75-eb12-440f-810c-1a0ae9550da7
14,-105113.28005391153,16,Frontal,ZFM-04301,ba24fe75-eb12-440f-810c-1a0ae9550da7
15,-104857.68709221187,17,Frontal,ZFM-04301,ba24fe75-eb12-440f-810c-1a0ae9550da7
16,-104819.82391367927,18,Frontal,ZFM-04301,ba24fe75-eb12-440f-810c-1a0ae9550da7
17,-104513.73968869905,19,Frontal,ZFM-04301,ba24fe75-eb12-440f-810c-1a0ae9550da7
18,-104493.63731916696,20,Frontal,ZFM-04301,ba24fe75-eb12-440f-810c-1a0ae9550da7
0,-35512.541032620014,2,Sensory,ZFM-04301,ba24fe75-eb12-440f-810c-1a0ae9550da7
1,-34782.41284324324,3,Sensory,ZFM-04301,ba24fe75-eb12-440f-810c-1a0ae9550da7
2,-34468.38191211939,4,Sensory,ZFM-04301,ba24fe75-eb12-440f-810c-1a0ae9550da7
3,-34261.64871541552,5,Sensory,ZFM-04301,ba24fe75-eb12-440f-810c-1a0ae9550da7
4,-34127.6122646806,6,Sensory,ZFM-04301,ba24fe75-eb12-440f-810c-1a0ae9550da7
5,-33924.89259038921,7,Sensory,ZFM-04301,ba24fe75-eb12-440f-810c-1a0ae9550da7
6,-33842.10206806465,8,Sensory,ZFM-04301,ba24fe75-eb12-440f-810c-1a0ae9550da7
7,-33637.72967766324,9,Sensory,ZFM-04301,ba24fe75-eb12-440f-810c-1a0ae9550da7
8,-33544.435104312266,10,Sensory,ZFM-04301,ba24fe75-eb12-440f-810c-1a0ae9550da7
9,-33515.68742556775,11,Sensory,ZFM-04301,ba24fe75-eb12-440f-810c-1a0ae9550da7
10,-33453.25609394662,12,Sensory,ZFM-04301,ba24fe75-eb12-440f-810c-1a0ae9550da7
11,-33399.74249947698,13,Sensory,ZFM-04301,ba24fe75-eb12-440f-810c-1a0ae9550da7
12,-33390.98602759122,14,Sensory,ZFM-04301,ba24fe75-eb12-440f-810c-1a0ae9550da7
13,-33327.605406227005,15,Sensory,ZFM-04301,ba24fe75-eb12-440f-810c-1a0ae9550da7
14,-33226.34192714208,16,Sensory,ZFM-04301,ba24fe75-eb12-440f-810c-1a0ae9550da7
15,-33266.116565350465,17,Sensory,ZFM-04301,ba24fe75-eb12-440f-810c-1a0ae9550da7
16,-33187.308500203726,18,Sensory,ZFM-04301,ba24fe75-eb12-440f-810c-1a0ae9550da7
17,-33195.11234539902,19,Sensory,ZFM-04301,ba24fe75-eb12-440f-810c-1a0ae9550da7
18,-33153.8267279899,20,Sensory,ZFM-04301,ba24fe75-eb12-440f-810c-1a0ae9550da7
0,-29986.850651879562,2,Midbrain,ZFM-04301,edd4c8af-110f-4ca7-bb4c-2578d108addb
1,-26646.3802893375,3,Midbrain,ZFM-04301,edd4c8af-110f-4ca7-bb4c-2578d108addb
2,-25544.289584424936,4,Midbrain,ZFM-04301,edd4c8af-110f-4ca7-bb4c-2578d108addb
3,-25069.990197154555,5,Midbrain,ZFM-04301,edd4c8af-110f-4ca7-bb4c-2578d108addb
4,-24905.35702214669,6,Midbrain,ZFM-04301,edd4c8af-110f-4ca7-bb4c-2578d108addb
5,-24754.88871464443,7,Midbrain,ZFM-04301,edd4c8af-110f-4ca7-bb4c-2578d108addb
6,-24642.34630565465,8,Midbrain,ZFM-04301,edd4c8af-110f-4ca7-bb4c-2578d108addb
7,-24521.84363888134,9,Midbrain,ZFM-04301,edd4c8af-110f-4ca7-bb4c-2578d108addb
8,-24404.52141484194,10,Midbrain,ZFM-04301,edd4c8af-110f-4ca7-bb4c-2578d108addb
9,-24308.595803067026,11,Midbrain,ZFM-04301,edd4c8af-110f-4ca7-bb4c-2578d108addb
10,-24150.936319512755,12,Midbrain,ZFM-04301,edd4c8af-110f-4ca7-bb4c-2578d108addb
11,-24245.890564473928,13,Midbrain,ZFM-04301,edd4c8af-110f-4ca7-bb4c-2578d108addb
12,-24041.915144603012,14,Midbrain,ZFM-04301,edd4c8af-110f-4ca7-bb4c-2578d108addb
13,-23997.143049691836,15,Midbrain,ZFM-04301,edd4c8af-110f-4ca7-bb4c-2578d108addb
14,-23916.01643480407,16,Midbrain,ZFM-04301,edd4c8af-110f-4ca7-bb4c-2578d108addb
15,-23980.7557019815,17,Midbrain,ZFM-04301,edd4c8af-110f-4ca7-bb4c-2578d108addb
16,-23905.748145504505,18,Midbrain,ZFM-04301,edd4c8af-110f-4ca7-bb4c-2578d108addb
17,-23902.276736432093,19,Midbrain,ZFM-04301,edd4c8af-110f-4ca7-bb4c-2578d108addb
18,-23925.31993695755,20,Midbrain,ZFM-04301,edd4c8af-110f-4ca7-bb4c-2578d108addb
0,-86536.36730312389,2,Hippocampus,ZFM-04300,3ac05dd2-a294-4939-a837-93fe5ca543b6
1,-83636.15587030015,3,Hippocampus,ZFM-04300,3ac05dd2-a294-4939-a837-93fe5ca543b6
2,-82213.34385424586,4,Hippocampus,ZFM-04300,3ac05dd2-a294-4939-a837-93fe5ca543b6
3,-80870.8590027101,5,Hippocampus,ZFM-04300,3ac05dd2-a294-4939-a837-93fe5ca543b6
4,-80081.25930167917,6,Hippocampus,ZFM-04300,3ac05dd2-a294-4939-a837-93fe5ca543b6
5,-80149.55867585193,7,Hippocampus,ZFM-04300,3ac05dd2-a294-4939-a837-93fe5ca543b6
6,-79390.51502246874,8,Hippocampus,ZFM-04300,3ac05dd2-a294-4939-a837-93fe5ca543b6
7,-78783.59090004672,9,Hippocampus,ZFM-04300,3ac05dd2-a294-4939-a837-93fe5ca543b6
8,-78656.72130352951,10,Hippocampus,ZFM-04300,3ac05dd2-a294-4939-a837-93fe5ca543b6
9,-78295.87273764906,11,Hippocampus,ZFM-04300,3ac05dd2-a294-4939-a837-93fe5ca543b6
10,-78217.2094263171,12,Hippocampus,ZFM-04300,3ac05dd2-a294-4939-a837-93fe5ca543b6
11,-77962.89811889626,13,Hippocampus,ZFM-04300,3ac05dd2-a294-4939-a837-93fe5ca543b6
12,-77831.53440042997,14,Hippocampus,ZFM-04300,3ac05dd2-a294-4939-a837-93fe5ca543b6
13,-77454.16598559376,15,Hippocampus,ZFM-04300,3ac05dd2-a294-4939-a837-93fe5ca543b6
14,-77323.73535294262,16,Hippocampus,ZFM-04300,3ac05dd2-a294-4939-a837-93fe5ca543b6
15,-77209.12262244943,17,Hippocampus,ZFM-04300,3ac05dd2-a294-4939-a837-93fe5ca543b6
16,-77113.13629831956,18,Hippocampus,ZFM-04300,3ac05dd2-a294-4939-a837-93fe5ca543b6
17,-76959.68755157462,19,Hippocampus,ZFM-04300,3ac05dd2-a294-4939-a837-93fe5ca543b6
18,-76824.55865665413,20,Hippocampus,ZFM-04300,3ac05dd2-a294-4939-a837-93fe5ca543b6
0,-108485.41243931555,2,Midbrain,ZFM-04300,d47ad5d8-5c7e-4ec6-9a94-0d2a23033dda
1,-104146.695022851,3,Midbrain,ZFM-04300,d47ad5d8-5c7e-4ec6-9a94-0d2a23033dda
2,-97900.97047114022,4,Midbrain,ZFM-04300,d47ad5d8-5c7e-4ec6-9a94-0d2a23033dda
3,-96617.63206740978,5,Midbrain,ZFM-04300,d47ad5d8-5c7e-4ec6-9a94-0d2a23033dda
4,-93253.120768004,6,Midbrain,ZFM-04300,d47ad5d8-5c7e-4ec6-9a94-0d2a23033dda
5,-93024.16607177122,7,Midbrain,ZFM-04300,d47ad5d8-5c7e-4ec6-9a94-0d2a23033dda
6,-90846.17082368808,8,Midbrain,ZFM-04300,d47ad5d8-5c7e-4ec6-9a94-0d2a23033dda
7,-90529.08484457273,9,Midbrain,ZFM-04300,d47ad5d8-5c7e-4ec6-9a94-0d2a23033dda
8,-90869.77281613194,10,Midbrain,ZFM-04300,d47ad5d8-5c7e-4ec6-9a94-0d2a23033dda
9,-89451.55805249358,11,Midbrain,ZFM-04300,d47ad5d8-5c7e-4ec6-9a94-0d2a23033dda
10,-88608.6042604211,12,Midbrain,ZFM-04300,d47ad5d8-5c7e-4ec6-9a94-0d2a23033dda
11,-88357.96710559868,13,Midbrain,ZFM-04300,d47ad5d8-5c7e-4ec6-9a94-0d2a23033dda
12,-87457.41060423519,14,Midbrain,ZFM-04300,d47ad5d8-5c7e-4ec6-9a94-0d2a23033dda
13,-86621.9842528708,15,Midbrain,ZFM-04300,d47ad5d8-5c7e-4ec6-9a94-0d2a23033dda
14,-86293.39730992293,16,Midbrain,ZFM-04300,d47ad5d8-5c7e-4ec6-9a94-0d2a23033dda
15,-85932.20385704712,17,Midbrain,ZFM-04300,d47ad5d8-5c7e-4ec6-9a94-0d2a23033dda
16,-85737.07402922,18,Midbrain,ZFM-04300,d47ad5d8-5c7e-4ec6-9a94-0d2a23033dda
17,-85564.27812867495,19,Midbrain,ZFM-04300,d47ad5d8-5c7e-4ec6-9a94-0d2a23033dda
18,-85036.77342216551,20,Midbrain,ZFM-04300,d47ad5d8-5c7e-4ec6-9a94-0d2a23033dda
0,-20331.704066143055,2,Amygdala,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
1,-18829.465864873837,3,Amygdala,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
2,-18471.58254452791,4,Amygdala,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
3,-18047.23773955717,5,Amygdala,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
4,-17864.011909966175,6,Amygdala,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
5,-17789.97628851873,7,Amygdala,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
6,-17803.46479522248,8,Amygdala,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
7,-17577.415159577587,9,Amygdala,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
8,-17671.027994808464,10,Amygdala,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
9,-17523.948499770075,11,Amygdala,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
10,-17582.779124737874,12,Amygdala,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
11,-17482.78772705326,13,Amygdala,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
12,-17429.507624657985,14,Amygdala,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
13,-17465.412187677754,15,Amygdala,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
14,-17432.700886769333,16,Amygdala,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
15,-17462.86292184221,17,Amygdala,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
16,-17416.510602559276,18,Amygdala,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
17,-17422.7877103122,19,Amygdala,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
18,-17384.446666907304,20,Amygdala,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
0,-54437.20165456689,2,Hippocampus,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
1,-53392.18188310471,3,Hippocampus,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
2,-52926.99278399635,4,Hippocampus,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
3,-52723.05462199492,5,Hippocampus,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
4,-52185.544364469504,6,Hippocampus,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
5,-52020.28296200285,7,Hippocampus,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
6,-51648.45255618243,8,Hippocampus,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
7,-51498.00478087781,9,Hippocampus,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
8,-51379.935274464355,10,Hippocampus,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
9,-51312.76205720358,11,Hippocampus,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
10,-51292.154277558504,12,Hippocampus,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
11,-51265.20479732538,13,Hippocampus,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
12,-51101.595886541756,14,Hippocampus,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
13,-51121.38778275436,15,Hippocampus,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
14,-51133.92148264135,16,Hippocampus,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
15,-50984.554453530094,17,Hippocampus,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
16,-50879.63015776842,18,Hippocampus,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
17,-50951.09566587672,19,Hippocampus,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
18,-50935.64069134723,20,Hippocampus,ZFM-04300,ea75c815-b3d8-4612-89e7-4b25cfec110d
0,-134371.1496387343,2,Frontal,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
1,-130121.88489611956,3,Frontal,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
2,-127291.88917399623,4,Frontal,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
3,-125575.57894618649,5,Frontal,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
4,-124598.04384161066,6,Frontal,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
5,-123434.18215763503,7,Frontal,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
6,-122667.09264060207,8,Frontal,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
7,-121848.6649363125,9,Frontal,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
8,-121409.09562855127,10,Frontal,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
9,-120918.66582259069,11,Frontal,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
10,-121187.45063759552,12,Frontal,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
11,-119995.72780660643,13,Frontal,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
12,-120312.83299127982,14,Frontal,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
13,-119416.95732931951,15,Frontal,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
14,-118796.82217676575,16,Frontal,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
15,-118816.94255082674,17,Frontal,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
16,-118461.50682354337,18,Frontal,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
17,-118217.20012681773,19,Frontal,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
18,-117874.56684670536,20,Frontal,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
0,-94246.80541581886,2,Sensory,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
1,-92530.49486999179,3,Sensory,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
2,-91362.43711731714,4,Sensory,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
3,-90952.28330992762,5,Sensory,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
4,-90264.15311274205,6,Sensory,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
5,-89887.3117405805,7,Sensory,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
6,-89772.84443453485,8,Sensory,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
7,-89217.12102071187,9,Sensory,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
8,-88935.92737494614,10,Sensory,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
9,-88763.71672645265,11,Sensory,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
10,-88687.54217747143,12,Sensory,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
11,-88456.20007740815,13,Sensory,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
12,-88278.08506471018,14,Sensory,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
13,-88080.96602846732,15,Sensory,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
14,-88090.42339572827,16,Sensory,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
15,-87934.31014575314,17,Sensory,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
16,-87835.2550938512,18,Sensory,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
17,-87671.24160293752,19,Sensory,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
18,-87606.88349135563,20,Sensory,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
0,-76694.56806426751,2,Midbrain,ZFM-04083,ad7dbfe0-6a72-49da-a6f6-9a10ab8230cb
1,-73569.03068792453,3,Midbrain,ZFM-04083,ad7dbfe0-6a72-49da-a6f6-9a10ab8230cb
2,-72637.50339494145,4,Midbrain,ZFM-04083,ad7dbfe0-6a72-49da-a6f6-9a10ab8230cb
3,-72054.9553407777,5,Midbrain,ZFM-04083,ad7dbfe0-6a72-49da-a6f6-9a10ab8230cb
4,-71516.14118219735,6,Midbrain,ZFM-04083,ad7dbfe0-6a72-49da-a6f6-9a10ab8230cb
5,-71186.52586864709,7,Midbrain,ZFM-04083,ad7dbfe0-6a72-49da-a6f6-9a10ab8230cb
6,-71405.99976958279,8,Midbrain,ZFM-04083,ad7dbfe0-6a72-49da-a6f6-9a10ab8230cb
7,-71049.34944746458,9,Midbrain,ZFM-04083,ad7dbfe0-6a72-49da-a6f6-9a10ab8230cb
8,-70617.36325958608,10,Midbrain,ZFM-04083,ad7dbfe0-6a72-49da-a6f6-9a10ab8230cb
9,-70807.16739017966,11,Midbrain,ZFM-04083,ad7dbfe0-6a72-49da-a6f6-9a10ab8230cb
