state,r,p,subject,date,region,file_name
3,0.4264585632359522,1.860429313666169e-45,ZFM-03321,2022-03-23,mPFC,ZFM-03321_2022-03-23_mPFC.pickle
4,0.32918556425438356,1.0596005917950485e-26,ZFM-03321,2022-03-23,mPFC,ZFM-03321_2022-03-23_mPFC.pickle
5,-0.31225796455868576,4.685654150538624e-24,ZFM-03321,2022-03-23,mPFC,ZFM-03321_2022-03-23_mPFC.pickle
6,-0.05277325340619119,0.09533321929332765,ZFM-03321,2022-03-23,mPFC,ZFM-03321_2022-03-23_mPFC.pickle
0,-0.37411435436126145,1.4159525004165023e-34,ZFM-03321,2022-03-23,OFC,ZFM-03321_2022-03-23_OFC.pickle
1,0.48752283685031095,7.940182165627756e-61,ZFM-03321,2022-03-23,OFC,ZFM-03321_2022-03-23_OFC.pickle
2,-0.09612500006774564,0.0023424285755716734,ZFM-03321,2022-03-23,OFC,ZFM-03321_2022-03-23_OFC.pickle
3,-0.4261699215577097,2.1631372155486973e-45,ZFM-03321,2022-03-23,OFC,ZFM-03321_2022-03-23_OFC.pickle
4,-0.010340207941698211,0.7439811483851347,ZFM-03321,2022-03-23,OFC,ZFM-03321_2022-03-23_OFC.pickle
5,0.2635357561749063,2.3804129232803892e-17,ZFM-03321,2022-03-23,OFC,ZFM-03321_2022-03-23_OFC.pickle
6,-0.32899479257381253,1.1373792583675e-26,ZFM-03321,2022-03-23,OFC,ZFM-03321_2022-03-23_OFC.pickle
0,-0.42114578218986914,2.914408829533904e-44,ZFM-03329,2022-03-01,Amyg.,ZFM-03329_2022-03-01_Amyg..pickle
1,0.23298548233107086,8.56419340242472e-14,ZFM-03329,2022-03-01,Amyg.,ZFM-03329_2022-03-01_Amyg..pickle
2,0.5647810683569581,2.4944970583787027e-85,ZFM-03329,2022-03-01,Amyg.,ZFM-03329_2022-03-01_Amyg..pickle
3,-0.27159010668363176,2.279421743009987e-18,ZFM-03329,2022-03-01,Amyg.,ZFM-03329_2022-03-01_Amyg..pickle
4,0.04722284693399485,0.1356251350932553,ZFM-03329,2022-03-01,Amyg.,ZFM-03329_2022-03-01_Amyg..pickle
5,-0.12113285575977265,0.00012307733974023185,ZFM-03329,2022-03-01,Amyg.,ZFM-03329_2022-03-01_Amyg..pickle
6,-0.4248788804694375,4.237860529473168e-45,ZFM-03329,2022-03-01,Amyg.,ZFM-03329_2022-03-01_Amyg..pickle
0,0.012156890330910513,0.7035833121695056,ZFM-03329,2022-03-02,PAG,ZFM-03329_2022-03-02_PAG.pickle
1,0.565228043630637,5.549272457178738e-84,ZFM-03329,2022-03-02,PAG,ZFM-03329_2022-03-02_PAG.pickle
2,-0.10606787159960566,0.0008715918906350505,ZFM-03329,2022-03-02,PAG,ZFM-03329_2022-03-02_PAG.pickle
3,0.35699981433493766,6.888200547280048e-31,ZFM-03329,2022-03-02,PAG,ZFM-03329_2022-03-02_PAG.pickle
4,-0.31358150113625854,7.558617042343863e-24,ZFM-03329,2022-03-02,PAG,ZFM-03329_2022-03-02_PAG.pickle
5,-0.11562595043249467,0.000282406137754062,ZFM-03329,2022-03-02,PAG,ZFM-03329_2022-03-02_PAG.pickle
6,-0.3286909266956272,3.594422774691724e-26,ZFM-03329,2022-03-02,PAG,ZFM-03329_2022-03-02_PAG.pickle
0,-0.373404556735769,7.52228015884295e-34,ZFM-03329,2022-03-02,RSP,ZFM-03329_2022-03-02_RSP.pickle
1,-0.27441247157449883,2.0065697727201616e-18,ZFM-03329,2022-03-02,RSP,ZFM-03329_2022-03-02_RSP.pickle
2,-0.14146008721105283,8.600417436818836e-06,ZFM-03329,2022-03-02,RSP,ZFM-03329_2022-03-02_RSP.pickle
3,-0.3949091909701175,5.332595169750284e-38,ZFM-03329,2022-03-02,RSP,ZFM-03329_2022-03-02_RSP.pickle
4,0.49105050617008883,9.898272801225243e-61,ZFM-03329,2022-03-02,RSP,ZFM-03329_2022-03-02_RSP.pickle
5,-0.09237096035781785,0.0037659761859471933,ZFM-03329,2022-03-02,RSP,ZFM-03329_2022-03-02_RSP.pickle
6,0.12470290223879942,8.924003244372306e-05,ZFM-03329,2022-03-02,RSP,ZFM-03329_2022-03-02_RSP.pickle
0,0.18611904536194926,4.193357469420771e-09,ZFM-03329,2022-03-02,SC,ZFM-03329_2022-03-02_SC.pickle
1,0.29028306520761427,1.6072942198607342e-20,ZFM-03329,2022-03-02,SC,ZFM-03329_2022-03-02_SC.pickle
2,0.03563278713587906,0.26461376895190103,ZFM-03329,2022-03-02,SC,ZFM-03329_2022-03-02_SC.pickle
3,-0.357232764965258,6.269671231573097e-31,ZFM-03329,2022-03-02,SC,ZFM-03329_2022-03-02_SC.pickle
4,0.06290568247966145,0.04875716373607503,ZFM-03329,2022-03-02,SC,ZFM-03329_2022-03-02_SC.pickle
5,-0.24429607863228994,8.25164827713375e-15,ZFM-03329,2022-03-02,SC,ZFM-03329_2022-03-02_SC.pickle
6,-0.04523248059480238,0.15666884202338818,ZFM-03329,2022-03-02,SC,ZFM-03329_2022-03-02_SC.pickle
0,-0.4509196035554132,3.053836954402708e-51,ZFM-03329,2022-03-03,HPC,ZFM-03329_2022-03-03_HPC.pickle
1,-0.2610327544099528,4.855659234355167e-17,ZFM-03329,2022-03-03,HPC,ZFM-03329_2022-03-03_HPC.pickle
2,0.41866728134800574,1.034502184875026e-43,ZFM-03329,2022-03-03,HPC,ZFM-03329_2022-03-03_HPC.pickle
3,-0.18975311400709127,1.4661416043526208e-09,ZFM-03329,2022-03-03,HPC,ZFM-03329_2022-03-03_HPC.pickle
4,0.49321383508902444,2.0059542175255576e-62,ZFM-03329,2022-03-03,HPC,ZFM-03329_2022-03-03_HPC.pickle
5,0.14448680819414117,4.486900797269324e-06,ZFM-03329,2022-03-03,HPC,ZFM-03329_2022-03-03_HPC.pickle
6,-0.07753088314807545,0.014191964950711468,ZFM-03329,2022-03-03,HPC,ZFM-03329_2022-03-03_HPC.pickle
0,-0.6461235230650468,3.04151815978971e-119,ZFM-03329,2022-03-03,Thal.,ZFM-03329_2022-03-03_Thal..pickle
1,-0.5262609641560321,2.5395375737531876e-72,ZFM-03329,2022-03-03,Thal.,ZFM-03329_2022-03-03_Thal..pickle
2,0.20833325969285843,2.8724186700680083e-11,ZFM-03329,2022-03-03,Thal.,ZFM-03329_2022-03-03_Thal..pickle
3,-0.0029995190644750993,0.9245255555037437,ZFM-03329,2022-03-03,Thal.,ZFM-03329_2022-03-03_Thal..pickle
4,0.6213555269728864,7.50010305415595e-108,ZFM-03329,2022-03-03,Thal.,ZFM-03329_2022-03-03_Thal..pickle
5,0.1916750304813129,9.93459586952498e-10,ZFM-03329,2022-03-03,Thal.,ZFM-03329_2022-03-03_Thal..pickle
6,-0.6521857063959535,3.3966184085709105e-122,ZFM-03329,2022-03-03,Thal.,ZFM-03329_2022-03-03_Thal..pickle
0,-0.03285672261255317,0.29926934069612937,ZFM-03329,2022-03-03,VIS,ZFM-03329_2022-03-03_VIS.pickle
1,-0.15918748672971325,4.193602934162489e-07,ZFM-03329,2022-03-03,VIS,ZFM-03329_2022-03-03_VIS.pickle
2,0.45086803703684253,3.14444708725703e-51,ZFM-03329,2022-03-03,VIS,ZFM-03329_2022-03-03_VIS.pickle
3,0.06684921080667099,0.034542745912820826,ZFM-03329,2022-03-03,VIS,ZFM-03329_2022-03-03_VIS.pickle
4,-0.3937233434029232,2.0026359570326772e-38,ZFM-03329,2022-03-03,VIS,ZFM-03329_2022-03-03_VIS.pickle
5,0.20608662599932684,4.716077445208886e-11,ZFM-03329,2022-03-03,VIS,ZFM-03329_2022-03-03_VIS.pickle
6,-0.3884896083255851,2.263434335662449e-37,ZFM-03329,2022-03-03,VIS,ZFM-03329_2022-03-03_VIS.pickle
0,-0.1330446886351363,7.119519430673776e-05,ZFM-03330,2022-02-15,M2,ZFM-03330_2022-02-15_M2.pickle
1,0.061422352854358514,0.06763557806141228,ZFM-03330,2022-02-15,M2,ZFM-03330_2022-02-15_M2.pickle
2,-0.11815307282519746,0.00042460059794431057,ZFM-03330,2022-02-15,M2,ZFM-03330_2022-02-15_M2.pickle
3,-0.00699440294113783,0.8353052614958376,ZFM-03330,2022-02-15,M2,ZFM-03330_2022-02-15_M2.pickle
4,0.33358026594170687,1.8054201425536308e-24,ZFM-03330,2022-02-15,M2,ZFM-03330_2022-02-15_M2.pickle
5,-0.16032845687093034,1.613639996397609e-06,ZFM-03330,2022-02-15,M2,ZFM-03330_2022-02-15_M2.pickle
6,0.00322773222145688,0.9235678350380746,ZFM-03330,2022-02-15,M2,ZFM-03330_2022-02-15_M2.pickle
0,0.5448590779860735,1.2036908219514785e-69,ZFM-03330,2022-02-15,mPFC,ZFM-03330_2022-02-15_mPFC.pickle
1,0.1926478241148576,7.4504572556564115e-09,ZFM-03330,2022-02-15,mPFC,ZFM-03330_2022-02-15_mPFC.pickle
2,-0.1958378076636018,4.15156221430312e-09,ZFM-03330,2022-02-15,mPFC,ZFM-03330_2022-02-15_mPFC.pickle
3,-0.10338391050135116,0.0020615755636861975,ZFM-03330,2022-02-15,mPFC,ZFM-03330_2022-02-15_mPFC.pickle
4,-0.19886696222202851,2.3608903545591083e-09,ZFM-03330,2022-02-15,mPFC,ZFM-03330_2022-02-15_mPFC.pickle
5,-0.25267954466565534,2.2616162996578864e-14,ZFM-03330,2022-02-15,mPFC,ZFM-03330_2022-02-15_mPFC.pickle
6,-0.33733140604948414,5.09868490565446e-25,ZFM-03330,2022-02-15,mPFC,ZFM-03330_2022-02-15_mPFC.pickle
0,-0.25940430964874955,4.324694918050962e-15,ZFM-03330,2022-02-15,OLF,ZFM-03330_2022-02-15_OLF.pickle
1,-0.21032599757559803,2.5732083357007613e-10,ZFM-03330,2022-02-15,OLF,ZFM-03330_2022-02-15_OLF.pickle
2,-0.2572764510999693,7.33763405921141e-15,ZFM-03330,2022-02-15,OLF,ZFM-03330_2022-02-15_OLF.pickle
3,0.1456290338736184,1.349886650971843e-05,ZFM-03330,2022-02-15,OLF,ZFM-03330_2022-02-15_OLF.pickle
4,-0.1655769090781538,7.202993404397681e-07,ZFM-03330,2022-02-15,OLF,ZFM-03330_2022-02-15_OLF.pickle
5,0.5286367740677652,6.164518406748735e-65,ZFM-03330,2022-02-15,OLF,ZFM-03330_2022-02-15_OLF.pickle
6,-0.24585064768766143,1.155383669290255e-13,ZFM-03330,2022-02-15,OLF,ZFM-03330_2022-02-15_OLF.pickle
0,-0.3942079506585798,3.7327528534429377e-38,ZFM-03330,2022-02-16,M2,ZFM-03330_2022-02-16_M2.pickle
1,0.07478520969662583,0.01860335601576954,ZFM-03330,2022-02-16,M2,ZFM-03330_2022-02-16_M2.pickle
2,-0.24115805933135553,1.4476141930308363e-14,ZFM-03330,2022-02-16,M2,ZFM-03330_2022-02-16_M2.pickle
3,-0.2423608513460007,1.0618045700753116e-14,ZFM-03330,2022-02-16,M2,ZFM-03330_2022-02-16_M2.pickle
4,0.09194365303299533,0.0037865206341159228,ZFM-03330,2022-02-16,M2,ZFM-03330_2022-02-16_M2.pickle
5,0.34006159806912817,3.1909058006037903e-28,ZFM-03330,2022-02-16,M2,ZFM-03330_2022-02-16_M2.pickle
6,0.2825728342809489,1.2450106701585433e-19,ZFM-03330,2022-02-16,M2,ZFM-03330_2022-02-16_M2.pickle
0,0.06801419919489093,0.03237162908301391,ZFM-03330,2022-02-16,mPFC,ZFM-03330_2022-02-16_mPFC.pickle
1,-0.3061386675286259,6.335845415818617e-23,ZFM-03330,2022-02-16,mPFC,ZFM-03330_2022-02-16_mPFC.pickle
2,0.0801655703598724,0.011628363977284647,ZFM-03330,2022-02-16,mPFC,ZFM-03330_2022-02-16_mPFC.pickle
3,0.6546903227011822,3.228630688113264e-122,ZFM-03330,2022-02-16,mPFC,ZFM-03330_2022-02-16_mPFC.pickle
4,-0.32840037164008223,2.5210007143316626e-26,ZFM-03330,2022-02-16,mPFC,ZFM-03330_2022-02-16_mPFC.pickle
5,-0.36356218107550675,2.6663457482201545e-32,ZFM-03330,2022-02-16,mPFC,ZFM-03330_2022-02-16_mPFC.pickle
6,-0.36440199745374957,1.8781816835470978e-32,ZFM-03330,2022-02-16,mPFC,ZFM-03330_2022-02-16_mPFC.pickle
0,0.013013084942205511,0.6825784134631764,ZFM-03330,2022-02-16,OLF,ZFM-03330_2022-02-16_OLF.pickle
1,-0.2725692102101975,2.5198664264102455e-18,ZFM-03330,2022-02-16,OLF,ZFM-03330_2022-02-16_OLF.pickle
2,0.18376927726131428,5.7272461366811055e-09,ZFM-03330,2022-02-16,OLF,ZFM-03330_2022-02-16_OLF.pickle
3,0.025850630489658567,0.41651666388064124,ZFM-03330,2022-02-16,OLF,ZFM-03330_2022-02-16_OLF.pickle
4,0.38187736098483166,1.0064825906235656e-35,ZFM-03330,2022-02-16,OLF,ZFM-03330_2022-02-16_OLF.pickle
5,-0.20019802270620476,2.0765024339764864e-10,ZFM-03330,2022-02-16,OLF,ZFM-03330_2022-02-16_OLF.pickle
6,-0.3328107479046266,4.9369618635317726e-27,ZFM-03330,2022-02-16,OLF,ZFM-03330_2022-02-16_OLF.pickle
0,0.03825923434444857,0.24225398751179242,ZFM-03330,2022-02-17,HPC,ZFM-03330_2022-02-17_HPC.pickle
1,-0.08580673575499352,0.008626322733882811,ZFM-03330,2022-02-17,HPC,ZFM-03330_2022-02-17_HPC.pickle
2,-0.0227901358925803,0.48617660218836617,ZFM-03330,2022-02-17,HPC,ZFM-03330_2022-02-17_HPC.pickle
3,-0.03355153578206003,0.30517607655024825,ZFM-03330,2022-02-17,HPC,ZFM-03330_2022-02-17_HPC.pickle
4,0.014435820575916919,0.6591521910781472,ZFM-03330,2022-02-17,HPC,ZFM-03330_2022-02-17_HPC.pickle
5,0.04163501037113182,0.2031472089839324,ZFM-03330,2022-02-17,HPC,ZFM-03330_2022-02-17_HPC.pickle
6,0.014328613679755103,0.6615254947051297,ZFM-03330,2022-02-17,HPC,ZFM-03330_2022-02-17_HPC.pickle
0,0.04652586839474342,0.1549432387255207,ZFM-03330,2022-02-17,SC,ZFM-03330_2022-02-17_SC.pickle
1,0.10880609970024668,0.0008551993944182981,ZFM-03330,2022-02-17,SC,ZFM-03330_2022-02-17_SC.pickle
2,-0.06494724365197416,0.046983833221443706,ZFM-03330,2022-02-17,SC,ZFM-03330_2022-02-17_SC.pickle
3,-0.03120837107247941,0.34021071399245834,ZFM-03330,2022-02-17,SC,ZFM-03330_2022-02-17_SC.pickle
4,-0.10705237080190036,0.0010372372218252273,ZFM-03330,2022-02-17,SC,ZFM-03330_2022-02-17_SC.pickle
5,0.017756384126379855,0.5874343422209893,ZFM-03330,2022-02-17,SC,ZFM-03330_2022-02-17_SC.pickle
6,0.07655226922360309,0.01916235932225302,ZFM-03330,2022-02-17,SC,ZFM-03330_2022-02-17_SC.pickle
0,0.032887956502531235,0.31484612913574583,ZFM-03330,2022-02-17,Thal.,ZFM-03330_2022-02-17_Thal..pickle
1,-0.0859950415728906,0.008480788879554871,ZFM-03330,2022-02-17,Thal.,ZFM-03330_2022-02-17_Thal..pickle
2,0.08527659914218658,0.00904808581511017,ZFM-03330,2022-02-17,Thal.,ZFM-03330_2022-02-17_Thal..pickle
3,0.09988602972460345,0.0022171003980507,ZFM-03330,2022-02-17,Thal.,ZFM-03330_2022-02-17_Thal..pickle
4,-0.13588368931887584,3.032038239777136e-05,ZFM-03330,2022-02-17,Thal.,ZFM-03330_2022-02-17_Thal..pickle
5,-0.0014741365995133804,0.9640756924643012,ZFM-03330,2022-02-17,Thal.,ZFM-03330_2022-02-17_Thal..pickle
6,-0.00988693951480172,0.7625869894328955,ZFM-03330,2022-02-17,Thal.,ZFM-03330_2022-02-17_Thal..pickle
0,0.014143390985494438,0.6656338830017703,ZFM-03330,2022-02-17,VIS,ZFM-03330_2022-02-17_VIS.pickle
1,-0.1691247517039698,1.9415789640941491e-07,ZFM-03330,2022-02-17,VIS,ZFM-03330_2022-02-17_VIS.pickle
2,0.03532106744251597,0.2803605722273341,ZFM-03330,2022-02-17,VIS,ZFM-03330_2022-02-17_VIS.pickle
3,-0.05519152050667872,0.09149459969809767,ZFM-03330,2022-02-17,VIS,ZFM-03330_2022-02-17_VIS.pickle
4,0.22186618099115202,6.6744170658894385e-12,ZFM-03330,2022-02-17,VIS,ZFM-03330_2022-02-17_VIS.pickle
5,-0.009515002385352614,0.7712649545743705,ZFM-03330,2022-02-17,VIS,ZFM-03330_2022-02-17_VIS.pickle
6,-0.0029290926631327947,0.9286897614117796,ZFM-03330,2022-02-17,VIS,ZFM-03330_2022-02-17_VIS.pickle
0,0.08725217703085159,0.005762959790731964,ZFM-03330,2022-02-18,Pir.,ZFM-03330_2022-02-18_Pir..pickle
1,-0.26523190178458367,1.4620809357355884e-17,ZFM-03330,2022-02-18,Pir.,ZFM-03330_2022-02-18_Pir..pickle
2,0.6262271931615874,5.1943951602965274e-110,ZFM-03330,2022-02-18,Pir.,ZFM-03330_2022-02-18_Pir..pickle
3,-0.3733881196096625,1.9436962887821616e-34,ZFM-03330,2022-02-18,Pir.,ZFM-03330_2022-02-18_Pir..pickle
4,0.0842260698588678,0.007701870282958456,ZFM-03330,2022-02-18,Pir.,ZFM-03330_2022-02-18_Pir..pickle
5,0.0295289105210985,0.35091206106925155,ZFM-03330,2022-02-18,Pir.,ZFM-03330_2022-02-18_Pir..pickle
6,-0.3215650572793265,1.7261977184794632e-25,ZFM-03330,2022-02-18,Pir.,ZFM-03330_2022-02-18_Pir..pickle
0,0.31237650726313654,4.4960126223137075e-24,ZFM-03330,2022-02-18,Str.,ZFM-03330_2022-02-18_Str..pickle
1,-0.34317688969982035,5.114339797883143e-29,ZFM-03330,2022-02-18,Str.,ZFM-03330_2022-02-18_Str..pickle
2,-0.3205234083807606,2.512313292656302e-25,ZFM-03330,2022-02-18,Str.,ZFM-03330_2022-02-18_Str..pickle
3,-0.21609999257560222,4.953413921547696e-12,ZFM-03330,2022-02-18,Str.,ZFM-03330_2022-02-18_Str..pickle
4,0.30211606611625,1.4992941964126155e-22,ZFM-03330,2022-02-18,Str.,ZFM-03330_2022-02-18_Str..pickle
5,0.29619752966427393,1.064501757023213e-21,ZFM-03330,2022-02-18,Str.,ZFM-03330_2022-02-18_Str..pickle
6,0.4437963806355014,1.6537470503559781e-49,ZFM-03330,2022-02-18,Str.,ZFM-03330_2022-02-18_Str..pickle
0,-0.13443148137218994,0.0009353271509802593,ZFM-04080,2022-07-05,HPC,ZFM-04080_2022-07-05_HPC.pickle
1,-0.12910749959668527,0.0014875609814434148,ZFM-04080,2022-07-05,HPC,ZFM-04080_2022-07-05_HPC.pickle
2,-0.04025710836367628,0.32368931303709997,ZFM-04080,2022-07-05,HPC,ZFM-04080_2022-07-05_HPC.pickle
3,-0.010234932002322138,0.8019574062221737,ZFM-04080,2022-07-05,HPC,ZFM-04080_2022-07-05_HPC.pickle
4,0.16705220881256067,3.745617296980254e-05,ZFM-04080,2022-07-05,HPC,ZFM-04080_2022-07-05_HPC.pickle
5,-0.07268165988288985,0.07451616626343087,ZFM-04080,2022-07-05,HPC,ZFM-04080_2022-07-05_HPC.pickle
6,-0.11090947502740595,0.006405579147000161,ZFM-04080,2022-07-05,HPC,ZFM-04080_2022-07-05_HPC.pickle
0,0.13896381857505408,0.0006217612017899968,ZFM-04080,2022-07-05,VIS,ZFM-04080_2022-07-05_VIS.pickle
1,0.1308335801863532,0.0012821682633725364,ZFM-04080,2022-07-05,VIS,ZFM-04080_2022-07-05_VIS.pickle
2,-0.23658458542404434,4.072446671587116e-09,ZFM-04080,2022-07-05,VIS,ZFM-04080_2022-07-05_VIS.pickle
3,-0.19882519312790772,8.590525534172662e-07,ZFM-04080,2022-07-05,VIS,ZFM-04080_2022-07-05_VIS.pickle
4,-0.3450607254017271,2.65828237714626e-18,ZFM-04080,2022-07-05,VIS,ZFM-04080_2022-07-05_VIS.pickle
5,0.002312096558525622,0.954817435086552,ZFM-04080,2022-07-05,VIS,ZFM-04080_2022-07-05_VIS.pickle
6,0.26822650589414976,2.1419854632435318e-11,ZFM-04080,2022-07-05,VIS,ZFM-04080_2022-07-05_VIS.pickle
0,0.07822611124008251,0.018852919003220003,ZFM-04080,2022-07-06,Amyg.,ZFM-04080_2022-07-06_Amyg..pickle
1,-0.1700503453299911,2.825953480027376e-07,ZFM-04080,2022-07-06,Amyg.,ZFM-04080_2022-07-06_Amyg..pickle
2,-0.12671257577628015,0.0001369626210991817,ZFM-04080,2022-07-06,Amyg.,ZFM-04080_2022-07-06_Amyg..pickle
3,0.03005284528329939,0.36756848019312044,ZFM-04080,2022-07-06,Amyg.,ZFM-04080_2022-07-06_Amyg..pickle
4,-0.13155665312353837,7.475060719846433e-05,ZFM-04080,2022-07-06,Amyg.,ZFM-04080_2022-07-06_Amyg..pickle
5,0.07166485464896592,0.03148255072862495,ZFM-04080,2022-07-06,Amyg.,ZFM-04080_2022-07-06_Amyg..pickle
6,-0.08127013064754209,0.014682839063651053,ZFM-04080,2022-07-06,Amyg.,ZFM-04080_2022-07-06_Amyg..pickle
0,-0.04702999406332297,0.1583908534688045,ZFM-04080,2022-07-06,HPC,ZFM-04080_2022-07-06_HPC.pickle
1,0.11342386709437649,0.0006475067967459253,ZFM-04080,2022-07-06,HPC,ZFM-04080_2022-07-06_HPC.pickle
2,0.4622791532368086,6.678959814387995e-49,ZFM-04080,2022-07-06,HPC,ZFM-04080_2022-07-06_HPC.pickle
3,0.05206567196342254,0.11835221462076859,ZFM-04080,2022-07-06,HPC,ZFM-04080_2022-07-06_HPC.pickle
4,-0.3261897946131435,8.839119103632798e-24,ZFM-04080,2022-07-06,HPC,ZFM-04080_2022-07-06_HPC.pickle
5,-0.2297693918369369,2.932061483647279e-12,ZFM-04080,2022-07-06,HPC,ZFM-04080_2022-07-06_HPC.pickle
6,0.013886791818390209,0.6772076542458786,ZFM-04080,2022-07-06,HPC,ZFM-04080_2022-07-06_HPC.pickle
0,0.05927749197386576,0.060954923667330026,ZFM-04080,2022-07-07,HPC,ZFM-04080_2022-07-07_HPC.pickle
1,0.10671333021669539,0.0007248404227043581,ZFM-04080,2022-07-07,HPC,ZFM-04080_2022-07-07_HPC.pickle
2,-0.24501733496538888,3.8868089932513225e-15,ZFM-04080,2022-07-07,HPC,ZFM-04080_2022-07-07_HPC.pickle
3,-0.29517046562252525,1.4888744682833715e-21,ZFM-04080,2022-07-07,HPC,ZFM-04080_2022-07-07_HPC.pickle
4,-0.39032290499396993,9.727947445873276e-38,ZFM-04080,2022-07-07,HPC,ZFM-04080_2022-07-07_HPC.pickle
5,-0.3118987786814544,5.3099095258785885e-24,ZFM-04080,2022-07-07,HPC,ZFM-04080_2022-07-07_HPC.pickle
6,0.5769638543623984,8.2349299236918e-90,ZFM-04080,2022-07-07,HPC,ZFM-04080_2022-07-07_HPC.pickle
0,0.003293007149367527,0.9171661195307622,ZFM-04080,2022-07-07,Pir.,ZFM-04080_2022-07-07_Pir..pickle
1,0.033036337186675147,0.29663394498142714,ZFM-04080,2022-07-07,Pir.,ZFM-04080_2022-07-07_Pir..pickle
2,0.004558287360194168,0.8855271877233161,ZFM-04080,2022-07-07,Pir.,ZFM-04080_2022-07-07_Pir..pickle
3,0.047926759869361915,0.12988588645843913,ZFM-04080,2022-07-07,Pir.,ZFM-04080_2022-07-07_Pir..pickle
4,-0.005626882927794001,0.8589456118497236,ZFM-04080,2022-07-07,Pir.,ZFM-04080_2022-07-07_Pir..pickle
5,0.023343343786372595,0.4609043284439683,ZFM-04080,2022-07-07,Pir.,ZFM-04080_2022-07-07_Pir..pickle
6,-0.1464596705235366,3.306996037892421e-06,ZFM-04080,2022-07-07,Pir.,ZFM-04080_2022-07-07_Pir..pickle
0,0.1569815193104396,1.1023629061636382e-05,ZFM-04083,2022-07-19,HPC,ZFM-04083_2022-07-19_HPC.pickle
1,-0.08596119627840566,0.016542369902878277,ZFM-04083,2022-07-19,HPC,ZFM-04083_2022-07-19_HPC.pickle
2,0.09735225109210133,0.006612562230608648,ZFM-04083,2022-07-19,HPC,ZFM-04083_2022-07-19_HPC.pickle
3,0.07553451344275297,0.03528071932741408,ZFM-04083,2022-07-19,HPC,ZFM-04083_2022-07-19_HPC.pickle
4,-0.08509464169597829,0.01766936274631987,ZFM-04083,2022-07-19,HPC,ZFM-04083_2022-07-19_HPC.pickle
5,-0.05169041081999023,0.15000935727341025,ZFM-04083,2022-07-19,HPC,ZFM-04083_2022-07-19_HPC.pickle
6,0.038222050029837515,0.2872822673194903,ZFM-04083,2022-07-19,HPC,ZFM-04083_2022-07-19_HPC.pickle
0,-0.20037374406128408,1.764865753746505e-08,ZFM-04083,2022-07-19,Thal.,ZFM-04083_2022-07-19_Thal..pickle
1,-0.1159050462582934,0.0012099115377348147,ZFM-04083,2022-07-19,Thal.,ZFM-04083_2022-07-19_Thal..pickle
2,0.03027501479284565,0.3993727016298069,ZFM-04083,2022-07-19,Thal.,ZFM-04083_2022-07-19_Thal..pickle
3,-0.05865607381424599,0.10230165627575732,ZFM-04083,2022-07-19,Thal.,ZFM-04083_2022-07-19_Thal..pickle
4,0.3290520937957152,4.465131080681731e-21,ZFM-04083,2022-07-19,Thal.,ZFM-04083_2022-07-19_Thal..pickle
5,-0.08382388744267612,0.019443366411887607,ZFM-04083,2022-07-19,Thal.,ZFM-04083_2022-07-19_Thal..pickle
6,0.021623621092748242,0.5472724241517443,ZFM-04083,2022-07-19,Thal.,ZFM-04083_2022-07-19_Thal..pickle
0,0.024391594218723008,0.49719156490657407,ZFM-04083,2022-07-19,VIS,ZFM-04083_2022-07-19_VIS.pickle
1,-0.17856972390566767,5.446189529233063e-07,ZFM-04083,2022-07-19,VIS,ZFM-04083_2022-07-19_VIS.pickle
2,-0.05383857364799899,0.13376817440677213,ZFM-04083,2022-07-19,VIS,ZFM-04083_2022-07-19_VIS.pickle
3,-0.16107504959954938,6.416212696408188e-06,ZFM-04083,2022-07-19,VIS,ZFM-04083_2022-07-19_VIS.pickle
4,0.29119573084313066,1.1898977617681358e-16,ZFM-04083,2022-07-19,VIS,ZFM-04083_2022-07-19_VIS.pickle
5,-0.09314379358623498,0.00938158509178628,ZFM-04083,2022-07-19,VIS,ZFM-04083_2022-07-19_VIS.pickle
6,-0.1580681471424199,9.560991295477236e-06,ZFM-04083,2022-07-19,VIS,ZFM-04083_2022-07-19_VIS.pickle
0,0.005699388984768653,0.8571474270187328,ZFM-04083,2022-07-20,HPC,ZFM-04083_2022-07-20_HPC.pickle
1,-0.018464449601703462,0.5597475029016339,ZFM-04083,2022-07-20,HPC,ZFM-04083_2022-07-20_HPC.pickle
2,-0.06115178748570707,0.0532140135578843,ZFM-04083,2022-07-20,HPC,ZFM-04083_2022-07-20_HPC.pickle
3,0.052109114409320985,0.09958006943662816,ZFM-04083,2022-07-20,HPC,ZFM-04083_2022-07-20_HPC.pickle
4,-0.03618107610302825,0.2530014950816525,ZFM-04083,2022-07-20,HPC,ZFM-04083_2022-07-20_HPC.pickle
5,-0.005944916717148647,0.8510637713985777,ZFM-04083,2022-07-20,HPC,ZFM-04083_2022-07-20_HPC.pickle
6,-0.0028212712784909124,0.9289984447309988,ZFM-04083,2022-07-20,HPC,ZFM-04083_2022-07-20_HPC.pickle
0,0.02012494744385615,0.5249881907915082,ZFM-04083,2022-07-20,M2,ZFM-04083_2022-07-20_M2.pickle
1,-0.02673248043861737,0.3984186263566378,ZFM-04083,2022-07-20,M2,ZFM-04083_2022-07-20_M2.pickle
2,0.004499275174516749,0.8869991690117563,ZFM-04083,2022-07-20,M2,ZFM-04083_2022-07-20_M2.pickle
3,0.02318009919884264,0.46404609125357577,ZFM-04083,2022-07-20,M2,ZFM-04083_2022-07-20_M2.pickle
