,log_likelihood,n_states,region,subject,pid
9,-6785.272463283013,11,Sensory,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
10,-6793.433497853224,12,Sensory,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
11,-6752.826696383415,13,Sensory,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
12,-6701.171804089477,14,Sensory,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
13,-6696.73007654967,15,Sensory,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
14,-6672.997931188105,16,Sensory,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
15,-6691.4227774008705,17,Sensory,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
16,-6740.636382523102,18,Sensory,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
17,-6690.632150267195,19,Sensory,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
18,-6718.18245035338,20,Sensory,ZFM-04083,ac9a1b86-f421-4bef-a613-3579684f8720
0,-3892.473959004901,2,Midbrain,ZFM-04083,ad7dbfe0-6a72-49da-a6f6-9a10ab8230cb
1,-3798.4964015795463,3,Midbrain,ZFM-04083,ad7dbfe0-6a72-49da-a6f6-9a10ab8230cb
2,-3796.1869708440536,4,Midbrain,ZFM-04083,ad7dbfe0-6a72-49da-a6f6-9a10ab8230cb
3,-3774.597678676354,5,Midbrain,ZFM-04083,ad7dbfe0-6a72-49da-a6f6-9a10ab8230cb
4,-3780.120366058218,6,Midbrain,ZFM-04083,ad7dbfe0-6a72-49da-a6f6-9a10ab8230cb
5,-3766.9362805163796,7,Midbrain,ZFM-04083,ad7dbfe0-6a72-49da-a6f6-9a10ab8230cb
6,-3731.6640407899104,8,Midbrain,ZFM-04083,ad7dbfe0-6a72-49da-a6f6-9a10ab8230cb
7,-3744.17676224582,9,Midbrain,ZFM-04083,ad7dbfe0-6a72-49da-a6f6-9a10ab8230cb
8,-3731.6535312478118,10,Midbrain,ZFM-04083,ad7dbfe0-6a72-49da-a6f6-9a10ab8230cb
9,-3729.440435777791,11,Midbrain,ZFM-04083,ad7dbfe0-6a72-49da-a6f6-9a10ab8230cb
10,-3737.805229303971,12,Midbrain,ZFM-04083,ad7dbfe0-6a72-49da-a6f6-9a10ab8230cb
11,-3732.179220178373,13,Midbrain,ZFM-04083,ad7dbfe0-6a72-49da-a6f6-9a10ab8230cb
12,-3739.697433925352,14,Midbrain,ZFM-04083,ad7dbfe0-6a72-49da-a6f6-9a10ab8230cb
13,-3740.7376868554,15,Midbrain,ZFM-04083,ad7dbfe0-6a72-49da-a6f6-9a10ab8230cb
14,-3748.2695491247114,16,Midbrain,ZFM-04083,ad7dbfe0-6a72-49da-a6f6-9a10ab8230cb
15,-3722.556807748062,17,Midbrain,ZFM-04083,ad7dbfe0-6a72-49da-a6f6-9a10ab8230cb
16,-3713.8977075078396,18,Midbrain,ZFM-04083,ad7dbfe0-6a72-49da-a6f6-9a10ab8230cb
17,-3720.2255490334355,19,Midbrain,ZFM-04083,ad7dbfe0-6a72-49da-a6f6-9a10ab8230cb
18,-3740.7650345808306,20,Midbrain,ZFM-04083,ad7dbfe0-6a72-49da-a6f6-9a10ab8230cb
0,-1831.7905047418683,2,Frontal,ZFM-04083,307f9e04-5beb-4a91-a3be-fe3b5c37ed7c
1,-1811.615447306653,3,Frontal,ZFM-04083,307f9e04-5beb-4a91-a3be-fe3b5c37ed7c
2,-1808.7374937622922,4,Frontal,ZFM-04083,307f9e04-5beb-4a91-a3be-fe3b5c37ed7c
3,-1798.3602609062793,5,Frontal,ZFM-04083,307f9e04-5beb-4a91-a3be-fe3b5c37ed7c
4,-1763.0630114107262,6,Frontal,ZFM-04083,307f9e04-5beb-4a91-a3be-fe3b5c37ed7c
5,-1783.68929772282,7,Frontal,ZFM-04083,307f9e04-5beb-4a91-a3be-fe3b5c37ed7c
6,-1759.3020778028801,8,Frontal,ZFM-04083,307f9e04-5beb-4a91-a3be-fe3b5c37ed7c
7,-1727.648829787155,9,Frontal,ZFM-04083,307f9e04-5beb-4a91-a3be-fe3b5c37ed7c
8,-1735.8554603434663,10,Frontal,ZFM-04083,307f9e04-5beb-4a91-a3be-fe3b5c37ed7c
9,-1724.943706804096,11,Frontal,ZFM-04083,307f9e04-5beb-4a91-a3be-fe3b5c37ed7c
10,-1719.656022942944,12,Frontal,ZFM-04083,307f9e04-5beb-4a91-a3be-fe3b5c37ed7c
11,-1756.5230212592207,13,Frontal,ZFM-04083,307f9e04-5beb-4a91-a3be-fe3b5c37ed7c
12,-1711.5212924422185,14,Frontal,ZFM-04083,307f9e04-5beb-4a91-a3be-fe3b5c37ed7c
13,-1733.697229951861,15,Frontal,ZFM-04083,307f9e04-5beb-4a91-a3be-fe3b5c37ed7c
14,-1722.8108945876636,16,Frontal,ZFM-04083,307f9e04-5beb-4a91-a3be-fe3b5c37ed7c
15,-1759.2701260159824,17,Frontal,ZFM-04083,307f9e04-5beb-4a91-a3be-fe3b5c37ed7c
16,-1724.200255306711,18,Frontal,ZFM-04083,307f9e04-5beb-4a91-a3be-fe3b5c37ed7c
17,-1724.9830511776759,19,Frontal,ZFM-04083,307f9e04-5beb-4a91-a3be-fe3b5c37ed7c
18,-1752.7859969293195,20,Frontal,ZFM-04083,307f9e04-5beb-4a91-a3be-fe3b5c37ed7c
0,-763.914106789543,2,Striatum,ZFM-04083,307f9e04-5beb-4a91-a3be-fe3b5c37ed7c
1,-734.6131593218511,3,Striatum,ZFM-04083,307f9e04-5beb-4a91-a3be-fe3b5c37ed7c
2,-729.0304303972903,4,Striatum,ZFM-04083,307f9e04-5beb-4a91-a3be-fe3b5c37ed7c
3,-722.082746195134,5,Striatum,ZFM-04083,307f9e04-5beb-4a91-a3be-fe3b5c37ed7c
4,-710.4809918967528,6,Striatum,ZFM-04083,307f9e04-5beb-4a91-a3be-fe3b5c37ed7c
5,-728.5052172614652,7,Striatum,ZFM-04083,307f9e04-5beb-4a91-a3be-fe3b5c37ed7c
6,-691.4330274824028,8,Striatum,ZFM-04083,307f9e04-5beb-4a91-a3be-fe3b5c37ed7c
7,-703.918776322348,9,Striatum,ZFM-04083,307f9e04-5beb-4a91-a3be-fe3b5c37ed7c
8,-706.6556325864277,10,Striatum,ZFM-04083,307f9e04-5beb-4a91-a3be-fe3b5c37ed7c
9,-692.8720105591825,11,Striatum,ZFM-04083,307f9e04-5beb-4a91-a3be-fe3b5c37ed7c
10,-687.2698253339556,12,Striatum,ZFM-04083,307f9e04-5beb-4a91-a3be-fe3b5c37ed7c
11,-704.2524472526086,13,Striatum,ZFM-04083,307f9e04-5beb-4a91-a3be-fe3b5c37ed7c
12,-690.0197827065979,14,Striatum,ZFM-04083,307f9e04-5beb-4a91-a3be-fe3b5c37ed7c
13,-696.9324389070337,15,Striatum,ZFM-04083,307f9e04-5beb-4a91-a3be-fe3b5c37ed7c
14,-675.2425054712404,16,Striatum,ZFM-04083,307f9e04-5beb-4a91-a3be-fe3b5c37ed7c
15,-700.2283995483206,17,Striatum,ZFM-04083,307f9e04-5beb-4a91-a3be-fe3b5c37ed7c
16,-694.8631336630554,18,Striatum,ZFM-04083,307f9e04-5beb-4a91-a3be-fe3b5c37ed7c
17,-686.1267891331571,19,Striatum,ZFM-04083,307f9e04-5beb-4a91-a3be-fe3b5c37ed7c
18,-685.0638165983294,20,Striatum,ZFM-04083,307f9e04-5beb-4a91-a3be-fe3b5c37ed7c
0,-952.3473985911147,2,Hippocampus,ZFM-04083,5d2acdf4-b7f6-4545-b72c-ee88a64b81c5
1,-909.0963293824134,3,Hippocampus,ZFM-04083,5d2acdf4-b7f6-4545-b72c-ee88a64b81c5
2,-890.8724291644068,4,Hippocampus,ZFM-04083,5d2acdf4-b7f6-4545-b72c-ee88a64b81c5
3,-884.8531343266093,5,Hippocampus,ZFM-04083,5d2acdf4-b7f6-4545-b72c-ee88a64b81c5
4,-858.6693751681133,6,Hippocampus,ZFM-04083,5d2acdf4-b7f6-4545-b72c-ee88a64b81c5
5,-858.0437334227296,7,Hippocampus,ZFM-04083,5d2acdf4-b7f6-4545-b72c-ee88a64b81c5
6,-855.7913778492841,8,Hippocampus,ZFM-04083,5d2acdf4-b7f6-4545-b72c-ee88a64b81c5
7,-854.8972674256383,9,Hippocampus,ZFM-04083,5d2acdf4-b7f6-4545-b72c-ee88a64b81c5
8,-856.2231930393566,10,Hippocampus,ZFM-04083,5d2acdf4-b7f6-4545-b72c-ee88a64b81c5
9,-841.4588110220598,11,Hippocampus,ZFM-04083,5d2acdf4-b7f6-4545-b72c-ee88a64b81c5
10,-857.934884862126,12,Hippocampus,ZFM-04083,5d2acdf4-b7f6-4545-b72c-ee88a64b81c5
11,-855.3768637424558,13,Hippocampus,ZFM-04083,5d2acdf4-b7f6-4545-b72c-ee88a64b81c5
12,-854.9330710936613,14,Hippocampus,ZFM-04083,5d2acdf4-b7f6-4545-b72c-ee88a64b81c5
13,-852.4419250327345,15,Hippocampus,ZFM-04083,5d2acdf4-b7f6-4545-b72c-ee88a64b81c5
14,-847.0200391312248,16,Hippocampus,ZFM-04083,5d2acdf4-b7f6-4545-b72c-ee88a64b81c5
15,-842.1899904945068,17,Hippocampus,ZFM-04083,5d2acdf4-b7f6-4545-b72c-ee88a64b81c5
16,-855.4833740274198,18,Hippocampus,ZFM-04083,5d2acdf4-b7f6-4545-b72c-ee88a64b81c5
17,-845.1237220519715,19,Hippocampus,ZFM-04083,5d2acdf4-b7f6-4545-b72c-ee88a64b81c5
18,-845.7223953656089,20,Hippocampus,ZFM-04083,5d2acdf4-b7f6-4545-b72c-ee88a64b81c5
0,-7250.139455014703,2,Thalamus,ZFM-04083,5d2acdf4-b7f6-4545-b72c-ee88a64b81c5
1,-7069.884804061259,3,Thalamus,ZFM-04083,5d2acdf4-b7f6-4545-b72c-ee88a64b81c5
2,-6900.698354764198,4,Thalamus,ZFM-04083,5d2acdf4-b7f6-4545-b72c-ee88a64b81c5
3,-6763.973623154361,5,Thalamus,ZFM-04083,5d2acdf4-b7f6-4545-b72c-ee88a64b81c5
4,-6742.112560451192,6,Thalamus,ZFM-04083,5d2acdf4-b7f6-4545-b72c-ee88a64b81c5
5,-6721.882303594588,7,Thalamus,ZFM-04083,5d2acdf4-b7f6-4545-b72c-ee88a64b81c5
6,-6694.160173364864,8,Thalamus,ZFM-04083,5d2acdf4-b7f6-4545-b72c-ee88a64b81c5
7,-6658.580670286105,9,Thalamus,ZFM-04083,5d2acdf4-b7f6-4545-b72c-ee88a64b81c5
8,-6617.003147081027,10,Thalamus,ZFM-04083,5d2acdf4-b7f6-4545-b72c-ee88a64b81c5
9,-6527.902388866877,11,Thalamus,ZFM-04083,5d2acdf4-b7f6-4545-b72c-ee88a64b81c5
10,-6577.356238880775,12,Thalamus,ZFM-04083,5d2acdf4-b7f6-4545-b72c-ee88a64b81c5
11,-6571.198694350192,13,Thalamus,ZFM-04083,5d2acdf4-b7f6-4545-b72c-ee88a64b81c5
12,-6560.165549844367,14,Thalamus,ZFM-04083,5d2acdf4-b7f6-4545-b72c-ee88a64b81c5
13,-6556.636963416629,15,Thalamus,ZFM-04083,5d2acdf4-b7f6-4545-b72c-ee88a64b81c5
14,-6553.667556950807,16,Thalamus,ZFM-04083,5d2acdf4-b7f6-4545-b72c-ee88a64b81c5
15,-6551.088340280256,17,Thalamus,ZFM-04083,5d2acdf4-b7f6-4545-b72c-ee88a64b81c5
16,-6512.976227702772,18,Thalamus,ZFM-04083,5d2acdf4-b7f6-4545-b72c-ee88a64b81c5
17,-6517.071421152126,19,Thalamus,ZFM-04083,5d2acdf4-b7f6-4545-b72c-ee88a64b81c5
18,-6564.427471286301,20,Thalamus,ZFM-04083,5d2acdf4-b7f6-4545-b72c-ee88a64b81c5
0,-2680.909995669459,2,Hippocampus,ZFM-04083,87ddbc18-7a81-49f7-a9fb-d0add506ee27
1,-2653.2222944639843,3,Hippocampus,ZFM-04083,87ddbc18-7a81-49f7-a9fb-d0add506ee27
2,-2616.6848230161436,4,Hippocampus,ZFM-04083,87ddbc18-7a81-49f7-a9fb-d0add506ee27
3,-2567.4612863226903,5,Hippocampus,ZFM-04083,87ddbc18-7a81-49f7-a9fb-d0add506ee27
4,-2551.1688231367384,6,Hippocampus,ZFM-04083,87ddbc18-7a81-49f7-a9fb-d0add506ee27
5,-2535.493690850042,7,Hippocampus,ZFM-04083,87ddbc18-7a81-49f7-a9fb-d0add506ee27
6,-2546.565633837,8,Hippocampus,ZFM-04083,87ddbc18-7a81-49f7-a9fb-d0add506ee27
7,-2549.7867312697417,9,Hippocampus,ZFM-04083,87ddbc18-7a81-49f7-a9fb-d0add506ee27
8,-2513.8816821716327,10,Hippocampus,ZFM-04083,87ddbc18-7a81-49f7-a9fb-d0add506ee27
9,-2493.4071201628553,11,Hippocampus,ZFM-04083,87ddbc18-7a81-49f7-a9fb-d0add506ee27
10,-2523.735221900665,12,Hippocampus,ZFM-04083,87ddbc18-7a81-49f7-a9fb-d0add506ee27
11,-2514.261649449385,13,Hippocampus,ZFM-04083,87ddbc18-7a81-49f7-a9fb-d0add506ee27
12,-2504.1658218034204,14,Hippocampus,ZFM-04083,87ddbc18-7a81-49f7-a9fb-d0add506ee27
13,-2510.006272201712,15,Hippocampus,ZFM-04083,87ddbc18-7a81-49f7-a9fb-d0add506ee27
14,-2518.0331335505903,16,Hippocampus,ZFM-04083,87ddbc18-7a81-49f7-a9fb-d0add506ee27
15,-2513.430369479537,17,Hippocampus,ZFM-04083,87ddbc18-7a81-49f7-a9fb-d0add506ee27
16,-2474.604757476307,18,Hippocampus,ZFM-04083,87ddbc18-7a81-49f7-a9fb-d0add506ee27
17,-2505.440711862695,19,Hippocampus,ZFM-04083,87ddbc18-7a81-49f7-a9fb-d0add506ee27
18,-2517.5578841965694,20,Hippocampus,ZFM-04083,87ddbc18-7a81-49f7-a9fb-d0add506ee27
0,-8507.85934088675,2,Thalamus,ZFM-04083,87ddbc18-7a81-49f7-a9fb-d0add506ee27
1,-8348.464548275033,3,Thalamus,ZFM-04083,87ddbc18-7a81-49f7-a9fb-d0add506ee27
2,-8289.142815895351,4,Thalamus,ZFM-04083,87ddbc18-7a81-49f7-a9fb-d0add506ee27
3,-8228.628971488995,5,Thalamus,ZFM-04083,87ddbc18-7a81-49f7-a9fb-d0add506ee27
4,-8223.19879147,6,Thalamus,ZFM-04083,87ddbc18-7a81-49f7-a9fb-d0add506ee27
5,-8183.64063870858,7,Thalamus,ZFM-04083,87ddbc18-7a81-49f7-a9fb-d0add506ee27
6,-8145.338680867613,8,Thalamus,ZFM-04083,87ddbc18-7a81-49f7-a9fb-d0add506ee27
7,-8142.4971833142135,9,Thalamus,ZFM-04083,87ddbc18-7a81-49f7-a9fb-d0add506ee27
8,-8131.302535404564,10,Thalamus,ZFM-04083,87ddbc18-7a81-49f7-a9fb-d0add506ee27
9,-8120.9440755792075,11,Thalamus,ZFM-04083,87ddbc18-7a81-49f7-a9fb-d0add506ee27
10,-8074.4512205223955,12,Thalamus,ZFM-04083,87ddbc18-7a81-49f7-a9fb-d0add506ee27
11,-8088.602764739027,13,Thalamus,ZFM-04083,87ddbc18-7a81-49f7-a9fb-d0add506ee27
12,-8105.708038915635,14,Thalamus,ZFM-04083,87ddbc18-7a81-49f7-a9fb-d0add506ee27
13,-8107.524749121978,15,Thalamus,ZFM-04083,87ddbc18-7a81-49f7-a9fb-d0add506ee27
14,-8084.189239564935,16,Thalamus,ZFM-04083,87ddbc18-7a81-49f7-a9fb-d0add506ee27
15,-8065.518300284557,17,Thalamus,ZFM-04083,87ddbc18-7a81-49f7-a9fb-d0add506ee27
16,-8103.999356321476,18,Thalamus,ZFM-04083,87ddbc18-7a81-49f7-a9fb-d0add506ee27
17,-8087.0315840232915,19,Thalamus,ZFM-04083,87ddbc18-7a81-49f7-a9fb-d0add506ee27
18,-8048.528295606075,20,Thalamus,ZFM-04083,87ddbc18-7a81-49f7-a9fb-d0add506ee27
0,-5437.116246323775,2,Hippocampus,ZFM-04080,8f914cf1-3466-4fa4-a49d-a8c9182da684
1,-5037.5621417937855,3,Hippocampus,ZFM-04080,8f914cf1-3466-4fa4-a49d-a8c9182da684
2,-4964.028053167523,4,Hippocampus,ZFM-04080,8f914cf1-3466-4fa4-a49d-a8c9182da684
3,-4919.781731078509,5,Hippocampus,ZFM-04080,8f914cf1-3466-4fa4-a49d-a8c9182da684
4,-4875.080802398663,6,Hippocampus,ZFM-04080,8f914cf1-3466-4fa4-a49d-a8c9182da684
5,-4840.596485626825,7,Hippocampus,ZFM-04080,8f914cf1-3466-4fa4-a49d-a8c9182da684
6,-4826.775524686281,8,Hippocampus,ZFM-04080,8f914cf1-3466-4fa4-a49d-a8c9182da684
7,-4789.5425137191705,9,Hippocampus,ZFM-04080,8f914cf1-3466-4fa4-a49d-a8c9182da684
8,-4796.522543373918,10,Hippocampus,ZFM-04080,8f914cf1-3466-4fa4-a49d-a8c9182da684
9,-4786.020967749354,11,Hippocampus,ZFM-04080,8f914cf1-3466-4fa4-a49d-a8c9182da684
10,-4775.908056501223,12,Hippocampus,ZFM-04080,8f914cf1-3466-4fa4-a49d-a8c9182da684
11,-4783.862300394763,13,Hippocampus,ZFM-04080,8f914cf1-3466-4fa4-a49d-a8c9182da684
12,-4816.622996740848,14,Hippocampus,ZFM-04080,8f914cf1-3466-4fa4-a49d-a8c9182da684
13,-4756.235414935668,15,Hippocampus,ZFM-04080,8f914cf1-3466-4fa4-a49d-a8c9182da684
14,-4766.790635366454,16,Hippocampus,ZFM-04080,8f914cf1-3466-4fa4-a49d-a8c9182da684
15,-4782.168643136259,17,Hippocampus,ZFM-04080,8f914cf1-3466-4fa4-a49d-a8c9182da684
16,-4744.617413652023,18,Hippocampus,ZFM-04080,8f914cf1-3466-4fa4-a49d-a8c9182da684
17,-4787.97541130622,19,Hippocampus,ZFM-04080,8f914cf1-3466-4fa4-a49d-a8c9182da684
18,-4742.850684091721,20,Hippocampus,ZFM-04080,8f914cf1-3466-4fa4-a49d-a8c9182da684
0,-2154.700171234446,2,Sensory,ZFM-04080,8f914cf1-3466-4fa4-a49d-a8c9182da684
1,-2104.260242679243,3,Sensory,ZFM-04080,8f914cf1-3466-4fa4-a49d-a8c9182da684
2,-2089.2370911062108,4,Sensory,ZFM-04080,8f914cf1-3466-4fa4-a49d-a8c9182da684
3,-2046.7183325182637,5,Sensory,ZFM-04080,8f914cf1-3466-4fa4-a49d-a8c9182da684
4,-2029.2302534632504,6,Sensory,ZFM-04080,8f914cf1-3466-4fa4-a49d-a8c9182da684
5,-2046.6665201531878,7,Sensory,ZFM-04080,8f914cf1-3466-4fa4-a49d-a8c9182da684
6,-2031.9923341015763,8,Sensory,ZFM-04080,8f914cf1-3466-4fa4-a49d-a8c9182da684
7,-2020.3798984989603,9,Sensory,ZFM-04080,8f914cf1-3466-4fa4-a49d-a8c9182da684
8,-2029.1076749509355,10,Sensory,ZFM-04080,8f914cf1-3466-4fa4-a49d-a8c9182da684
9,-2034.729170712446,11,Sensory,ZFM-04080,8f914cf1-3466-4fa4-a49d-a8c9182da684
10,-2028.9072389233575,12,Sensory,ZFM-04080,8f914cf1-3466-4fa4-a49d-a8c9182da684
11,-2023.5535207923604,13,Sensory,ZFM-04080,8f914cf1-3466-4fa4-a49d-a8c9182da684
12,-2016.9300653727819,14,Sensory,ZFM-04080,8f914cf1-3466-4fa4-a49d-a8c9182da684
13,-2027.0393182860853,15,Sensory,ZFM-04080,8f914cf1-3466-4fa4-a49d-a8c9182da684
14,-2010.8520121033357,16,Sensory,ZFM-04080,8f914cf1-3466-4fa4-a49d-a8c9182da684
15,-2013.5213215539793,17,Sensory,ZFM-04080,8f914cf1-3466-4fa4-a49d-a8c9182da684
16,-2022.7119372111497,18,Sensory,ZFM-04080,8f914cf1-3466-4fa4-a49d-a8c9182da684
17,-2032.3811114478792,19,Sensory,ZFM-04080,8f914cf1-3466-4fa4-a49d-a8c9182da684
18,-2022.9591676262817,20,Sensory,ZFM-04080,8f914cf1-3466-4fa4-a49d-a8c9182da684
0,-1532.9742224083705,2,Amygdala,ZFM-04080,a0651da1-582c-4df1-ae78-4eafef6b17dc
1,-1511.1884264906698,3,Amygdala,ZFM-04080,a0651da1-582c-4df1-ae78-4eafef6b17dc
2,-1506.2530121751124,4,Amygdala,ZFM-04080,a0651da1-582c-4df1-ae78-4eafef6b17dc
3,-1502.5085834818346,5,Amygdala,ZFM-04080,a0651da1-582c-4df1-ae78-4eafef6b17dc
4,-1505.4899464847304,6,Amygdala,ZFM-04080,a0651da1-582c-4df1-ae78-4eafef6b17dc
5,-1510.6537473988042,7,Amygdala,ZFM-04080,a0651da1-582c-4df1-ae78-4eafef6b17dc
6,-1509.503127626519,8,Amygdala,ZFM-04080,a0651da1-582c-4df1-ae78-4eafef6b17dc
7,-1514.8988833312806,9,Amygdala,ZFM-04080,a0651da1-582c-4df1-ae78-4eafef6b17dc
8,-1511.60111703017,10,Amygdala,ZFM-04080,a0651da1-582c-4df1-ae78-4eafef6b17dc
9,-1517.916347622217,11,Amygdala,ZFM-04080,a0651da1-582c-4df1-ae78-4eafef6b17dc
10,-1508.3524864224337,12,Amygdala,ZFM-04080,a0651da1-582c-4df1-ae78-4eafef6b17dc
11,-1512.312314724446,13,Amygdala,ZFM-04080,a0651da1-582c-4df1-ae78-4eafef6b17dc
12,-1513.3194919541236,14,Amygdala,ZFM-04080,a0651da1-582c-4df1-ae78-4eafef6b17dc
13,-1519.212497870057,15,Amygdala,ZFM-04080,a0651da1-582c-4df1-ae78-4eafef6b17dc
14,-1525.6532635959138,16,Amygdala,ZFM-04080,a0651da1-582c-4df1-ae78-4eafef6b17dc
15,-1526.8371827171754,17,Amygdala,ZFM-04080,a0651da1-582c-4df1-ae78-4eafef6b17dc
16,-1516.7848761063142,18,Amygdala,ZFM-04080,a0651da1-582c-4df1-ae78-4eafef6b17dc
17,-1512.673591083474,19,Amygdala,ZFM-04080,a0651da1-582c-4df1-ae78-4eafef6b17dc
18,-1521.3948112829764,20,Amygdala,ZFM-04080,a0651da1-582c-4df1-ae78-4eafef6b17dc
0,-1664.2432251780922,2,Hippocampus,ZFM-04080,a0651da1-582c-4df1-ae78-4eafef6b17dc
1,-1643.8442913088572,3,Hippocampus,ZFM-04080,a0651da1-582c-4df1-ae78-4eafef6b17dc
2,-1628.5370349362156,4,Hippocampus,ZFM-04080,a0651da1-582c-4df1-ae78-4eafef6b17dc
3,-1629.2037721904828,5,Hippocampus,ZFM-04080,a0651da1-582c-4df1-ae78-4eafef6b17dc
4,-1627.725815528779,6,Hippocampus,ZFM-04080,a0651da1-582c-4df1-ae78-4eafef6b17dc
5,-1642.5907706440262,7,Hippocampus,ZFM-04080,a0651da1-582c-4df1-ae78-4eafef6b17dc
6,-1637.1989084566508,8,Hippocampus,ZFM-04080,a0651da1-582c-4df1-ae78-4eafef6b17dc
7,-1636.7629754478648,9,Hippocampus,ZFM-04080,a0651da1-582c-4df1-ae78-4eafef6b17dc
8,-1651.4871873384723,10,Hippocampus,ZFM-04080,a0651da1-582c-4df1-ae78-4eafef6b17dc
9,-1681.7563021869012,11,Hippocampus,ZFM-04080,a0651da1-582c-4df1-ae78-4eafef6b17dc
10,-1648.7985184602435,12,Hippocampus,ZFM-04080,a0651da1-582c-4df1-ae78-4eafef6b17dc
11,-1671.3188588658372,13,Hippocampus,ZFM-04080,a0651da1-582c-4df1-ae78-4eafef6b17dc
12,-1678.207334439332,14,Hippocampus,ZFM-04080,a0651da1-582c-4df1-ae78-4eafef6b17dc
13,-1642.0597132174116,15,Hippocampus,ZFM-04080,a0651da1-582c-4df1-ae78-4eafef6b17dc
14,-1664.9419688365163,16,Hippocampus,ZFM-04080,a0651da1-582c-4df1-ae78-4eafef6b17dc
15,-1674.8041345502638,17,Hippocampus,ZFM-04080,a0651da1-582c-4df1-ae78-4eafef6b17dc
16,-1660.0252180874375,18,Hippocampus,ZFM-04080,a0651da1-582c-4df1-ae78-4eafef6b17dc
17,-1648.5243732135127,19,Hippocampus,ZFM-04080,a0651da1-582c-4df1-ae78-4eafef6b17dc
18,-1671.783316310427,20,Hippocampus,ZFM-04080,a0651da1-582c-4df1-ae78-4eafef6b17dc
0,-5204.960865058713,2,Hippocampus,ZFM-04080,c941ee0a-5552-4a96-9464-f57c95c7837c
1,-5026.080122303316,3,Hippocampus,ZFM-04080,c941ee0a-5552-4a96-9464-f57c95c7837c
2,-4940.4366744015115,4,Hippocampus,ZFM-04080,c941ee0a-5552-4a96-9464-f57c95c7837c
3,-4890.558708013341,5,Hippocampus,ZFM-04080,c941ee0a-5552-4a96-9464-f57c95c7837c
4,-4906.384066382779,6,Hippocampus,ZFM-04080,c941ee0a-5552-4a96-9464-f57c95c7837c
5,-4838.240020999567,7,Hippocampus,ZFM-04080,c941ee0a-5552-4a96-9464-f57c95c7837c
6,-4791.551981732736,8,Hippocampus,ZFM-04080,c941ee0a-5552-4a96-9464-f57c95c7837c
7,-4832.527854518922,9,Hippocampus,ZFM-04080,c941ee0a-5552-4a96-9464-f57c95c7837c
8,-4771.159560502618,10,Hippocampus,ZFM-04080,c941ee0a-5552-4a96-9464-f57c95c7837c
9,-4746.451521962895,11,Hippocampus,ZFM-04080,c941ee0a-5552-4a96-9464-f57c95c7837c
10,-4764.966455568293,12,Hippocampus,ZFM-04080,c941ee0a-5552-4a96-9464-f57c95c7837c
11,-4721.2653963176135,13,Hippocampus,ZFM-04080,c941ee0a-5552-4a96-9464-f57c95c7837c
12,-4743.820825162221,14,Hippocampus,ZFM-04080,c941ee0a-5552-4a96-9464-f57c95c7837c
13,-4731.1958865317865,15,Hippocampus,ZFM-04080,c941ee0a-5552-4a96-9464-f57c95c7837c
14,-4744.314050622161,16,Hippocampus,ZFM-04080,c941ee0a-5552-4a96-9464-f57c95c7837c
15,-4705.566463631631,17,Hippocampus,ZFM-04080,c941ee0a-5552-4a96-9464-f57c95c7837c
16,-4745.58830986007,18,Hippocampus,ZFM-04080,c941ee0a-5552-4a96-9464-f57c95c7837c
17,-4732.262057829219,19,Hippocampus,ZFM-04080,c941ee0a-5552-4a96-9464-f57c95c7837c
18,-4713.932887419869,20,Hippocampus,ZFM-04080,c941ee0a-5552-4a96-9464-f57c95c7837c
0,-5585.727433171351,2,Midbrain,ZFM-04080,c941ee0a-5552-4a96-9464-f57c95c7837c
1,-5531.592441347417,3,Midbrain,ZFM-04080,c941ee0a-5552-4a96-9464-f57c95c7837c
2,-5491.094253462306,4,Midbrain,ZFM-04080,c941ee0a-5552-4a96-9464-f57c95c7837c
3,-5481.476930541977,5,Midbrain,ZFM-04080,c941ee0a-5552-4a96-9464-f57c95c7837c
4,-5465.798311014244,6,Midbrain,ZFM-04080,c941ee0a-5552-4a96-9464-f57c95c7837c
5,-5349.25998251511,7,Midbrain,ZFM-04080,c941ee0a-5552-4a96-9464-f57c95c7837c
6,-5356.520109146358,8,Midbrain,ZFM-04080,c941ee0a-5552-4a96-9464-f57c95c7837c
7,-5331.735899027532,9,Midbrain,ZFM-04080,c941ee0a-5552-4a96-9464-f57c95c7837c
8,-5319.183087049603,10,Midbrain,ZFM-04080,c941ee0a-5552-4a96-9464-f57c95c7837c
9,-5286.6463732041175,11,Midbrain,ZFM-04080,c941ee0a-5552-4a96-9464-f57c95c7837c
10,-5288.749438817254,12,Midbrain,ZFM-04080,c941ee0a-5552-4a96-9464-f57c95c7837c
11,-5312.273718486969,13,Midbrain,ZFM-04080,c941ee0a-5552-4a96-9464-f57c95c7837c
12,-5274.965371005552,14,Midbrain,ZFM-04080,c941ee0a-5552-4a96-9464-f57c95c7837c
