,r,r_baseline,time,region_1,region_2,region_pair,subject,eid,date,sert-cre
0,0.05902999984716389,0.046075876841138605,-0.95,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
1,-0.02677368740988599,-0.03972781041591127,-0.8500000000000001,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
2,0.07150965402155832,0.058555531015533034,-0.75,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
3,0.051679836033333364,0.03872571302730808,-0.6500000000000001,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
4,-0.029613406266883233,-0.042567529272908515,-0.55,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
5,0.04943284249126564,0.036478719485240355,-0.45,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
6,0.05641627356982469,0.04346215056379941,-0.35000000000000003,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
7,-0.05076978791552844,-0.06372391092155372,-0.25,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
8,-0.02722140633134976,-0.04017552933737504,-0.15000000000000002,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
9,-0.024149087979245674,-0.03710321098527095,-0.05,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
10,0.04251045004197443,0.029556327035949147,0.05,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
11,0.07887734335860677,0.0659232203525815,0.15000000000000002,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
12,0.013140182982758588,0.00018605997673330765,0.25,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
13,0.019773776016414425,0.006819653010389145,0.35000000000000003,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
14,0.020420656758745517,0.007466533752720236,0.45,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
15,-0.03905823864068753,-0.052012361646712815,0.55,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
