,time,r,dist,perc,region1,region2,opto,region_pair,subject,date,probe
21,3.300000000000001,0.47021175862199416,3.605551275463989,0.74,Frontal cortex,Sensory cortex,1,Frontal cortex-Sensory cortex,ZFM-04820,2022-09-16,probe00
22,3.5000000000000013,0.3885777727501203,3.872983346207417,0.7,Frontal cortex,Sensory cortex,1,Frontal cortex-Sensory cortex,ZFM-04820,2022-09-16,probe00
23,3.7000000000000015,0.33560603641343373,4.0,0.68,Frontal cortex,Sensory cortex,1,Frontal cortex-Sensory cortex,ZFM-04820,2022-09-16,probe00
24,3.9000000000000017,0.36777120196500895,4.0,0.68,Frontal cortex,Sensory cortex,1,Frontal cortex-Sensory cortex,ZFM-04820,2022-09-16,probe00
0,-0.9,-0.18904770757413522,4.898979485566356,0.52,Frontal cortex,Sensory cortex,0,Frontal cortex-Sensory cortex,ZFM-04820,2022-09-16,probe00
1,-0.7,-0.09126984126984132,4.69041575982343,0.56,Frontal cortex,Sensory cortex,0,Frontal cortex-Sensory cortex,ZFM-04820,2022-09-16,probe00
2,-0.4999999999999999,-0.1175183734012851,4.242640687119285,0.64,Frontal cortex,Sensory cortex,0,Frontal cortex-Sensory cortex,ZFM-04820,2022-09-16,probe00
3,-0.2999999999999998,-0.20044593143431833,4.69041575982343,0.56,Frontal cortex,Sensory cortex,0,Frontal cortex-Sensory cortex,ZFM-04820,2022-09-16,probe00
4,-0.09999999999999976,0.09395020173255496,4.123105625617661,0.66,Frontal cortex,Sensory cortex,0,Frontal cortex-Sensory cortex,ZFM-04820,2022-09-16,probe00
5,0.10000000000000042,0.05582696638250824,4.47213595499958,0.6,Frontal cortex,Sensory cortex,0,Frontal cortex-Sensory cortex,ZFM-04820,2022-09-16,probe00
6,0.3000000000000004,-0.14777011582226218,4.795831523312719,0.54,Frontal cortex,Sensory cortex,0,Frontal cortex-Sensory cortex,ZFM-04820,2022-09-16,probe00
7,0.5000000000000003,-0.1366798142468305,4.898979485566356,0.52,Frontal cortex,Sensory cortex,0,Frontal cortex-Sensory cortex,ZFM-04820,2022-09-16,probe00
8,0.7000000000000005,-0.12862393885688161,4.69041575982343,0.56,Frontal cortex,Sensory cortex,0,Frontal cortex-Sensory cortex,ZFM-04820,2022-09-16,probe00
9,0.9000000000000007,0.09331508109559933,4.69041575982343,0.56,Frontal cortex,Sensory cortex,0,Frontal cortex-Sensory cortex,ZFM-04820,2022-09-16,probe00
10,1.100000000000001,-0.2977294722442484,5.196152422706632,0.46,Frontal cortex,Sensory cortex,0,Frontal cortex-Sensory cortex,ZFM-04820,2022-09-16,probe00
11,1.3000000000000007,-0.06839411288813295,4.358898943540674,0.62,Frontal cortex,Sensory cortex,0,Frontal cortex-Sensory cortex,ZFM-04820,2022-09-16,probe00
12,1.5000000000000009,-0.11737232787933928,4.898979485566356,0.52,Frontal cortex,Sensory cortex,0,Frontal cortex-Sensory cortex,ZFM-04820,2022-09-16,probe00
13,1.700000000000001,0.06675015657623455,4.242640687119285,0.64,Frontal cortex,Sensory cortex,0,Frontal cortex-Sensory cortex,ZFM-04820,2022-09-16,probe00
14,1.9000000000000008,0.12729376930432895,4.47213595499958,0.6,Frontal cortex,Sensory cortex,0,Frontal cortex-Sensory cortex,ZFM-04820,2022-09-16,probe00
15,2.100000000000001,0.047619047619047644,4.47213595499958,0.6,Frontal cortex,Sensory cortex,0,Frontal cortex-Sensory cortex,ZFM-04820,2022-09-16,probe00
16,2.300000000000001,-0.11957298402325174,4.58257569495584,0.58,Frontal cortex,Sensory cortex,0,Frontal cortex-Sensory cortex,ZFM-04820,2022-09-16,probe00
17,2.5000000000000013,-0.24614120237486475,4.898979485566356,0.52,Frontal cortex,Sensory cortex,0,Frontal cortex-Sensory cortex,ZFM-04820,2022-09-16,probe00
18,2.7000000000000015,-0.23293320456149988,5.0990195135927845,0.48,Frontal cortex,Sensory cortex,0,Frontal cortex-Sensory cortex,ZFM-04820,2022-09-16,probe00
19,2.9000000000000012,0.1694557308196608,4.242640687119285,0.64,Frontal cortex,Sensory cortex,0,Frontal cortex-Sensory cortex,ZFM-04820,2022-09-16,probe00
20,3.100000000000002,-0.04583492485141058,4.69041575982343,0.56,Frontal cortex,Sensory cortex,0,Frontal cortex-Sensory cortex,ZFM-04820,2022-09-16,probe00
21,3.300000000000001,-0.02414022747926338,4.123105625617661,0.66,Frontal cortex,Sensory cortex,0,Frontal cortex-Sensory cortex,ZFM-04820,2022-09-16,probe00
22,3.5000000000000013,-0.04222003309207493,4.58257569495584,0.58,Frontal cortex,Sensory cortex,0,Frontal cortex-Sensory cortex,ZFM-04820,2022-09-16,probe00
23,3.7000000000000015,0.06444906444906445,4.242640687119285,0.64,Frontal cortex,Sensory cortex,0,Frontal cortex-Sensory cortex,ZFM-04820,2022-09-16,probe00
24,3.9000000000000017,0.09892679003439761,4.123105625617661,0.66,Frontal cortex,Sensory cortex,0,Frontal cortex-Sensory cortex,ZFM-04820,2022-09-16,probe00
0,-0.9,-0.06204182926262422,5.196152422706632,0.46,Striatum,Sensory cortex,1,Sensory cortex-Striatum,ZFM-04820,2022-09-16,probe00
1,-0.7,0.18286012835299773,4.58257569495584,0.58,Striatum,Sensory cortex,1,Sensory cortex-Striatum,ZFM-04820,2022-09-16,probe00
2,-0.4999999999999999,0.16870672629282524,4.58257569495584,0.58,Striatum,Sensory cortex,1,Sensory cortex-Striatum,ZFM-04820,2022-09-16,probe00
3,-0.2999999999999998,0.15417507259999824,4.69041575982343,0.56,Striatum,Sensory cortex,1,Sensory cortex-Striatum,ZFM-04820,2022-09-16,probe00
4,-0.09999999999999976,0.11119157394380932,4.58257569495584,0.58,Striatum,Sensory cortex,1,Sensory cortex-Striatum,ZFM-04820,2022-09-16,probe00
5,0.10000000000000042,0.18731716231633883,3.7416573867739413,0.72,Striatum,Sensory cortex,1,Sensory cortex-Striatum,ZFM-04820,2022-09-16,probe00
6,0.3000000000000004,0.16134658869928298,3.605551275463989,0.74,Striatum,Sensory cortex,1,Sensory cortex-Striatum,ZFM-04820,2022-09-16,probe00
7,0.5000000000000003,-0.11470786693528089,3.7416573867739413,0.72,Striatum,Sensory cortex,1,Sensory cortex-Striatum,ZFM-04820,2022-09-16,probe00
8,0.7000000000000005,-0.057639041770423505,2.8284271247461903,0.84,Striatum,Sensory cortex,1,Sensory cortex-Striatum,ZFM-04820,2022-09-16,probe00
9,0.9000000000000007,-0.052753496133999746,2.6457513110645907,0.86,Striatum,Sensory cortex,1,Sensory cortex-Striatum,ZFM-04820,2022-09-16,probe00
10,1.100000000000001,0.26899110619750627,3.1622776601683795,0.8,Striatum,Sensory cortex,1,Sensory cortex-Striatum,ZFM-04820,2022-09-16,probe00
11,1.3000000000000007,,3.4641016151377544,0.76,Striatum,Sensory cortex,1,Sensory cortex-Striatum,ZFM-04820,2022-09-16,probe00
12,1.5000000000000009,0.24100782636770673,3.4641016151377544,0.76,Striatum,Sensory cortex,1,Sensory cortex-Striatum,ZFM-04820,2022-09-16,probe00
13,1.700000000000001,0.11168711865749095,3.605551275463989,0.74,Striatum,Sensory cortex,1,Sensory cortex-Striatum,ZFM-04820,2022-09-16,probe00
14,1.9000000000000008,0.16134658869928303,3.605551275463989,0.74,Striatum,Sensory cortex,1,Sensory cortex-Striatum,ZFM-04820,2022-09-16,probe00
15,2.100000000000001,0.2844627935584563,3.7416573867739413,0.72,Striatum,Sensory cortex,1,Sensory cortex-Striatum,ZFM-04820,2022-09-16,probe00
16,2.300000000000001,0.10341753799900377,4.58257569495584,0.58,Striatum,Sensory cortex,1,Sensory cortex-Striatum,ZFM-04820,2022-09-16,probe00
17,2.5000000000000013,0.26211903316426155,4.358898943540674,0.62,Striatum,Sensory cortex,1,Sensory cortex-Striatum,ZFM-04820,2022-09-16,probe00
18,2.7000000000000015,0.3301925209836084,4.0,0.68,Striatum,Sensory cortex,1,Sensory cortex-Striatum,ZFM-04820,2022-09-16,probe00
19,2.9000000000000012,0.3851589387638785,3.872983346207417,0.7,Striatum,Sensory cortex,1,Sensory cortex-Striatum,ZFM-04820,2022-09-16,probe00
20,3.100000000000002,0.29554023164452436,4.242640687119285,0.64,Striatum,Sensory cortex,1,Sensory cortex-Striatum,ZFM-04820,2022-09-16,probe00
21,3.300000000000001,0.21101398453599898,4.358898943540674,0.62,Striatum,Sensory cortex,1,Sensory cortex-Striatum,ZFM-04820,2022-09-16,probe00
22,3.5000000000000013,0.41001892891779684,4.123105625617661,0.66,Striatum,Sensory cortex,1,Sensory cortex-Striatum,ZFM-04820,2022-09-16,probe00
23,3.7000000000000015,0.08181440688685696,4.898979485566356,0.52,Striatum,Sensory cortex,1,Sensory cortex-Striatum,ZFM-04820,2022-09-16,probe00
24,3.9000000000000017,0.1203858530857692,4.69041575982343,0.56,Striatum,Sensory cortex,1,Sensory cortex-Striatum,ZFM-04820,2022-09-16,probe00
0,-0.9,0.04988644766939665,4.69041575982343,0.56,Striatum,Sensory cortex,0,Sensory cortex-Striatum,ZFM-04820,2022-09-16,probe00
1,-0.7,0.12869789041755736,4.795831523312719,0.54,Striatum,Sensory cortex,0,Sensory cortex-Striatum,ZFM-04820,2022-09-16,probe00
2,-0.4999999999999999,0.11622966158867729,4.69041575982343,0.56,Striatum,Sensory cortex,0,Sensory cortex-Striatum,ZFM-04820,2022-09-16,probe00
3,-0.2999999999999998,0.050049179606827865,4.795831523312719,0.54,Striatum,Sensory cortex,0,Sensory cortex-Striatum,ZFM-04820,2022-09-16,probe00
4,-0.09999999999999976,0.2808475552551102,4.123105625617661,0.66,Striatum,Sensory cortex,0,Sensory cortex-Striatum,ZFM-04820,2022-09-16,probe00
5,0.10000000000000042,0.21433779490728427,4.358898943540674,0.62,Striatum,Sensory cortex,0,Sensory cortex-Striatum,ZFM-04820,2022-09-16,probe00
6,0.3000000000000004,0.2670443301286338,4.358898943540674,0.62,Striatum,Sensory cortex,0,Sensory cortex-Striatum,ZFM-04820,2022-09-16,probe00
7,0.5000000000000003,0.18480045471873585,4.47213595499958,0.6,Striatum,Sensory cortex,0,Sensory cortex-Striatum,ZFM-04820,2022-09-16,probe00
8,0.7000000000000005,3.469446951953614e-18,4.358898943540674,0.62,Striatum,Sensory cortex,0,Sensory cortex-Striatum,ZFM-04820,2022-09-16,probe00
9,0.9000000000000007,0.09957393819639909,4.47213595499958,0.6,Striatum,Sensory cortex,0,Sensory cortex-Striatum,ZFM-04820,2022-09-16,probe00
10,1.100000000000001,0.15768330559708868,4.358898943540674,0.62,Striatum,Sensory cortex,0,Sensory cortex-Striatum,ZFM-04820,2022-09-16,probe00
11,1.3000000000000007,0.09999999999999998,4.795831523312719,0.54,Striatum,Sensory cortex,0,Sensory cortex-Striatum,ZFM-04820,2022-09-16,probe00
12,1.5000000000000009,0.24140227479263376,4.47213595499958,0.6,Striatum,Sensory cortex,0,Sensory cortex-Striatum,ZFM-04820,2022-09-16,probe00
13,1.700000000000001,-0.026415282416350695,4.898979485566356,0.52,Striatum,Sensory cortex,0,Sensory cortex-Striatum,ZFM-04820,2022-09-16,probe00
14,1.9000000000000008,0.2293541540187289,4.358898943540674,0.62,Striatum,Sensory cortex,0,Sensory cortex-Striatum,ZFM-04820,2022-09-16,probe00
15,2.100000000000001,0.341514509370277,4.242640687119285,0.64,Striatum,Sensory cortex,0,Sensory cortex-Striatum,ZFM-04820,2022-09-16,probe00
16,2.300000000000001,0.367771201965009,4.0,0.68,Striatum,Sensory cortex,0,Sensory cortex-Striatum,ZFM-04820,2022-09-16,probe00
17,2.5000000000000013,0.2672612419124244,4.358898943540674,0.62,Striatum,Sensory cortex,0,Sensory cortex-Striatum,ZFM-04820,2022-09-16,probe00
18,2.7000000000000015,0.29939247542604797,4.123105625617661,0.66,Striatum,Sensory cortex,0,Sensory cortex-Striatum,ZFM-04820,2022-09-16,probe00
19,2.9000000000000012,0.2359932088285229,4.242640687119285,0.64,Striatum,Sensory cortex,0,Sensory cortex-Striatum,ZFM-04820,2022-09-16,probe00
20,3.100000000000002,0.22754551365455158,4.242640687119285,0.64,Striatum,Sensory cortex,0,Sensory cortex-Striatum,ZFM-04820,2022-09-16,probe00
21,3.300000000000001,-0.040291148201268986,4.898979485566356,0.52,Striatum,Sensory cortex,0,Sensory cortex-Striatum,ZFM-04820,2022-09-16,probe00
22,3.5000000000000013,0.15549416691034373,4.58257569495584,0.58,Striatum,Sensory cortex,0,Sensory cortex-Striatum,ZFM-04820,2022-09-16,probe00
23,3.7000000000000015,0.25189192964200935,4.358898943540674,0.62,Striatum,Sensory cortex,0,Sensory cortex-Striatum,ZFM-04820,2022-09-16,probe00
24,3.9000000000000017,0.12369696187805687,4.795831523312719,0.54,Striatum,Sensory cortex,0,Sensory cortex-Striatum,ZFM-04820,2022-09-16,probe00
0,-0.9,0.6910233190806426,2.6457513110645907,0.86,Hippocampus,Midbrain,1,Hippocampus-Midbrain,ZFM-05169,2022-11-16,probe00
1,-0.7,0.7035264706814486,2.8284271247461903,0.84,Hippocampus,Midbrain,1,Hippocampus-Midbrain,ZFM-05169,2022-11-16,probe00
2,-0.4999999999999999,0.7385489458759966,2.6457513110645907,0.86,Hippocampus,Midbrain,1,Hippocampus-Midbrain,ZFM-05169,2022-11-16,probe00
3,-0.2999999999999998,0.6328936723924486,3.0,0.82,Hippocampus,Midbrain,1,Hippocampus-Midbrain,ZFM-05169,2022-11-16,probe00
4,-0.09999999999999976,0.6965626211615756,2.8284271247461903,0.84,Hippocampus,Midbrain,1,Hippocampus-Midbrain,ZFM-05169,2022-11-16,probe00
5,0.10000000000000042,0.587569651393003,3.3166247903554,0.78,Hippocampus,Midbrain,1,Hippocampus-Midbrain,ZFM-05169,2022-11-16,probe00
6,0.3000000000000004,0.587569651393003,3.3166247903554,0.78,Hippocampus,Midbrain,1,Hippocampus-Midbrain,ZFM-05169,2022-11-16,probe00
7,0.5000000000000003,0.587569651393003,3.3166247903554,0.78,Hippocampus,Midbrain,1,Hippocampus-Midbrain,ZFM-05169,2022-11-16,probe00
8,0.7000000000000005,0.6603712785728264,3.0,0.82,Hippocampus,Midbrain,1,Hippocampus-Midbrain,ZFM-05169,2022-11-16,probe00
9,0.9000000000000007,0.6783722679127916,2.8284271247461903,0.84,Hippocampus,Midbrain,1,Hippocampus-Midbrain,ZFM-05169,2022-11-16,probe00
10,1.100000000000001,0.6041803106626931,3.1622776601683795,0.8,Hippocampus,Midbrain,1,Hippocampus-Midbrain,ZFM-05169,2022-11-16,probe00
11,1.3000000000000007,0.6328936723924486,3.0,0.82,Hippocampus,Midbrain,1,Hippocampus-Midbrain,ZFM-05169,2022-11-16,probe00
12,1.5000000000000009,0.604180310662693,3.1622776601683795,0.8,Hippocampus,Midbrain,1,Hippocampus-Midbrain,ZFM-05169,2022-11-16,probe00
13,1.700000000000001,0.604180310662693,3.1622776601683795,0.8,Hippocampus,Midbrain,1,Hippocampus-Midbrain,ZFM-05169,2022-11-16,probe00
14,1.9000000000000008,0.577615534661554,3.1622776601683795,0.8,Hippocampus,Midbrain,1,Hippocampus-Midbrain,ZFM-05169,2022-11-16,probe00
15,2.100000000000001,0.5345224838248488,3.3166247903554,0.78,Hippocampus,Midbrain,1,Hippocampus-Midbrain,ZFM-05169,2022-11-16,probe00
16,2.300000000000001,0.5455336596618146,3.3166247903554,0.78,Hippocampus,Midbrain,1,Hippocampus-Midbrain,ZFM-05169,2022-11-16,probe00
17,2.5000000000000013,0.656380341263449,2.8284271247461903,0.84,Hippocampus,Midbrain,1,Hippocampus-Midbrain,ZFM-05169,2022-11-16,probe00
18,2.7000000000000015,0.656380341263449,2.8284271247461903,0.84,Hippocampus,Midbrain,1,Hippocampus-Midbrain,ZFM-05169,2022-11-16,probe00
19,2.9000000000000012,0.656380341263449,2.8284271247461903,0.84,Hippocampus,Midbrain,1,Hippocampus-Midbrain,ZFM-05169,2022-11-16,probe00
20,3.100000000000002,0.6558466011198645,2.8284271247461903,0.84,Hippocampus,Midbrain,1,Hippocampus-Midbrain,ZFM-05169,2022-11-16,probe00
21,3.300000000000001,0.6205052279940229,3.0,0.82,Hippocampus,Midbrain,1,Hippocampus-Midbrain,ZFM-05169,2022-11-16,probe00
22,3.5000000000000013,0.6634034720037773,2.8284271247461903,0.84,Hippocampus,Midbrain,1,Hippocampus-Midbrain,ZFM-05169,2022-11-16,probe00
23,3.7000000000000015,0.7192704939490164,2.6457513110645907,0.86,Hippocampus,Midbrain,1,Hippocampus-Midbrain,ZFM-05169,2022-11-16,probe00
24,3.9000000000000017,0.769309258162072,2.449489742783178,0.88,Hippocampus,Midbrain,1,Hippocampus-Midbrain,ZFM-05169,2022-11-16,probe00
0,-0.9,0.5881583396995572,3.0,0.82,Hippocampus,Midbrain,0,Hippocampus-Midbrain,ZFM-05169,2022-11-16,probe00
1,-0.7,0.6163156344279367,2.8284271247461903,0.84,Hippocampus,Midbrain,0,Hippocampus-Midbrain,ZFM-05169,2022-11-16,probe00
2,-0.4999999999999999,0.5640760748177666,3.0,0.82,Hippocampus,Midbrain,0,Hippocampus-Midbrain,ZFM-05169,2022-11-16,probe00
3,-0.2999999999999998,0.6163156344279368,2.8284271247461903,0.84,Hippocampus,Midbrain,0,Hippocampus-Midbrain,ZFM-05169,2022-11-16,probe00
4,-0.09999999999999976,0.5881583396995572,3.0,0.82,Hippocampus,Midbrain,0,Hippocampus-Midbrain,ZFM-05169,2022-11-16,probe00
5,0.10000000000000042,0.5783517448238062,2.8284271247461903,0.84,Hippocampus,Midbrain,0,Hippocampus-Midbrain,ZFM-05169,2022-11-16,probe00
6,0.3000000000000004,0.5186242901689182,3.0,0.82,Hippocampus,Midbrain,0,Hippocampus-Midbrain,ZFM-05169,2022-11-16,probe00
7,0.5000000000000003,0.5383054219239551,3.1622776601683795,0.8,Hippocampus,Midbrain,0,Hippocampus-Midbrain,ZFM-05169,2022-11-16,probe00
8,0.7000000000000005,0.5640760748177667,3.0,0.82,Hippocampus,Midbrain,0,Hippocampus-Midbrain,ZFM-05169,2022-11-16,probe00
9,0.9000000000000007,0.5383054219239551,3.1622776601683795,0.8,Hippocampus,Midbrain,0,Hippocampus-Midbrain,ZFM-05169,2022-11-16,probe00
10,1.100000000000001,0.5144957554275265,3.3166247903554,0.78,Hippocampus,Midbrain,0,Hippocampus-Midbrain,ZFM-05169,2022-11-16,probe00
11,1.3000000000000007,0.5144957554275265,3.3166247903554,0.78,Hippocampus,Midbrain,0,Hippocampus-Midbrain,ZFM-05169,2022-11-16,probe00
12,1.5000000000000009,0.48591265790377514,3.3166247903554,0.78,Hippocampus,Midbrain,0,Hippocampus-Midbrain,ZFM-05169,2022-11-16,probe00
13,1.700000000000001,0.4298634768105477,3.4641016151377544,0.76,Hippocampus,Midbrain,0,Hippocampus-Midbrain,ZFM-05169,2022-11-16,probe00
14,1.9000000000000008,0.4298634768105477,3.4641016151377544,0.76,Hippocampus,Midbrain,0,Hippocampus-Midbrain,ZFM-05169,2022-11-16,probe00
15,2.100000000000001,0.48591265790377514,3.3166247903554,0.78,Hippocampus,Midbrain,0,Hippocampus-Midbrain,ZFM-05169,2022-11-16,probe00
16,2.300000000000001,0.48591265790377514,3.3166247903554,0.78,Hippocampus,Midbrain,0,Hippocampus-Midbrain,ZFM-05169,2022-11-16,probe00
17,2.5000000000000013,0.5383054219239551,3.1622776601683795,0.8,Hippocampus,Midbrain,0,Hippocampus-Midbrain,ZFM-05169,2022-11-16,probe00
18,2.7000000000000015,0.5921565254637922,2.8284271247461903,0.84,Hippocampus,Midbrain,0,Hippocampus-Midbrain,ZFM-05169,2022-11-16,probe00
19,2.9000000000000012,0.5921565254637922,2.8284271247461903,0.84,Hippocampus,Midbrain,0,Hippocampus-Midbrain,ZFM-05169,2022-11-16,probe00
20,3.100000000000002,0.5186242901689182,3.0,0.82,Hippocampus,Midbrain,0,Hippocampus-Midbrain,ZFM-05169,2022-11-16,probe00
21,3.300000000000001,0.39025194111720574,3.3166247903554,0.78,Hippocampus,Midbrain,0,Hippocampus-Midbrain,ZFM-05169,2022-11-16,probe00
22,3.5000000000000013,0.3647582326206156,3.4641016151377544,0.76,Hippocampus,Midbrain,0,Hippocampus-Midbrain,ZFM-05169,2022-11-16,probe00
23,3.7000000000000015,0.3777398284289011,3.605551275463989,0.74,Hippocampus,Midbrain,0,Hippocampus-Midbrain,ZFM-05169,2022-11-16,probe00
24,3.9000000000000017,0.44046752742064094,3.4641016151377544,0.76,Hippocampus,Midbrain,0,Hippocampus-Midbrain,ZFM-05169,2022-11-16,probe00
0,-0.9,0.0545544725589981,4.58257569495584,0.58,Hippocampus,Sensory cortex,1,Hippocampus-Sensory cortex,ZFM-05169,2022-11-16,probe00
1,-0.7,0.43431991302273093,3.7416573867739413,0.72,Hippocampus,Sensory cortex,1,Hippocampus-Sensory cortex,ZFM-05169,2022-11-16,probe00
2,-0.4999999999999999,0.2445997952351143,4.358898943540674,0.62,Hippocampus,Sensory cortex,1,Hippocampus-Sensory cortex,ZFM-05169,2022-11-16,probe00
3,-0.2999999999999998,0.22798037629377654,4.47213595499958,0.6,Hippocampus,Sensory cortex,1,Hippocampus-Sensory cortex,ZFM-05169,2022-11-16,probe00
4,-0.09999999999999976,0.20443402985438436,4.58257569495584,0.58,Hippocampus,Sensory cortex,1,Hippocampus-Sensory cortex,ZFM-05169,2022-11-16,probe00
5,0.10000000000000042,0.24498947175305572,3.7416573867739413,0.72,Hippocampus,Sensory cortex,1,Hippocampus-Sensory cortex,ZFM-05169,2022-11-16,probe00
6,0.3000000000000004,0.28631856346244444,3.3166247903554,0.78,Hippocampus,Sensory cortex,1,Hippocampus-Sensory cortex,ZFM-05169,2022-11-16,probe00
7,0.5000000000000003,0.32732683535398854,3.1622776601683795,0.8,Hippocampus,Sensory cortex,1,Hippocampus-Sensory cortex,ZFM-05169,2022-11-16,probe00
8,0.7000000000000005,0.18731716231633877,3.7416573867739413,0.72,Hippocampus,Sensory cortex,1,Hippocampus-Sensory cortex,ZFM-05169,2022-11-16,probe00
9,0.9000000000000007,0.3139850292396098,3.605551275463989,0.74,Hippocampus,Sensory cortex,1,Hippocampus-Sensory cortex,ZFM-05169,2022-11-16,probe00
10,1.100000000000001,0.3412097835996448,3.605551275463989,0.74,Hippocampus,Sensory cortex,1,Hippocampus-Sensory cortex,ZFM-05169,2022-11-16,probe00
11,1.3000000000000007,0.4103646773287978,3.605551275463989,0.74,Hippocampus,Sensory cortex,1,Hippocampus-Sensory cortex,ZFM-05169,2022-11-16,probe00
12,1.5000000000000009,0.3196427943261343,4.47213595499958,0.6,Hippocampus,Sensory cortex,1,Hippocampus-Sensory cortex,ZFM-05169,2022-11-16,probe00
13,1.700000000000001,0.30887666459965163,4.795831523312719,0.54,Hippocampus,Sensory cortex,1,Hippocampus-Sensory cortex,ZFM-05169,2022-11-16,probe00
14,1.9000000000000008,0.4251735756658032,4.242640687119285,0.64,Hippocampus,Sensory cortex,1,Hippocampus-Sensory cortex,ZFM-05169,2022-11-16,probe00
15,2.100000000000001,0.35634832254989923,4.358898943540674,0.62,Hippocampus,Sensory cortex,1,Hippocampus-Sensory cortex,ZFM-05169,2022-11-16,probe00
16,2.300000000000001,0.401628120353672,4.0,0.68,Hippocampus,Sensory cortex,1,Hippocampus-Sensory cortex,ZFM-05169,2022-11-16,probe00
17,2.5000000000000013,0.3055050463303894,4.242640687119285,0.64,Hippocampus,Sensory cortex,1,Hippocampus-Sensory cortex,ZFM-05169,2022-11-16,probe00
18,2.7000000000000015,0.05455447255899808,4.58257569495584,0.58,Hippocampus,Sensory cortex,1,Hippocampus-Sensory cortex,ZFM-05169,2022-11-16,probe00
19,2.9000000000000012,0.17505016439388105,4.242640687119285,0.64,Hippocampus,Sensory cortex,1,Hippocampus-Sensory cortex,ZFM-05169,2022-11-16,probe00
20,3.100000000000002,0.4292370031027615,3.605551275463989,0.74,Hippocampus,Sensory cortex,1,Hippocampus-Sensory cortex,ZFM-05169,2022-11-16,probe00
21,3.300000000000001,0.3079173697565412,4.0,0.68,Hippocampus,Sensory cortex,1,Hippocampus-Sensory cortex,ZFM-05169,2022-11-16,probe00
22,3.5000000000000013,0.357813507782703,4.123105625617661,0.66,Hippocampus,Sensory cortex,1,Hippocampus-Sensory cortex,ZFM-05169,2022-11-16,probe00
23,3.7000000000000015,0.5732640692227625,3.4641016151377544,0.76,Hippocampus,Sensory cortex,1,Hippocampus-Sensory cortex,ZFM-05169,2022-11-16,probe00
24,3.9000000000000017,0.5040302036234265,3.4641016151377544,0.76,Hippocampus,Sensory cortex,1,Hippocampus-Sensory cortex,ZFM-05169,2022-11-16,probe00
0,-0.9,0.3422892166860977,3.1622776601683795,0.8,Hippocampus,Sensory cortex,0,Hippocampus-Sensory cortex,ZFM-05169,2022-11-16,probe00
1,-0.7,0.3131066705489909,3.3166247903554,0.78,Hippocampus,Sensory cortex,0,Hippocampus-Sensory cortex,ZFM-05169,2022-11-16,probe00
2,-0.4999999999999999,0.3689143807285733,3.1622776601683795,0.8,Hippocampus,Sensory cortex,0,Hippocampus-Sensory cortex,ZFM-05169,2022-11-16,probe00
3,-0.2999999999999998,0.4645956632920871,3.3166247903554,0.78,Hippocampus,Sensory cortex,0,Hippocampus-Sensory cortex,ZFM-05169,2022-11-16,probe00
4,-0.09999999999999976,0.31879141487350265,3.7416573867739413,0.72,Hippocampus,Sensory cortex,0,Hippocampus-Sensory cortex,ZFM-05169,2022-11-16,probe00
5,0.10000000000000042,0.33268592639380307,3.872983346207417,0.7,Hippocampus,Sensory cortex,0,Hippocampus-Sensory cortex,ZFM-05169,2022-11-16,probe00
6,0.3000000000000004,0.0939076340696772,4.123105625617661,0.66,Hippocampus,Sensory cortex,0,Hippocampus-Sensory cortex,ZFM-05169,2022-11-16,probe00
7,0.5000000000000003,0.20100756305184242,4.242640687119285,0.64,Hippocampus,Sensory cortex,0,Hippocampus-Sensory cortex,ZFM-05169,2022-11-16,probe00
8,0.7000000000000005,0.0446354775482712,4.69041575982343,0.56,Hippocampus,Sensory cortex,0,Hippocampus-Sensory cortex,ZFM-05169,2022-11-16,probe00
9,0.9000000000000007,0.07537783614444088,4.47213595499958,0.6,Hippocampus,Sensory cortex,0,Hippocampus-Sensory cortex,ZFM-05169,2022-11-16,probe00
10,1.100000000000001,0.1611645928050761,3.872983346207417,0.7,Hippocampus,Sensory cortex,0,Hippocampus-Sensory cortex,ZFM-05169,2022-11-16,probe00
11,1.3000000000000007,0.16116459280507608,3.872983346207417,0.7,Hippocampus,Sensory cortex,0,Hippocampus-Sensory cortex,ZFM-05169,2022-11-16,probe00
12,1.5000000000000009,0.3055555555555555,3.872983346207417,0.7,Hippocampus,Sensory cortex,0,Hippocampus-Sensory cortex,ZFM-05169,2022-11-16,probe00
13,1.700000000000001,0.25522517498882064,3.872983346207417,0.7,Hippocampus,Sensory cortex,0,Hippocampus-Sensory cortex,ZFM-05169,2022-11-16,probe00
14,1.9000000000000008,0.3086765757769812,3.4641016151377544,0.76,Hippocampus,Sensory cortex,0,Hippocampus-Sensory cortex,ZFM-05169,2022-11-16,probe00
15,2.100000000000001,0.4370733787381238,3.0,0.82,Hippocampus,Sensory cortex,0,Hippocampus-Sensory cortex,ZFM-05169,2022-11-16,probe00
16,2.300000000000001,0.4859126579037749,3.3166247903554,0.78,Hippocampus,Sensory cortex,0,Hippocampus-Sensory cortex,ZFM-05169,2022-11-16,probe00
17,2.5000000000000013,0.274430215098487,3.7416573867739413,0.72,Hippocampus,Sensory cortex,0,Hippocampus-Sensory cortex,ZFM-05169,2022-11-16,probe00
18,2.7000000000000015,0.2359253577103878,4.0,0.68,Hippocampus,Sensory cortex,0,Hippocampus-Sensory cortex,ZFM-05169,2022-11-16,probe00
