,log_likelihood,n_states,subject,pid,region
3,-8753.413982222419,5,ZFM-03331,5fd2d3a0-124a-4528-ba0f-01379e243f72,Thalamus
4,-8710.971316477518,6,ZFM-03331,5fd2d3a0-124a-4528-ba0f-01379e243f72,Thalamus
5,-8719.884507805771,7,ZFM-03331,5fd2d3a0-124a-4528-ba0f-01379e243f72,Thalamus
6,-8674.563796089056,8,ZFM-03331,5fd2d3a0-124a-4528-ba0f-01379e243f72,Thalamus
7,-8658.776157086913,9,ZFM-03331,5fd2d3a0-124a-4528-ba0f-01379e243f72,Thalamus
8,-8619.659614980596,10,ZFM-03331,5fd2d3a0-124a-4528-ba0f-01379e243f72,Thalamus
9,-8621.951096388502,11,ZFM-03331,5fd2d3a0-124a-4528-ba0f-01379e243f72,Thalamus
10,-8592.56205721917,12,ZFM-03331,5fd2d3a0-124a-4528-ba0f-01379e243f72,Thalamus
0,-16734.70636544425,2,ZFM-03331,adb05d2d-4aad-43a2-8465-f0f0f5ef85f6,Frontal cortex
1,-16428.36151184937,3,ZFM-03331,adb05d2d-4aad-43a2-8465-f0f0f5ef85f6,Frontal cortex
2,-16411.542552020084,4,ZFM-03331,adb05d2d-4aad-43a2-8465-f0f0f5ef85f6,Frontal cortex
3,-16276.459767022929,5,ZFM-03331,adb05d2d-4aad-43a2-8465-f0f0f5ef85f6,Frontal cortex
4,-16211.506749999464,6,ZFM-03331,adb05d2d-4aad-43a2-8465-f0f0f5ef85f6,Frontal cortex
5,-16039.548411939417,7,ZFM-03331,adb05d2d-4aad-43a2-8465-f0f0f5ef85f6,Frontal cortex
6,-16100.288597218714,8,ZFM-03331,adb05d2d-4aad-43a2-8465-f0f0f5ef85f6,Frontal cortex
7,-15938.081612268315,9,ZFM-03331,adb05d2d-4aad-43a2-8465-f0f0f5ef85f6,Frontal cortex
8,-16026.375597142669,10,ZFM-03331,adb05d2d-4aad-43a2-8465-f0f0f5ef85f6,Frontal cortex
9,-16011.270037893111,11,ZFM-03331,adb05d2d-4aad-43a2-8465-f0f0f5ef85f6,Frontal cortex
10,-15960.339377310262,12,ZFM-03331,adb05d2d-4aad-43a2-8465-f0f0f5ef85f6,Frontal cortex
0,-3715.1778349953233,2,ZFM-03331,2cd25262-6818-4b21-9f25-8b8f938c5e37,Hippocampus
1,-3683.8082379329126,3,ZFM-03331,2cd25262-6818-4b21-9f25-8b8f938c5e37,Hippocampus
2,-3624.5758880725593,4,ZFM-03331,2cd25262-6818-4b21-9f25-8b8f938c5e37,Hippocampus
3,-3616.3100447551824,5,ZFM-03331,2cd25262-6818-4b21-9f25-8b8f938c5e37,Hippocampus
4,-3609.381796594525,6,ZFM-03331,2cd25262-6818-4b21-9f25-8b8f938c5e37,Hippocampus
5,-3593.256142231003,7,ZFM-03331,2cd25262-6818-4b21-9f25-8b8f938c5e37,Hippocampus
6,-3586.368551901811,8,ZFM-03331,2cd25262-6818-4b21-9f25-8b8f938c5e37,Hippocampus
7,-3581.6085656918935,9,ZFM-03331,2cd25262-6818-4b21-9f25-8b8f938c5e37,Hippocampus
8,-3561.7845709552807,10,ZFM-03331,2cd25262-6818-4b21-9f25-8b8f938c5e37,Hippocampus
9,-3567.2497935758065,11,ZFM-03331,2cd25262-6818-4b21-9f25-8b8f938c5e37,Hippocampus
10,-3572.5496199747136,12,ZFM-03331,2cd25262-6818-4b21-9f25-8b8f938c5e37,Hippocampus
0,-596.5013181944007,2,ZFM-03331,2cd25262-6818-4b21-9f25-8b8f938c5e37,Sensory cortex
1,-590.8170917744021,3,ZFM-03331,2cd25262-6818-4b21-9f25-8b8f938c5e37,Sensory cortex
2,-585.9716891176499,4,ZFM-03331,2cd25262-6818-4b21-9f25-8b8f938c5e37,Sensory cortex
3,-588.1622986862127,5,ZFM-03331,2cd25262-6818-4b21-9f25-8b8f938c5e37,Sensory cortex
4,-573.0113593074087,6,ZFM-03331,2cd25262-6818-4b21-9f25-8b8f938c5e37,Sensory cortex
5,-574.3736987029698,7,ZFM-03331,2cd25262-6818-4b21-9f25-8b8f938c5e37,Sensory cortex
6,-571.834577491707,8,ZFM-03331,2cd25262-6818-4b21-9f25-8b8f938c5e37,Sensory cortex
7,-577.0499453186189,9,ZFM-03331,2cd25262-6818-4b21-9f25-8b8f938c5e37,Sensory cortex
8,-577.4164366935307,10,ZFM-03331,2cd25262-6818-4b21-9f25-8b8f938c5e37,Sensory cortex
9,-574.0267842590521,11,ZFM-03331,2cd25262-6818-4b21-9f25-8b8f938c5e37,Sensory cortex
10,-584.5318962188326,12,ZFM-03331,2cd25262-6818-4b21-9f25-8b8f938c5e37,Sensory cortex
0,-17944.74020738146,2,ZFM-03331,2cd25262-6818-4b21-9f25-8b8f938c5e37,Thalamus
1,-17765.803784125917,3,ZFM-03331,2cd25262-6818-4b21-9f25-8b8f938c5e37,Thalamus
2,-17647.29947237535,4,ZFM-03331,2cd25262-6818-4b21-9f25-8b8f938c5e37,Thalamus
3,-17365.706639355976,5,ZFM-03331,2cd25262-6818-4b21-9f25-8b8f938c5e37,Thalamus
4,-17306.722261372724,6,ZFM-03331,2cd25262-6818-4b21-9f25-8b8f938c5e37,Thalamus
5,-17227.518592649634,7,ZFM-03331,2cd25262-6818-4b21-9f25-8b8f938c5e37,Thalamus
6,-17204.281275268804,8,ZFM-03331,2cd25262-6818-4b21-9f25-8b8f938c5e37,Thalamus
7,-17145.437286785917,9,ZFM-03331,2cd25262-6818-4b21-9f25-8b8f938c5e37,Thalamus
8,-17036.451977395343,10,ZFM-03331,2cd25262-6818-4b21-9f25-8b8f938c5e37,Thalamus
9,-17016.92369235688,11,ZFM-03331,2cd25262-6818-4b21-9f25-8b8f938c5e37,Thalamus
10,-16984.849918269367,12,ZFM-03331,2cd25262-6818-4b21-9f25-8b8f938c5e37,Thalamus
0,-2754.5329442757893,2,ZFM-03329,c9a47fb2-3348-4184-8c08-c7e4940e9264,Hippocampus
1,-2702.9419189142623,3,ZFM-03329,c9a47fb2-3348-4184-8c08-c7e4940e9264,Hippocampus
2,-2666.3394886401156,4,ZFM-03329,c9a47fb2-3348-4184-8c08-c7e4940e9264,Hippocampus
3,-2661.4054968454266,5,ZFM-03329,c9a47fb2-3348-4184-8c08-c7e4940e9264,Hippocampus
4,-2653.0071544606194,6,ZFM-03329,c9a47fb2-3348-4184-8c08-c7e4940e9264,Hippocampus
5,-2615.8089059526756,7,ZFM-03329,c9a47fb2-3348-4184-8c08-c7e4940e9264,Hippocampus
6,-2610.7420209356787,8,ZFM-03329,c9a47fb2-3348-4184-8c08-c7e4940e9264,Hippocampus
7,-2631.5428552445665,9,ZFM-03329,c9a47fb2-3348-4184-8c08-c7e4940e9264,Hippocampus
8,-2639.85701842863,10,ZFM-03329,c9a47fb2-3348-4184-8c08-c7e4940e9264,Hippocampus
9,-2597.8542263708796,11,ZFM-03329,c9a47fb2-3348-4184-8c08-c7e4940e9264,Hippocampus
10,-2612.6772474355507,12,ZFM-03329,c9a47fb2-3348-4184-8c08-c7e4940e9264,Hippocampus
0,-6332.902089873189,2,ZFM-03329,c9a47fb2-3348-4184-8c08-c7e4940e9264,Sensory cortex
1,-6288.10481961903,3,ZFM-03329,c9a47fb2-3348-4184-8c08-c7e4940e9264,Sensory cortex
2,-6220.862122003486,4,ZFM-03329,c9a47fb2-3348-4184-8c08-c7e4940e9264,Sensory cortex
3,-6188.2857154099,5,ZFM-03329,c9a47fb2-3348-4184-8c08-c7e4940e9264,Sensory cortex
4,-6182.19868282654,6,ZFM-03329,c9a47fb2-3348-4184-8c08-c7e4940e9264,Sensory cortex
5,-6133.607601690222,7,ZFM-03329,c9a47fb2-3348-4184-8c08-c7e4940e9264,Sensory cortex
6,-6152.210831542084,8,ZFM-03329,c9a47fb2-3348-4184-8c08-c7e4940e9264,Sensory cortex
7,-6080.260252352472,9,ZFM-03329,c9a47fb2-3348-4184-8c08-c7e4940e9264,Sensory cortex
8,-6106.531204788834,10,ZFM-03329,c9a47fb2-3348-4184-8c08-c7e4940e9264,Sensory cortex
9,-6136.113191618193,11,ZFM-03329,c9a47fb2-3348-4184-8c08-c7e4940e9264,Sensory cortex
10,-6095.975397849994,12,ZFM-03329,c9a47fb2-3348-4184-8c08-c7e4940e9264,Sensory cortex
0,-34064.03450618268,2,ZFM-03329,c9a47fb2-3348-4184-8c08-c7e4940e9264,Thalamus
1,-33902.68992756754,3,ZFM-03329,c9a47fb2-3348-4184-8c08-c7e4940e9264,Thalamus
2,-33380.722766249164,4,ZFM-03329,c9a47fb2-3348-4184-8c08-c7e4940e9264,Thalamus
3,-33294.92636769203,5,ZFM-03329,c9a47fb2-3348-4184-8c08-c7e4940e9264,Thalamus
4,-33195.71459594446,6,ZFM-03329,c9a47fb2-3348-4184-8c08-c7e4940e9264,Thalamus
5,-33185.545551110794,7,ZFM-03329,c9a47fb2-3348-4184-8c08-c7e4940e9264,Thalamus
6,-33134.54016576751,8,ZFM-03329,c9a47fb2-3348-4184-8c08-c7e4940e9264,Thalamus
7,-33068.750618150814,9,ZFM-03329,c9a47fb2-3348-4184-8c08-c7e4940e9264,Thalamus
8,-33153.90541651182,10,ZFM-03329,c9a47fb2-3348-4184-8c08-c7e4940e9264,Thalamus
9,-33136.85738585708,11,ZFM-03329,c9a47fb2-3348-4184-8c08-c7e4940e9264,Thalamus
10,-33136.31621344196,12,ZFM-03329,c9a47fb2-3348-4184-8c08-c7e4940e9264,Thalamus
0,-10914.036956637568,2,ZFM-03329,d8866f7d-7c34-4592-a042-316b17bfbb19,Midbrain
1,-10672.118000965818,3,ZFM-03329,d8866f7d-7c34-4592-a042-316b17bfbb19,Midbrain
2,-10595.187963015014,4,ZFM-03329,d8866f7d-7c34-4592-a042-316b17bfbb19,Midbrain
3,-10541.018119578228,5,ZFM-03329,d8866f7d-7c34-4592-a042-316b17bfbb19,Midbrain
4,-10510.921527436914,6,ZFM-03329,d8866f7d-7c34-4592-a042-316b17bfbb19,Midbrain
5,-10462.93525330128,7,ZFM-03329,d8866f7d-7c34-4592-a042-316b17bfbb19,Midbrain
6,-10506.980285525733,8,ZFM-03329,d8866f7d-7c34-4592-a042-316b17bfbb19,Midbrain
7,-10402.404501510175,9,ZFM-03329,d8866f7d-7c34-4592-a042-316b17bfbb19,Midbrain
8,-10428.64068874306,10,ZFM-03329,d8866f7d-7c34-4592-a042-316b17bfbb19,Midbrain
9,-10385.258852542876,11,ZFM-03329,d8866f7d-7c34-4592-a042-316b17bfbb19,Midbrain
10,-10381.11264215332,12,ZFM-03329,d8866f7d-7c34-4592-a042-316b17bfbb19,Midbrain
0,-5146.169312545218,2,ZFM-03329,05d69b47-9e2c-4da3-ab45-be889e1fbef7,Amygdala
1,-5072.198338132869,3,ZFM-03329,05d69b47-9e2c-4da3-ab45-be889e1fbef7,Amygdala
2,-5060.069181059052,4,ZFM-03329,05d69b47-9e2c-4da3-ab45-be889e1fbef7,Amygdala
3,-5052.892312582091,5,ZFM-03329,05d69b47-9e2c-4da3-ab45-be889e1fbef7,Amygdala
4,-5050.691709706628,6,ZFM-03329,05d69b47-9e2c-4da3-ab45-be889e1fbef7,Amygdala
5,-5041.67135898952,7,ZFM-03329,05d69b47-9e2c-4da3-ab45-be889e1fbef7,Amygdala
6,-5035.737422849713,8,ZFM-03329,05d69b47-9e2c-4da3-ab45-be889e1fbef7,Amygdala
7,-5056.226230421018,9,ZFM-03329,05d69b47-9e2c-4da3-ab45-be889e1fbef7,Amygdala
8,-5038.414403779858,10,ZFM-03329,05d69b47-9e2c-4da3-ab45-be889e1fbef7,Amygdala
9,-5095.700566932299,11,ZFM-03329,05d69b47-9e2c-4da3-ab45-be889e1fbef7,Amygdala
10,-5076.229349550442,12,ZFM-03329,05d69b47-9e2c-4da3-ab45-be889e1fbef7,Amygdala
0,-1850.314411476198,2,ZFM-03330,93e075b2-10bf-4fcd-8d5e-3e51b211672c,Hippocampus
1,-1852.0267003497886,3,ZFM-03330,93e075b2-10bf-4fcd-8d5e-3e51b211672c,Hippocampus
2,-1838.0668699804735,4,ZFM-03330,93e075b2-10bf-4fcd-8d5e-3e51b211672c,Hippocampus
3,-1779.3754462920888,5,ZFM-03330,93e075b2-10bf-4fcd-8d5e-3e51b211672c,Hippocampus
4,-1790.7979861040185,6,ZFM-03330,93e075b2-10bf-4fcd-8d5e-3e51b211672c,Hippocampus
5,-1789.0789978849266,7,ZFM-03330,93e075b2-10bf-4fcd-8d5e-3e51b211672c,Hippocampus
6,-1770.5424377815616,8,ZFM-03330,93e075b2-10bf-4fcd-8d5e-3e51b211672c,Hippocampus
7,-1784.642277227099,9,ZFM-03330,93e075b2-10bf-4fcd-8d5e-3e51b211672c,Hippocampus
8,-1776.8865609514628,10,ZFM-03330,93e075b2-10bf-4fcd-8d5e-3e51b211672c,Hippocampus
9,-1779.1209548990732,11,ZFM-03330,93e075b2-10bf-4fcd-8d5e-3e51b211672c,Hippocampus
10,-1789.6293005700593,12,ZFM-03330,93e075b2-10bf-4fcd-8d5e-3e51b211672c,Hippocampus
0,-3659.4137984464305,2,ZFM-03330,93e075b2-10bf-4fcd-8d5e-3e51b211672c,Sensory cortex
1,-3562.5409964930773,3,ZFM-03330,93e075b2-10bf-4fcd-8d5e-3e51b211672c,Sensory cortex
2,-3542.7709009292403,4,ZFM-03330,93e075b2-10bf-4fcd-8d5e-3e51b211672c,Sensory cortex
3,-3540.4465791252965,5,ZFM-03330,93e075b2-10bf-4fcd-8d5e-3e51b211672c,Sensory cortex
4,-3515.8272049535444,6,ZFM-03330,93e075b2-10bf-4fcd-8d5e-3e51b211672c,Sensory cortex
5,-3535.7712475888743,7,ZFM-03330,93e075b2-10bf-4fcd-8d5e-3e51b211672c,Sensory cortex
6,-3517.4160581792253,8,ZFM-03330,93e075b2-10bf-4fcd-8d5e-3e51b211672c,Sensory cortex
7,-3519.551513218362,9,ZFM-03330,93e075b2-10bf-4fcd-8d5e-3e51b211672c,Sensory cortex
8,-3507.2260405271663,10,ZFM-03330,93e075b2-10bf-4fcd-8d5e-3e51b211672c,Sensory cortex
9,-3533.7998629686185,11,ZFM-03330,93e075b2-10bf-4fcd-8d5e-3e51b211672c,Sensory cortex
10,-3494.2393357021942,12,ZFM-03330,93e075b2-10bf-4fcd-8d5e-3e51b211672c,Sensory cortex
0,-368.28609818315283,2,ZFM-03330,93e075b2-10bf-4fcd-8d5e-3e51b211672c,Striatum
1,-361.70063269341074,3,ZFM-03330,93e075b2-10bf-4fcd-8d5e-3e51b211672c,Striatum
2,-358.9284086635736,4,ZFM-03330,93e075b2-10bf-4fcd-8d5e-3e51b211672c,Striatum
3,-362.78943684690455,5,ZFM-03330,93e075b2-10bf-4fcd-8d5e-3e51b211672c,Striatum
4,-356.9177414571152,6,ZFM-03330,93e075b2-10bf-4fcd-8d5e-3e51b211672c,Striatum
5,-358.15932281342873,7,ZFM-03330,93e075b2-10bf-4fcd-8d5e-3e51b211672c,Striatum
6,-361.0388298712256,8,ZFM-03330,93e075b2-10bf-4fcd-8d5e-3e51b211672c,Striatum
7,-364.98653030507313,9,ZFM-03330,93e075b2-10bf-4fcd-8d5e-3e51b211672c,Striatum
8,-360.9200059655936,10,ZFM-03330,93e075b2-10bf-4fcd-8d5e-3e51b211672c,Striatum
9,-361.5604701356781,11,ZFM-03330,93e075b2-10bf-4fcd-8d5e-3e51b211672c,Striatum
10,-361.01299798691446,12,ZFM-03330,93e075b2-10bf-4fcd-8d5e-3e51b211672c,Striatum
0,-2505.1393475267523,2,ZFM-03332,16e12c15-b78f-42d1-972f-a1824215f9af,Amygdala
1,-2458.5584572945763,3,ZFM-03332,16e12c15-b78f-42d1-972f-a1824215f9af,Amygdala
2,-2436.717106256655,4,ZFM-03332,16e12c15-b78f-42d1-972f-a1824215f9af,Amygdala
3,-2407.209565492521,5,ZFM-03332,16e12c15-b78f-42d1-972f-a1824215f9af,Amygdala
4,-2383.8417936219103,6,ZFM-03332,16e12c15-b78f-42d1-972f-a1824215f9af,Amygdala
5,-2373.5971031401177,7,ZFM-03332,16e12c15-b78f-42d1-972f-a1824215f9af,Amygdala
6,-2376.9676149298098,8,ZFM-03332,16e12c15-b78f-42d1-972f-a1824215f9af,Amygdala
7,-2382.017720108746,9,ZFM-03332,16e12c15-b78f-42d1-972f-a1824215f9af,Amygdala
8,-2375.6707559933525,10,ZFM-03332,16e12c15-b78f-42d1-972f-a1824215f9af,Amygdala
9,-2359.718649467684,11,ZFM-03332,16e12c15-b78f-42d1-972f-a1824215f9af,Amygdala
10,-2353.378764563877,12,ZFM-03332,16e12c15-b78f-42d1-972f-a1824215f9af,Amygdala
0,-1342.057816213222,2,ZFM-03332,16e12c15-b78f-42d1-972f-a1824215f9af,Hippocampus
1,-1328.313708181947,3,ZFM-03332,16e12c15-b78f-42d1-972f-a1824215f9af,Hippocampus
2,-1320.1211330204355,4,ZFM-03332,16e12c15-b78f-42d1-972f-a1824215f9af,Hippocampus
3,-1319.2532681045552,5,ZFM-03332,16e12c15-b78f-42d1-972f-a1824215f9af,Hippocampus
4,-1308.836120270415,6,ZFM-03332,16e12c15-b78f-42d1-972f-a1824215f9af,Hippocampus
5,-1310.7671126378266,7,ZFM-03332,16e12c15-b78f-42d1-972f-a1824215f9af,Hippocampus
6,-1310.0223385886509,8,ZFM-03332,16e12c15-b78f-42d1-972f-a1824215f9af,Hippocampus
7,-1307.609737133077,9,ZFM-03332,16e12c15-b78f-42d1-972f-a1824215f9af,Hippocampus
8,-1305.440471793839,10,ZFM-03332,16e12c15-b78f-42d1-972f-a1824215f9af,Hippocampus
9,-1305.9424364440895,11,ZFM-03332,16e12c15-b78f-42d1-972f-a1824215f9af,Hippocampus
10,-1310.9608875325848,12,ZFM-03332,16e12c15-b78f-42d1-972f-a1824215f9af,Hippocampus
0,-4297.450777441098,2,ZFM-03330,7a82c06b-0e33-454b-a98f-786a4024c1d0,Hippocampus
1,-4108.657470886681,3,ZFM-03330,7a82c06b-0e33-454b-a98f-786a4024c1d0,Hippocampus
2,-4046.288452552538,4,ZFM-03330,7a82c06b-0e33-454b-a98f-786a4024c1d0,Hippocampus
3,-4007.97744077816,5,ZFM-03330,7a82c06b-0e33-454b-a98f-786a4024c1d0,Hippocampus
4,-3989.5808315277945,6,ZFM-03330,7a82c06b-0e33-454b-a98f-786a4024c1d0,Hippocampus
5,-3979.8360207581372,7,ZFM-03330,7a82c06b-0e33-454b-a98f-786a4024c1d0,Hippocampus
6,-3968.825357710326,8,ZFM-03330,7a82c06b-0e33-454b-a98f-786a4024c1d0,Hippocampus
7,-3888.49199164959,9,ZFM-03330,7a82c06b-0e33-454b-a98f-786a4024c1d0,Hippocampus
8,-3884.516970812928,10,ZFM-03330,7a82c06b-0e33-454b-a98f-786a4024c1d0,Hippocampus
9,-3883.6318367004346,11,ZFM-03330,7a82c06b-0e33-454b-a98f-786a4024c1d0,Hippocampus
10,-3854.130437179566,12,ZFM-03330,7a82c06b-0e33-454b-a98f-786a4024c1d0,Hippocampus
0,-3819.1411072600117,2,ZFM-03330,7a82c06b-0e33-454b-a98f-786a4024c1d0,Sensory cortex
1,-3780.8953115441336,3,ZFM-03330,7a82c06b-0e33-454b-a98f-786a4024c1d0,Sensory cortex
2,-3738.745037249045,4,ZFM-03330,7a82c06b-0e33-454b-a98f-786a4024c1d0,Sensory cortex
3,-3699.654351903078,5,ZFM-03330,7a82c06b-0e33-454b-a98f-786a4024c1d0,Sensory cortex
4,-3705.918547964265,6,ZFM-03330,7a82c06b-0e33-454b-a98f-786a4024c1d0,Sensory cortex
5,-3677.844085631816,7,ZFM-03330,7a82c06b-0e33-454b-a98f-786a4024c1d0,Sensory cortex
6,-3676.942981541109,8,ZFM-03330,7a82c06b-0e33-454b-a98f-786a4024c1d0,Sensory cortex
7,-3671.5068110742236,9,ZFM-03330,7a82c06b-0e33-454b-a98f-786a4024c1d0,Sensory cortex
8,-3705.777289134751,10,ZFM-03330,7a82c06b-0e33-454b-a98f-786a4024c1d0,Sensory cortex
9,-3681.4662161849656,11,ZFM-03330,7a82c06b-0e33-454b-a98f-786a4024c1d0,Sensory cortex
10,-3667.3807774171046,12,ZFM-03330,7a82c06b-0e33-454b-a98f-786a4024c1d0,Sensory cortex
0,-8939.030883137055,2,ZFM-03330,7a82c06b-0e33-454b-a98f-786a4024c1d0,Thalamus
1,-8865.149563207226,3,ZFM-03330,7a82c06b-0e33-454b-a98f-786a4024c1d0,Thalamus
2,-8826.785580632519,4,ZFM-03330,7a82c06b-0e33-454b-a98f-786a4024c1d0,Thalamus
3,-8800.82390280878,5,ZFM-03330,7a82c06b-0e33-454b-a98f-786a4024c1d0,Thalamus
4,-8788.805489977436,6,ZFM-03330,7a82c06b-0e33-454b-a98f-786a4024c1d0,Thalamus
5,-8741.110933085722,7,ZFM-03330,7a82c06b-0e33-454b-a98f-786a4024c1d0,Thalamus
6,-8727.34384922264,8,ZFM-03330,7a82c06b-0e33-454b-a98f-786a4024c1d0,Thalamus
7,-8757.758792823548,9,ZFM-03330,7a82c06b-0e33-454b-a98f-786a4024c1d0,Thalamus
8,-8724.642369861918,10,ZFM-03330,7a82c06b-0e33-454b-a98f-786a4024c1d0,Thalamus
9,-8670.348737118497,11,ZFM-03330,7a82c06b-0e33-454b-a98f-786a4024c1d0,Thalamus
10,-8715.257914992178,12,ZFM-03330,7a82c06b-0e33-454b-a98f-786a4024c1d0,Thalamus
0,-2915.6111913466234,2,ZFM-03330,f07d1d05-72a9-4599-8970-bce441c9d21c,Midbrain
1,-2887.807687474482,3,ZFM-03330,f07d1d05-72a9-4599-8970-bce441c9d21c,Midbrain
2,-2869.883183068505,4,ZFM-03330,f07d1d05-72a9-4599-8970-bce441c9d21c,Midbrain
3,-2861.521856540757,5,ZFM-03330,f07d1d05-72a9-4599-8970-bce441c9d21c,Midbrain
4,-2858.147597206848,6,ZFM-03330,f07d1d05-72a9-4599-8970-bce441c9d21c,Midbrain
5,-2852.497485164306,7,ZFM-03330,f07d1d05-72a9-4599-8970-bce441c9d21c,Midbrain
6,-2851.475533612075,8,ZFM-03330,f07d1d05-72a9-4599-8970-bce441c9d21c,Midbrain
7,-2843.609842234525,9,ZFM-03330,f07d1d05-72a9-4599-8970-bce441c9d21c,Midbrain
8,-2842.641955672972,10,ZFM-03330,f07d1d05-72a9-4599-8970-bce441c9d21c,Midbrain
9,-2840.754086929736,11,ZFM-03330,f07d1d05-72a9-4599-8970-bce441c9d21c,Midbrain
10,-2836.0010162655417,12,ZFM-03330,f07d1d05-72a9-4599-8970-bce441c9d21c,Midbrain
0,-2795.3718201773563,2,ZFM-03332,1ab522ae-be8e-49d6-bec3-a2429c2692e0,Hippocampus
1,-2689.4205440807937,3,ZFM-03332,1ab522ae-be8e-49d6-bec3-a2429c2692e0,Hippocampus
2,-2665.130356321548,4,ZFM-03332,1ab522ae-be8e-49d6-bec3-a2429c2692e0,Hippocampus
3,-2646.9750116534206,5,ZFM-03332,1ab522ae-be8e-49d6-bec3-a2429c2692e0,Hippocampus
4,-2645.216799692309,6,ZFM-03332,1ab522ae-be8e-49d6-bec3-a2429c2692e0,Hippocampus
5,-2653.6157300608866,7,ZFM-03332,1ab522ae-be8e-49d6-bec3-a2429c2692e0,Hippocampus
6,-2643.6523453389877,8,ZFM-03332,1ab522ae-be8e-49d6-bec3-a2429c2692e0,Hippocampus
7,-2645.5609628409284,9,ZFM-03332,1ab522ae-be8e-49d6-bec3-a2429c2692e0,Hippocampus
8,-2638.608373424603,10,ZFM-03332,1ab522ae-be8e-49d6-bec3-a2429c2692e0,Hippocampus
9,-2643.1828899000457,11,ZFM-03332,1ab522ae-be8e-49d6-bec3-a2429c2692e0,Hippocampus
10,-2636.573087143474,12,ZFM-03332,1ab522ae-be8e-49d6-bec3-a2429c2692e0,Hippocampus
0,-1265.3126731050081,2,ZFM-03332,1ab522ae-be8e-49d6-bec3-a2429c2692e0,Sensory cortex
1,-1260.4846968765432,3,ZFM-03332,1ab522ae-be8e-49d6-bec3-a2429c2692e0,Sensory cortex
2,-1247.949081092711,4,ZFM-03332,1ab522ae-be8e-49d6-bec3-a2429c2692e0,Sensory cortex
3,-1252.0527940414408,5,ZFM-03332,1ab522ae-be8e-49d6-bec3-a2429c2692e0,Sensory cortex
4,-1248.6769421321667,6,ZFM-03332,1ab522ae-be8e-49d6-bec3-a2429c2692e0,Sensory cortex
5,-1246.9388284175584,7,ZFM-03332,1ab522ae-be8e-49d6-bec3-a2429c2692e0,Sensory cortex
6,-1248.1736255588673,8,ZFM-03332,1ab522ae-be8e-49d6-bec3-a2429c2692e0,Sensory cortex
7,-1249.2817961349022,9,ZFM-03332,1ab522ae-be8e-49d6-bec3-a2429c2692e0,Sensory cortex
8,-1249.9744767147727,10,ZFM-03332,1ab522ae-be8e-49d6-bec3-a2429c2692e0,Sensory cortex
9,-1251.271716299608,11,ZFM-03332,1ab522ae-be8e-49d6-bec3-a2429c2692e0,Sensory cortex
10,-1252.8270129127936,12,ZFM-03332,1ab522ae-be8e-49d6-bec3-a2429c2692e0,Sensory cortex
0,-13807.908623159063,2,ZFM-03332,1ab522ae-be8e-49d6-bec3-a2429c2692e0,Thalamus
1,-13768.23432643314,3,ZFM-03332,1ab522ae-be8e-49d6-bec3-a2429c2692e0,Thalamus
2,-13750.515847491426,4,ZFM-03332,1ab522ae-be8e-49d6-bec3-a2429c2692e0,Thalamus
3,-13634.535440984528,5,ZFM-03332,1ab522ae-be8e-49d6-bec3-a2429c2692e0,Thalamus
4,-13572.517582600914,6,ZFM-03332,1ab522ae-be8e-49d6-bec3-a2429c2692e0,Thalamus
5,-13582.393709053524,7,ZFM-03332,1ab522ae-be8e-49d6-bec3-a2429c2692e0,Thalamus
6,-13528.78077822455,8,ZFM-03332,1ab522ae-be8e-49d6-bec3-a2429c2692e0,Thalamus
7,-13531.911622816058,9,ZFM-03332,1ab522ae-be8e-49d6-bec3-a2429c2692e0,Thalamus
8,-13491.18626373026,10,ZFM-03332,1ab522ae-be8e-49d6-bec3-a2429c2692e0,Thalamus
9,-13502.02138333594,11,ZFM-03332,1ab522ae-be8e-49d6-bec3-a2429c2692e0,Thalamus
10,-13484.840984897939,12,ZFM-03332,1ab522ae-be8e-49d6-bec3-a2429c2692e0,Thalamus
0,-6508.563862701312,2,ZFM-03332,a0f280a2-90f9-49b7-a597-c97530d1d2df,Midbrain
1,-6238.761973336358,3,ZFM-03332,a0f280a2-90f9-49b7-a597-c97530d1d2df,Midbrain
2,-6263.4376781630945,4,ZFM-03332,a0f280a2-90f9-49b7-a597-c97530d1d2df,Midbrain
3,-6194.61073762173,5,ZFM-03332,a0f280a2-90f9-49b7-a597-c97530d1d2df,Midbrain
4,-6154.342599281793,6,ZFM-03332,a0f280a2-90f9-49b7-a597-c97530d1d2df,Midbrain
5,-6151.274348583393,7,ZFM-03332,a0f280a2-90f9-49b7-a597-c97530d1d2df,Midbrain
6,-6114.645816744222,8,ZFM-03332,a0f280a2-90f9-49b7-a597-c97530d1d2df,Midbrain
7,-6097.670479502901,9,ZFM-03332,a0f280a2-90f9-49b7-a597-c97530d1d2df,Midbrain
8,-6042.635559688091,10,ZFM-03332,a0f280a2-90f9-49b7-a597-c97530d1d2df,Midbrain
9,-6068.815114143756,11,ZFM-03332,a0f280a2-90f9-49b7-a597-c97530d1d2df,Midbrain
10,-6049.559213784662,12,ZFM-03332,a0f280a2-90f9-49b7-a597-c97530d1d2df,Midbrain
0,-2496.918901561386,2,ZFM-03330,455d9684-12b3-4c40-97a3-5a47b9c31589,Hippocampus
1,-2449.658042824755,3,ZFM-03330,455d9684-12b3-4c40-97a3-5a47b9c31589,Hippocampus
2,-2450.9018219188765,4,ZFM-03330,455d9684-12b3-4c40-97a3-5a47b9c31589,Hippocampus
