,p_state,p_state_bl,state,time,subject,eid
0,0.048958029986859136,0.017106170941437737,0,-0.95,ZFM-02601,066bf23b-17a9-4a0a-84ac-097776a2ea4a
1,0.02563477936139814,-0.0062170796840232585,0,-0.8500000000000001,ZFM-02601,066bf23b-17a9-4a0a-84ac-097776a2ea4a
2,0.017950490924370028,-0.013901368121051371,0,-0.75,ZFM-02601,066bf23b-17a9-4a0a-84ac-097776a2ea4a
3,0.019498120781996267,-0.012353738263425132,0,-0.6500000000000001,ZFM-02601,066bf23b-17a9-4a0a-84ac-097776a2ea4a
4,0.020416356977017228,-0.011435502068404171,0,-0.55,ZFM-02601,066bf23b-17a9-4a0a-84ac-097776a2ea4a
5,0.02160320040133368,-0.010248658644087718,0,-0.45,ZFM-02601,066bf23b-17a9-4a0a-84ac-097776a2ea4a
6,0.026634570562583615,-0.005217288482837784,0,-0.35000000000000003,ZFM-02601,066bf23b-17a9-4a0a-84ac-097776a2ea4a
7,0.03588086499934723,0.004029005953925829,0,-0.25,ZFM-02601,066bf23b-17a9-4a0a-84ac-097776a2ea4a
8,0.045844965454625144,0.013993106409203745,0,-0.15000000000000002,ZFM-02601,066bf23b-17a9-4a0a-84ac-097776a2ea4a
9,0.056097211004683525,0.024245351959262126,0,-0.05,ZFM-02601,066bf23b-17a9-4a0a-84ac-097776a2ea4a
10,0.06487173679840795,0.03301987775298655,0,0.05,ZFM-02601,066bf23b-17a9-4a0a-84ac-097776a2ea4a
11,0.06807797872338983,0.03622611967796843,0,0.15000000000000002,ZFM-02601,066bf23b-17a9-4a0a-84ac-097776a2ea4a
12,0.06002672142265377,0.028174862377232372,0,0.25,ZFM-02601,066bf23b-17a9-4a0a-84ac-097776a2ea4a
13,0.04805414741565858,0.016202288370237183,0,0.35000000000000003,ZFM-02601,066bf23b-17a9-4a0a-84ac-097776a2ea4a
14,0.042194987214898526,0.010343128169477127,0,0.45,ZFM-02601,066bf23b-17a9-4a0a-84ac-097776a2ea4a
15,0.04210727229662471,0.010255413251203313,0,0.55,ZFM-02601,066bf23b-17a9-4a0a-84ac-097776a2ea4a
16,0.04694955643514186,0.015097697389720464,0,0.6500000000000001,ZFM-02601,066bf23b-17a9-4a0a-84ac-097776a2ea4a
17,0.054998082498640875,0.023146223453219476,0,0.75,ZFM-02601,066bf23b-17a9-4a0a-84ac-097776a2ea4a
