,Unnamed: 0.1,Unnamed: 0,sniffing,baseline_subtracted,time,subject,expression,eid
73,73,73,282.7747961090703,56.908374933900674,2.2,ZFM-02181,0,91e629f5-f161-44e4-8dd0-15954c602f02
74,74,74,289.9828245005661,64.11640332539652,2.2999999999999994,ZFM-02181,0,91e629f5-f161-44e4-8dd0-15954c602f02
75,75,75,264.5114536524858,38.64503247731618,2.3999999999999995,ZFM-02181,0,91e629f5-f161-44e4-8dd0-15954c602f02
76,76,76,235.20710992967412,9.34068875450456,2.499999999999999,ZFM-02181,0,91e629f5-f161-44e4-8dd0-15954c602f02
77,77,77,247.68733688485165,21.820915709682016,2.599999999999999,ZFM-02181,0,91e629f5-f161-44e4-8dd0-15954c602f02
78,78,78,248.29410015739515,22.427678982225533,2.7,ZFM-02181,0,91e629f5-f161-44e4-8dd0-15954c602f02
79,79,79,268.1109196695548,42.244498494385184,2.7999999999999994,ZFM-02181,0,91e629f5-f161-44e4-8dd0-15954c602f02
80,80,80,299.6431138906082,73.77669271543861,2.8999999999999995,ZFM-02181,0,91e629f5-f161-44e4-8dd0-15954c602f02
81,81,81,307.36812114446235,81.50169996929269,2.999999999999999,ZFM-02181,0,91e629f5-f161-44e4-8dd0-15954c602f02
82,82,82,320.20501184071844,94.33859066554878,3.099999999999999,ZFM-02181,0,91e629f5-f161-44e4-8dd0-15954c602f02
83,83,83,297.6646976410949,71.79827646592527,3.2,ZFM-02181,0,91e629f5-f161-44e4-8dd0-15954c602f02
84,84,84,270.96080944161764,45.094388266448014,3.299999999999999,ZFM-02181,0,91e629f5-f161-44e4-8dd0-15954c602f02
85,85,85,254.8602854447433,28.99386426957369,3.399999999999999,ZFM-02181,0,91e629f5-f161-44e4-8dd0-15954c602f02
86,86,86,270.7375209583153,44.8710997831457,3.499999999999999,ZFM-02181,0,91e629f5-f161-44e4-8dd0-15954c602f02
87,87,87,302.485221959463,76.61880078429337,3.5999999999999988,ZFM-02181,0,91e629f5-f161-44e4-8dd0-15954c602f02
88,88,88,258.1804222005645,32.31400102539489,3.6999999999999993,ZFM-02181,0,91e629f5-f161-44e4-8dd0-15954c602f02
89,89,89,203.327831174049,-22.53859000112061,3.799999999999999,ZFM-02181,0,91e629f5-f161-44e4-8dd0-15954c602f02
90,90,90,209.40269721671496,-16.46372395845465,3.899999999999999,ZFM-02181,0,91e629f5-f161-44e4-8dd0-15954c602f02
91,91,91,240.76235641660705,14.895935241437437,3.999999999999999,ZFM-02181,0,91e629f5-f161-44e4-8dd0-15954c602f02
92,92,92,,,-0.5,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
93,93,93,,,-0.4,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
94,94,94,,,-0.3,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
95,95,95,,,-0.2,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
96,96,96,,,-0.1,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
97,97,97,,,-1.1102230246251563e-16,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
98,98,98,,,0.0999999999999998,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
99,99,99,,,0.1999999999999998,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
100,100,100,,,0.2999999999999998,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
101,101,101,,,0.3999999999999998,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
102,102,102,,,0.4999999999999998,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
103,103,103,,,0.5999999999999996,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
104,104,104,,,0.6999999999999997,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
105,105,105,,,0.7999999999999998,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
106,106,106,,,0.8999999999999997,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
107,107,107,,,0.9999999999999996,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
108,108,108,,,1.0999999999999996,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
109,109,109,,,1.1999999999999995,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
110,110,110,,,1.2999999999999996,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
111,111,111,,,1.3999999999999997,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
112,112,112,,,1.4999999999999996,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
113,113,113,,,1.5999999999999996,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
114,114,114,,,1.6999999999999993,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
115,115,115,,,1.7999999999999994,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
116,116,116,,,1.9,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
117,117,117,,,2.0,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
118,118,118,,,2.1,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
119,119,119,,,2.2,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
120,120,120,,,2.2999999999999994,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
121,121,121,,,2.3999999999999995,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
122,122,122,,,2.499999999999999,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
123,123,123,,,2.599999999999999,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
124,124,124,,,2.7,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
125,125,125,,,2.7999999999999994,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
126,126,126,,,2.8999999999999995,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
127,127,127,,,2.999999999999999,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
128,128,128,,,3.099999999999999,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
129,129,129,,,3.2,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
130,130,130,,,3.299999999999999,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
131,131,131,,,3.399999999999999,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
132,132,132,,,3.499999999999999,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
133,133,133,,,3.5999999999999988,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
134,134,134,,,3.6999999999999993,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
135,135,135,,,3.799999999999999,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
136,136,136,,,3.899999999999999,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
137,137,137,,,3.999999999999999,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
138,138,138,582.9265749463256,153.1221929659221,-0.5,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
139,139,139,490.15254434212,60.34816236171645,-0.4,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
140,140,140,405.5936450338857,-24.21073694651781,-0.3,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
141,141,141,360.3191119828702,-69.48526999753334,-0.2,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
142,142,142,404.148521577575,-25.65586040282849,-0.1,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
143,143,143,435.55397221173337,5.74959023132984,-1.1102230246251563e-16,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
144,144,144,497.5857111279796,67.78132914757606,0.0999999999999998,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
145,145,145,538.9800771727926,109.17569519238904,0.1999999999999998,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
146,146,146,593.6342547585313,163.82987277812774,0.2999999999999998,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
147,147,147,732.7637861029253,302.95940412252185,0.3999999999999998,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
148,148,148,846.0478890985175,416.243507118114,0.4999999999999998,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
149,149,149,870.8009039729277,440.99652199252426,0.5999999999999996,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
150,150,150,801.5267581511004,371.7223761706968,0.6999999999999997,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
151,151,151,700.4164728258017,270.61209084539826,0.7999999999999998,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
152,152,152,648.555978145688,218.7515961652844,0.8999999999999997,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
153,153,153,646.4803372346374,216.6759552542338,0.9999999999999996,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
154,154,154,595.1791296629557,165.37474768255217,1.0999999999999996,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
155,155,155,590.5385791412745,160.7341971608709,1.1999999999999995,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
156,156,156,619.820370446759,190.01598846635545,1.2999999999999996,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
157,157,157,679.697620662716,249.8932386823125,1.3999999999999997,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
158,158,158,642.792429246657,212.98804726625343,1.4999999999999996,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
159,159,159,570.6697045143283,140.86532253392477,1.5999999999999996,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
160,160,160,590.5833024187802,160.7789204383767,1.6999999999999993,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
161,161,161,575.2390198914296,145.434637911026,1.7999999999999994,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
162,162,162,592.1096852289235,162.30530324851995,1.9,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
163,163,163,594.5365328931504,164.7321509127469,2.0,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
164,164,164,635.1711897484898,205.3668077680862,2.1,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
165,165,165,691.5978668709038,261.7934848905002,2.2,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
166,166,166,696.0833771104764,266.27899513007293,2.2999999999999994,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
167,167,167,687.0687653210659,257.26438334066233,2.3999999999999995,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
168,168,168,658.8340349276432,229.02965294723967,2.499999999999999,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
169,169,169,668.1506859963448,238.3463040159413,2.599999999999999,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
170,170,170,626.8439423626111,197.03956038220755,2.7,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
171,171,171,609.5868566687244,179.78247468832097,2.7999999999999994,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
172,172,172,550.2977181263856,120.493336145982,2.8999999999999995,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
173,173,173,511.52183360997606,81.71745162957254,2.999999999999999,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
174,174,174,496.6707019959198,66.86632001551625,3.099999999999999,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
175,175,175,519.5986450800092,89.79426309960563,3.2,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
176,176,176,580.2690419448326,150.46465996442907,3.299999999999999,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
177,177,177,612.6212370096221,182.8168550292185,3.399999999999999,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
178,178,178,578.5614170564412,148.75703507603765,3.499999999999999,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
179,179,179,485.71740418732816,55.913022206924616,3.5999999999999988,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
180,180,180,402.8462600409632,-26.95812193944032,3.6999999999999993,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
181,181,181,368.2366791656015,-61.56770281480205,3.799999999999999,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
182,182,182,427.804784245092,-1.9995977353114576,3.899999999999999,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
183,183,183,463.2703435854797,33.46596160507623,3.999999999999999,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
184,184,184,698.9713644041761,84.54888563033721,-0.5,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
185,185,185,602.0510527681713,-12.371426005667654,-0.4,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
186,186,186,571.338961313974,-43.08351745986496,-0.3,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
187,187,187,614.803969657467,0.3814908836280746,-0.2,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
188,188,188,628.8941037880138,14.471625014174936,-0.1,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
189,189,189,625.6975565362198,11.275077762380922,-1.1102230246251563e-16,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
190,190,190,578.5884864875371,-35.83399228630177,0.0999999999999998,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
191,191,191,565.342124741269,-49.08035403256991,0.1999999999999998,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
192,192,192,649.2868464834862,34.86436770964728,0.2999999999999998,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
193,193,193,811.7339907059037,197.3115119320648,0.3999999999999998,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
194,194,194,936.2479259764408,321.82544720260194,0.4999999999999998,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
195,195,195,945.1962764592714,330.77379768543256,0.5999999999999996,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
196,196,196,925.0015770856796,310.5790983118408,0.6999999999999997,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
197,197,197,863.5321728723845,249.1096940985457,0.7999999999999998,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
198,198,198,762.3068656752152,147.88438690137642,0.8999999999999997,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
199,199,199,628.4524038965653,14.029925122726468,0.9999999999999996,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
200,200,200,544.7935071379381,-69.62897163590077,1.0999999999999996,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
201,201,201,462.96907558406735,-151.45340318977154,1.1999999999999995,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
202,202,202,430.09589687841833,-184.32658189542053,1.2999999999999996,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
203,203,203,467.393951697252,-147.0285270765869,1.3999999999999997,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
204,204,204,558.5229322436195,-55.89954653021945,1.4999999999999996,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
205,205,205,633.3844770704967,18.96199829665781,1.5999999999999996,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
206,206,206,667.3231294212839,52.90065064744493,1.6999999999999993,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
207,207,207,693.7246253631083,79.30214658926938,1.7999999999999994,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
208,208,208,782.3368172106606,167.91433843682165,1.9,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
209,209,209,931.5804158669366,317.1579370930977,2.0,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
210,210,210,946.1189982359324,331.69651946209336,2.1,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
211,211,211,779.2989936905476,164.8765149167087,2.2,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
212,212,212,573.7338310929537,-40.68864768088526,2.2999999999999994,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
213,213,213,604.1853524531704,-10.237126320668494,2.3999999999999995,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
214,214,214,743.3265504438365,128.90407166999762,2.499999999999999,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
215,215,215,878.868632434987,264.4461536611481,2.599999999999999,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
216,216,216,859.6338499186271,245.21137114478813,2.7,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
217,217,217,739.7496991669527,125.32722039311376,2.7999999999999994,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
218,218,218,652.0934209012428,37.67094212740396,2.8999999999999995,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
219,219,219,790.5790698849554,176.15659111111648,2.999999999999999,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
220,220,220,897.0391041153786,282.61662534153965,3.099999999999999,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
