,time,p_trans,p_trans_bl,subject,eid
0,-0.95,0.06936619325216527,-0.000946737540999304,ZFM-02601,066bf23b-17a9-4a0a-84ac-097776a2ea4a
1,-0.8500000000000001,0.05199185154533994,-0.018321079247824633,ZFM-02601,066bf23b-17a9-4a0a-84ac-097776a2ea4a
2,-0.75,0.03854500897517191,-0.031767921817992664,ZFM-02601,066bf23b-17a9-4a0a-84ac-097776a2ea4a
3,-0.6500000000000001,0.03635837434966998,-0.03395455644349459,ZFM-02601,066bf23b-17a9-4a0a-84ac-097776a2ea4a
4,-0.55,0.05327187236240427,-0.0170410584307603,ZFM-02601,066bf23b-17a9-4a0a-84ac-097776a2ea4a
5,-0.45,0.07870020260720267,0.008387271814038103,ZFM-02601,066bf23b-17a9-4a0a-84ac-097776a2ea4a
6,-0.35000000000000003,0.09506310820797031,0.024750177414805744,ZFM-02601,066bf23b-17a9-4a0a-84ac-097776a2ea4a
7,-0.25,0.10358613415174553,0.03327320335858096,ZFM-02601,066bf23b-17a9-4a0a-84ac-097776a2ea4a
8,-0.15000000000000002,0.09752654377447884,0.027213612981314264,ZFM-02601,066bf23b-17a9-4a0a-84ac-097776a2ea4a
9,-0.05,0.07872001870549715,0.008407087912332578,ZFM-02601,066bf23b-17a9-4a0a-84ac-097776a2ea4a
10,0.05,0.06443647242818382,-0.005876458364980755,ZFM-02601,066bf23b-17a9-4a0a-84ac-097776a2ea4a
11,0.15000000000000002,0.06224712908373371,-0.008065801709430859,ZFM-02601,066bf23b-17a9-4a0a-84ac-097776a2ea4a
12,0.25,0.06645656836648445,-0.003856362426680124,ZFM-02601,066bf23b-17a9-4a0a-84ac-097776a2ea4a
13,0.35000000000000003,0.08648859338592682,0.01617566259276225,ZFM-02601,066bf23b-17a9-4a0a-84ac-097776a2ea4a
14,0.45,0.10521631720426988,0.03490338641110531,ZFM-02601,066bf23b-17a9-4a0a-84ac-097776a2ea4a
15,0.55,0.1043374124547395,0.03402448166157493,ZFM-02601,066bf23b-17a9-4a0a-84ac-097776a2ea4a
16,0.6500000000000001,0.10595940179555272,0.035646471002388144,ZFM-02601,066bf23b-17a9-4a0a-84ac-097776a2ea4a
17,0.75,0.10478147203887146,0.03446854124570689,ZFM-02601,066bf23b-17a9-4a0a-84ac-097776a2ea4a
18,0.8500000000000001,0.09701215488422886,0.02669922409106429,ZFM-02601,066bf23b-17a9-4a0a-84ac-097776a2ea4a
19,0.95,0.10240232271576448,0.03208939192259991,ZFM-02601,066bf23b-17a9-4a0a-84ac-097776a2ea4a
20,1.05,0.09389022172093739,0.023577290927772818,ZFM-02601,066bf23b-17a9-4a0a-84ac-097776a2ea4a
21,1.1500000000000001,0.07853667339004794,0.008223742596883368,ZFM-02601,066bf23b-17a9-4a0a-84ac-097776a2ea4a
22,1.25,0.08337898004685393,0.013066049253689357,ZFM-02601,066bf23b-17a9-4a0a-84ac-097776a2ea4a
23,1.35,0.09324848571582467,0.022935554922660098,ZFM-02601,066bf23b-17a9-4a0a-84ac-097776a2ea4a
24,1.4500000000000002,0.0941674418667697,0.02385451107360513,ZFM-02601,066bf23b-17a9-4a0a-84ac-097776a2ea4a
25,1.55,0.08658519945354695,0.01627226866038238,ZFM-02601,066bf23b-17a9-4a0a-84ac-097776a2ea4a
26,1.6500000000000001,0.09178310830199816,0.021470177508833593,ZFM-02601,066bf23b-17a9-4a0a-84ac-097776a2ea4a
27,1.75,0.09857145216501617,0.0282585213718516,ZFM-02601,066bf23b-17a9-4a0a-84ac-097776a2ea4a
28,1.85,0.09507158015249093,0.024758649359326354,ZFM-02601,066bf23b-17a9-4a0a-84ac-097776a2ea4a
29,1.9500000000000002,0.1016056929283227,0.03129276213515812,ZFM-02601,066bf23b-17a9-4a0a-84ac-097776a2ea4a
30,2.05,0.10357437079314595,0.03326143999998138,ZFM-02601,066bf23b-17a9-4a0a-84ac-097776a2ea4a
31,2.1500000000000004,0.09986855784313795,0.029555627049973374,ZFM-02601,066bf23b-17a9-4a0a-84ac-097776a2ea4a
32,2.25,0.10395708815594473,0.03364415736278016,ZFM-02601,066bf23b-17a9-4a0a-84ac-097776a2ea4a
33,2.3500000000000005,0.12802244770224386,0.057709516909079286,ZFM-02601,066bf23b-17a9-4a0a-84ac-097776a2ea4a
34,2.45,0.1362320499784701,0.06591911918530553,ZFM-02601,066bf23b-17a9-4a0a-84ac-097776a2ea4a
35,2.55,0.10945103505978918,0.039138104266624604,ZFM-02601,066bf23b-17a9-4a0a-84ac-097776a2ea4a
36,2.6500000000000004,0.0862209843453649,0.015908053552200332,ZFM-02601,066bf23b-17a9-4a0a-84ac-097776a2ea4a
37,2.75,0.07613800871974484,0.005825077926580269,ZFM-02601,066bf23b-17a9-4a0a-84ac-097776a2ea4a
38,2.8500000000000005,0.06948464921768169,-0.0008282815754828837,ZFM-02601,066bf23b-17a9-4a0a-84ac-097776a2ea4a
39,2.95,0.0711885902511963,0.0008756594580317245,ZFM-02601,066bf23b-17a9-4a0a-84ac-097776a2ea4a
40,3.05,0.07247925778439926,0.0021663269912346877,ZFM-02601,066bf23b-17a9-4a0a-84ac-097776a2ea4a
41,3.1500000000000004,0.060673199946316494,-0.009639730846848077,ZFM-02601,066bf23b-17a9-4a0a-84ac-097776a2ea4a
42,3.25,0.04770085725642467,-0.0226120735367399,ZFM-02601,066bf23b-17a9-4a0a-84ac-097776a2ea4a
43,3.3500000000000005,0.041567905584704565,-0.028745025208460007,ZFM-02601,066bf23b-17a9-4a0a-84ac-097776a2ea4a
44,3.45,0.05667336022222822,-0.01363957057093635,ZFM-02601,066bf23b-17a9-4a0a-84ac-097776a2ea4a
45,3.55,0.08985660896127112,0.01954367816810655,ZFM-02601,066bf23b-17a9-4a0a-84ac-097776a2ea4a
46,3.6500000000000004,0.11729885271397203,0.04698592192080746,ZFM-02601,066bf23b-17a9-4a0a-84ac-097776a2ea4a
47,3.75,0.12544055617021893,0.05512762537705436,ZFM-02601,066bf23b-17a9-4a0a-84ac-097776a2ea4a
