subject,date,pid,probe,region,time,n_neurons,pca_dist
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,-0.98,28,0.5994741421325217
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,-0.96,28,0.6874155736280775
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,-0.94,28,0.5586569432278683
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,-0.92,28,0.5550319362901439
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,-0.9,28,0.21616800586971435
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,-0.88,28,0.4187671266664297
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,-0.86,28,0.23783340931812216
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,-0.8400000000000001,28,0.9692002995247961
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,-0.8200000000000001,28,1.3101928484546894
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,-0.8,28,0.45066880379974694
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,-0.78,28,0.6255649358572258
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,-0.76,28,0.32103607239677084
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,-0.74,28,0.6227085517652666
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,-0.72,28,0.5050104483581888
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,-0.7,28,0.7048458267983009
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,-0.68,28,0.7658311336410208
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,-0.66,28,0.4527009984754573
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,-0.64,28,0.09867157156809463
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,-0.62,28,0.22258691792448557
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,-0.6,28,0.4762070676319093
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,-0.5800000000000001,28,0.08990988693670511
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,-0.56,28,0.8015207737107743
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,-0.54,28,0.8069600141083767
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,-0.52,28,0.23200834456098843
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,-0.5,28,0.8016518824086517
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,-0.48,28,0.3202883809364222
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,-0.45999999999999996,28,0.3721695945915072
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,-0.44,28,0.8329291257929691
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,-0.42000000000000004,28,0.7397873089789694
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,-0.4,28,0.34697155314280015
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,-0.38,28,1.0091219801005764
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,-0.36,28,0.7241971867938978
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,-0.33999999999999997,28,0.25112245323955285
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,-0.32,28,0.22279317064594523
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,-0.30000000000000004,28,0.5106527169373454
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,-0.28,28,0.1332893703758045
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,-0.26,28,0.31105750187892367
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,-0.24,28,0.39599256502941077
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,-0.22,28,0.45749882065726416
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,-0.2,28,0.3536218944345564
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,-0.18,28,1.0903494779998137
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,-0.16,28,0.3380470482826634
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,-0.14,28,0.8810576002558342
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,-0.12,28,0.2633331345783447
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,-0.1,28,0.22741334328874635
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,-0.08,28,0.7042323614466878
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,-0.060000000000000005,28,0.628107486777632
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,-0.04,28,0.5174548827171273
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,-0.02,28,0.8467831594699317
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,0.0,28,0.22001982558024863
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,0.02,28,1.0432294844521175
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,0.04,28,0.717655005650769
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,0.060000000000000005,28,0.5231278492161945
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,0.08,28,0.9185030533042795
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,0.1,28,0.2547709187415607
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,0.12,28,0.5301960916987054
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,0.14,28,0.7698769631454018
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,0.16,28,0.5672104109518229
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,0.18,28,1.0792789547642105
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,0.2,28,0.8314007745433185
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,0.22,28,0.38452278484615876
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,0.24,28,1.0305877133141688
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,0.26,28,0.40994763150986674
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,0.28,28,0.9744606314242157
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,0.30000000000000004,28,0.9329459875848032
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,0.32,28,1.027121648996243
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,0.33999999999999997,28,0.9210271584776889
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,0.36,28,0.5372645031194302
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,0.38,28,0.6123844959952994
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,0.4,28,1.2509662779680473
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,0.42000000000000004,28,0.5313489461570753
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,0.44,28,0.35172715386685005
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,0.45999999999999996,28,0.39828053381703327
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,0.48,28,0.5240748002170234
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,0.5,28,0.320836791593464
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,0.52,28,0.6287840180310926
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,0.54,28,1.1330798362955565
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,0.56,28,1.179722173896771
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,0.5800000000000001,28,0.21959919928616728
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,0.6,28,0.5920854801737234
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,0.62,28,0.14543045298166418
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,0.64,28,0.34610197770202916
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,0.66,28,0.09904793311432974
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,0.68,28,0.5715943657884195
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,0.7,28,0.4251049954066511
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,0.72,28,0.45187213230770146
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,0.74,28,0.2924115723181353
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,0.76,28,0.6547699236964523
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,0.78,28,0.6626510663834755
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,0.8,28,0.2650626672416788
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,0.8200000000000001,28,0.635474278488992
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,0.8400000000000001,28,0.923755129446715
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,0.86,28,0.702857559190551
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,0.88,28,0.9938898884673948
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,0.9,28,0.7946723049680375
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,0.92,28,0.140992723799358
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,0.94,28,0.3120295315207765
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,0.96,28,0.22251098732948416
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,0.98,28,0.6533031663043988
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,1.0,28,0.7226936402247391
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,1.02,28,0.30466008196337724
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,1.04,28,0.15782937519594178
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,1.06,28,0.5766970169285763
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,1.08,28,1.2116396222173467
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,1.1,28,0.7207903605832162
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,1.12,28,0.8766998846900559
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,1.1400000000000001,28,0.7452860930304911
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,1.16,28,0.8370744324586373
ZFM-05170,2022-12-08,227781ff-b3d4-4380-bfed-00942195ca62,probe00,Midbrain,1.18,28,0.33204640684055864
