stim_this_trial,stim_prev_trial,no_stim_this_trial,no_stim_prev_trial,region,subject,sert-cre,probe,date,eid,pid
0.5142857142857142,0.5619047619047619,0.6282051282051282,0.48717948717948717,Thal.,ZFM-02600,1,probe00,2021-08-27,0d24afce-9d3c-449e-ac9f-577eefefbd7e,ff02e36b-95e9-4985-a6e3-ba2977063496
0.5142857142857142,0.5333333333333333,0.5512820512820513,0.38461538461538464,VIS,ZFM-02600,1,probe00,2021-08-27,0d24afce-9d3c-449e-ac9f-577eefefbd7e,ff02e36b-95e9-4985-a6e3-ba2977063496
0.75,0.5,0.39285714285714285,0.32142857142857145,PAG,ZFM-02600,1,probe00,2021-08-26,c8f68575-e5a8-4960-a690-0149c5c4683f,382684fb-7088-4d4c-83ca-486e93c342f0
0.6333333333333333,0.5333333333333333,0.5,0.42857142857142855,SC,ZFM-02600,1,probe00,2021-08-26,c8f68575-e5a8-4960-a690-0149c5c4683f,382684fb-7088-4d4c-83ca-486e93c342f0
0.7,0.65,0.8035714285714286,0.5892857142857143,M2,ZFM-02600,1,probe01,2021-08-26,c8f68575-e5a8-4960-a690-0149c5c4683f,eead949d-45e5-46ae-9b1d-646b280b4ecf
0.7,0.5166666666666667,0.42857142857142855,0.4642857142857143,OFC,ZFM-02600,1,probe01,2021-08-26,c8f68575-e5a8-4960-a690-0149c5c4683f,eead949d-45e5-46ae-9b1d-646b280b4ecf
0.6833333333333333,0.55,0.6428571428571429,0.6071428571428571,Pir.,ZFM-02600,1,probe01,2021-08-26,c8f68575-e5a8-4960-a690-0149c5c4683f,eead949d-45e5-46ae-9b1d-646b280b4ecf
0.4794520547945205,0.6712328767123288,0.6621621621621622,0.527027027027027,Amyg.,ZFM-02600,1,probe01,2021-08-25,5b7e1b65-b844-4fe8-b19e-1c3175290a63,9ceaa3aa-6821-4676-b72f-7bd5878576cd
0.5753424657534246,0.684931506849315,0.6891891891891891,0.6351351351351351,OFC,ZFM-02600,1,probe00,2021-08-25,5b7e1b65-b844-4fe8-b19e-1c3175290a63,c5bf594f-245e-4ff2-b53e-516e9dd8f065
0.4931506849315068,0.5068493150684932,0.6486486486486487,0.6081081081081081,OLF,ZFM-02600,1,probe00,2021-08-25,5b7e1b65-b844-4fe8-b19e-1c3175290a63,c5bf594f-245e-4ff2-b53e-516e9dd8f065
0.5342465753424658,0.6712328767123288,0.7027027027027027,0.6351351351351351,mPFC,ZFM-02600,1,probe00,2021-08-25,5b7e1b65-b844-4fe8-b19e-1c3175290a63,c5bf594f-245e-4ff2-b53e-516e9dd8f065
