,time,coact,region1,region2,opto,region_pair,subject,date
9,0.9000000000000007,0.6382978723404256,Hippocampus,Thalamus,1,Hippocampus-Thalamus,ZFM-04820,2022-09-15
10,1.100000000000001,0.5555555555555556,Hippocampus,Thalamus,1,Hippocampus-Thalamus,ZFM-04820,2022-09-15
11,1.3000000000000007,0.5526315789473685,Hippocampus,Thalamus,1,Hippocampus-Thalamus,ZFM-04820,2022-09-15
12,1.5000000000000009,0.5294117647058824,Hippocampus,Thalamus,1,Hippocampus-Thalamus,ZFM-04820,2022-09-15
13,1.700000000000001,0.5135135135135135,Hippocampus,Thalamus,1,Hippocampus-Thalamus,ZFM-04820,2022-09-15
14,1.9000000000000008,0.4358974358974359,Hippocampus,Thalamus,1,Hippocampus-Thalamus,ZFM-04820,2022-09-15
15,2.100000000000001,0.4166666666666667,Hippocampus,Thalamus,1,Hippocampus-Thalamus,ZFM-04820,2022-09-15
16,2.300000000000001,0.4444444444444444,Hippocampus,Thalamus,1,Hippocampus-Thalamus,ZFM-04820,2022-09-15
17,2.5000000000000013,0.5263157894736842,Hippocampus,Thalamus,1,Hippocampus-Thalamus,ZFM-04820,2022-09-15
18,2.7000000000000015,0.5945945945945946,Hippocampus,Thalamus,1,Hippocampus-Thalamus,ZFM-04820,2022-09-15
19,2.9000000000000012,0.6341463414634146,Hippocampus,Thalamus,1,Hippocampus-Thalamus,ZFM-04820,2022-09-15
20,3.100000000000002,0.5813953488372093,Hippocampus,Thalamus,1,Hippocampus-Thalamus,ZFM-04820,2022-09-15
21,3.300000000000001,0.5952380952380952,Hippocampus,Thalamus,1,Hippocampus-Thalamus,ZFM-04820,2022-09-15
22,3.5000000000000013,0.6052631578947368,Hippocampus,Thalamus,1,Hippocampus-Thalamus,ZFM-04820,2022-09-15
23,3.7000000000000015,0.5789473684210527,Hippocampus,Thalamus,1,Hippocampus-Thalamus,ZFM-04820,2022-09-15
24,3.9000000000000017,0.5526315789473685,Hippocampus,Thalamus,1,Hippocampus-Thalamus,ZFM-04820,2022-09-15
0,-0.9,0.3902439024390244,Hippocampus,Thalamus,0,Hippocampus-Thalamus,ZFM-04820,2022-09-15
1,-0.7,0.375,Hippocampus,Thalamus,0,Hippocampus-Thalamus,ZFM-04820,2022-09-15
2,-0.4999999999999999,0.4864864864864865,Hippocampus,Thalamus,0,Hippocampus-Thalamus,ZFM-04820,2022-09-15
3,-0.2999999999999998,0.525,Hippocampus,Thalamus,0,Hippocampus-Thalamus,ZFM-04820,2022-09-15
4,-0.09999999999999976,0.5128205128205128,Hippocampus,Thalamus,0,Hippocampus-Thalamus,ZFM-04820,2022-09-15
5,0.10000000000000042,0.42857142857142855,Hippocampus,Thalamus,0,Hippocampus-Thalamus,ZFM-04820,2022-09-15
6,0.3000000000000004,0.45,Hippocampus,Thalamus,0,Hippocampus-Thalamus,ZFM-04820,2022-09-15
7,0.5000000000000003,0.5,Hippocampus,Thalamus,0,Hippocampus-Thalamus,ZFM-04820,2022-09-15
8,0.7000000000000005,0.5,Hippocampus,Thalamus,0,Hippocampus-Thalamus,ZFM-04820,2022-09-15
9,0.9000000000000007,0.5333333333333333,Hippocampus,Thalamus,0,Hippocampus-Thalamus,ZFM-04820,2022-09-15
10,1.100000000000001,0.5348837209302325,Hippocampus,Thalamus,0,Hippocampus-Thalamus,ZFM-04820,2022-09-15
11,1.3000000000000007,0.3902439024390244,Hippocampus,Thalamus,0,Hippocampus-Thalamus,ZFM-04820,2022-09-15
12,1.5000000000000009,0.5128205128205128,Hippocampus,Thalamus,0,Hippocampus-Thalamus,ZFM-04820,2022-09-15
13,1.700000000000001,0.35135135135135137,Hippocampus,Thalamus,0,Hippocampus-Thalamus,ZFM-04820,2022-09-15
14,1.9000000000000008,0.42105263157894735,Hippocampus,Thalamus,0,Hippocampus-Thalamus,ZFM-04820,2022-09-15
15,2.100000000000001,0.40476190476190477,Hippocampus,Thalamus,0,Hippocampus-Thalamus,ZFM-04820,2022-09-15
16,2.300000000000001,0.43902439024390244,Hippocampus,Thalamus,0,Hippocampus-Thalamus,ZFM-04820,2022-09-15
17,2.5000000000000013,0.4864864864864865,Hippocampus,Thalamus,0,Hippocampus-Thalamus,ZFM-04820,2022-09-15
18,2.7000000000000015,0.3409090909090909,Hippocampus,Thalamus,0,Hippocampus-Thalamus,ZFM-04820,2022-09-15
19,2.9000000000000012,0.4222222222222222,Hippocampus,Thalamus,0,Hippocampus-Thalamus,ZFM-04820,2022-09-15
20,3.100000000000002,0.391304347826087,Hippocampus,Thalamus,0,Hippocampus-Thalamus,ZFM-04820,2022-09-15
21,3.300000000000001,0.5348837209302325,Hippocampus,Thalamus,0,Hippocampus-Thalamus,ZFM-04820,2022-09-15
22,3.5000000000000013,0.4222222222222222,Hippocampus,Thalamus,0,Hippocampus-Thalamus,ZFM-04820,2022-09-15
23,3.7000000000000015,0.5,Hippocampus,Thalamus,0,Hippocampus-Thalamus,ZFM-04820,2022-09-15
24,3.9000000000000017,0.5526315789473685,Hippocampus,Thalamus,0,Hippocampus-Thalamus,ZFM-04820,2022-09-15
0,-0.9,0.2926829268292683,Hippocampus,Midbrain,1,Hippocampus-Midbrain,ZFM-04820,2022-09-15
1,-0.7,0.38095238095238093,Hippocampus,Midbrain,1,Hippocampus-Midbrain,ZFM-04820,2022-09-15
2,-0.4999999999999999,0.4358974358974359,Hippocampus,Midbrain,1,Hippocampus-Midbrain,ZFM-04820,2022-09-15
3,-0.2999999999999998,0.4146341463414634,Hippocampus,Midbrain,1,Hippocampus-Midbrain,ZFM-04820,2022-09-15
4,-0.09999999999999976,0.38095238095238093,Hippocampus,Midbrain,1,Hippocampus-Midbrain,ZFM-04820,2022-09-15
5,0.10000000000000042,0.3488372093023256,Hippocampus,Midbrain,1,Hippocampus-Midbrain,ZFM-04820,2022-09-15
6,0.3000000000000004,0.3111111111111111,Hippocampus,Midbrain,1,Hippocampus-Midbrain,ZFM-04820,2022-09-15
7,0.5000000000000003,0.28888888888888886,Hippocampus,Midbrain,1,Hippocampus-Midbrain,ZFM-04820,2022-09-15
8,0.7000000000000005,0.34782608695652173,Hippocampus,Midbrain,1,Hippocampus-Midbrain,ZFM-04820,2022-09-15
9,0.9000000000000007,0.3488372093023256,Hippocampus,Midbrain,1,Hippocampus-Midbrain,ZFM-04820,2022-09-15
10,1.100000000000001,0.36585365853658536,Hippocampus,Midbrain,1,Hippocampus-Midbrain,ZFM-04820,2022-09-15
11,1.3000000000000007,0.358974358974359,Hippocampus,Midbrain,1,Hippocampus-Midbrain,ZFM-04820,2022-09-15
12,1.5000000000000009,0.3157894736842105,Hippocampus,Midbrain,1,Hippocampus-Midbrain,ZFM-04820,2022-09-15
13,1.700000000000001,0.34210526315789475,Hippocampus,Midbrain,1,Hippocampus-Midbrain,ZFM-04820,2022-09-15
14,1.9000000000000008,0.358974358974359,Hippocampus,Midbrain,1,Hippocampus-Midbrain,ZFM-04820,2022-09-15
15,2.100000000000001,0.358974358974359,Hippocampus,Midbrain,1,Hippocampus-Midbrain,ZFM-04820,2022-09-15
16,2.300000000000001,0.3170731707317073,Hippocampus,Midbrain,1,Hippocampus-Midbrain,ZFM-04820,2022-09-15
17,2.5000000000000013,0.38461538461538464,Hippocampus,Midbrain,1,Hippocampus-Midbrain,ZFM-04820,2022-09-15
18,2.7000000000000015,0.34210526315789475,Hippocampus,Midbrain,1,Hippocampus-Midbrain,ZFM-04820,2022-09-15
19,2.9000000000000012,0.325,Hippocampus,Midbrain,1,Hippocampus-Midbrain,ZFM-04820,2022-09-15
20,3.100000000000002,0.3684210526315789,Hippocampus,Midbrain,1,Hippocampus-Midbrain,ZFM-04820,2022-09-15
21,3.300000000000001,0.375,Hippocampus,Midbrain,1,Hippocampus-Midbrain,ZFM-04820,2022-09-15
22,3.5000000000000013,0.3170731707317073,Hippocampus,Midbrain,1,Hippocampus-Midbrain,ZFM-04820,2022-09-15
23,3.7000000000000015,0.2926829268292683,Hippocampus,Midbrain,1,Hippocampus-Midbrain,ZFM-04820,2022-09-15
24,3.9000000000000017,0.3157894736842105,Hippocampus,Midbrain,1,Hippocampus-Midbrain,ZFM-04820,2022-09-15
0,-0.9,0.3333333333333333,Hippocampus,Midbrain,0,Hippocampus-Midbrain,ZFM-04820,2022-09-15
1,-0.7,0.37209302325581395,Hippocampus,Midbrain,0,Hippocampus-Midbrain,ZFM-04820,2022-09-15
2,-0.4999999999999999,0.36585365853658536,Hippocampus,Midbrain,0,Hippocampus-Midbrain,ZFM-04820,2022-09-15
3,-0.2999999999999998,0.34146341463414637,Hippocampus,Midbrain,0,Hippocampus-Midbrain,ZFM-04820,2022-09-15
4,-0.09999999999999976,0.2857142857142857,Hippocampus,Midbrain,0,Hippocampus-Midbrain,ZFM-04820,2022-09-15
5,0.10000000000000042,0.3023255813953488,Hippocampus,Midbrain,0,Hippocampus-Midbrain,ZFM-04820,2022-09-15
6,0.3000000000000004,0.2608695652173913,Hippocampus,Midbrain,0,Hippocampus-Midbrain,ZFM-04820,2022-09-15
7,0.5000000000000003,0.2727272727272727,Hippocampus,Midbrain,0,Hippocampus-Midbrain,ZFM-04820,2022-09-15
8,0.7000000000000005,0.2682926829268293,Hippocampus,Midbrain,0,Hippocampus-Midbrain,ZFM-04820,2022-09-15
9,0.9000000000000007,0.24390243902439024,Hippocampus,Midbrain,0,Hippocampus-Midbrain,ZFM-04820,2022-09-15
10,1.100000000000001,0.21428571428571427,Hippocampus,Midbrain,0,Hippocampus-Midbrain,ZFM-04820,2022-09-15
11,1.3000000000000007,0.2682926829268293,Hippocampus,Midbrain,0,Hippocampus-Midbrain,ZFM-04820,2022-09-15
12,1.5000000000000009,0.2682926829268293,Hippocampus,Midbrain,0,Hippocampus-Midbrain,ZFM-04820,2022-09-15
13,1.700000000000001,0.3023255813953488,Hippocampus,Midbrain,0,Hippocampus-Midbrain,ZFM-04820,2022-09-15
14,1.9000000000000008,0.2857142857142857,Hippocampus,Midbrain,0,Hippocampus-Midbrain,ZFM-04820,2022-09-15
15,2.100000000000001,0.2857142857142857,Hippocampus,Midbrain,0,Hippocampus-Midbrain,ZFM-04820,2022-09-15
16,2.300000000000001,0.3076923076923077,Hippocampus,Midbrain,0,Hippocampus-Midbrain,ZFM-04820,2022-09-15
17,2.5000000000000013,0.3076923076923077,Hippocampus,Midbrain,0,Hippocampus-Midbrain,ZFM-04820,2022-09-15
18,2.7000000000000015,0.30952380952380953,Hippocampus,Midbrain,0,Hippocampus-Midbrain,ZFM-04820,2022-09-15
19,2.9000000000000012,0.3076923076923077,Hippocampus,Midbrain,0,Hippocampus-Midbrain,ZFM-04820,2022-09-15
20,3.100000000000002,0.3076923076923077,Hippocampus,Midbrain,0,Hippocampus-Midbrain,ZFM-04820,2022-09-15
21,3.300000000000001,0.275,Hippocampus,Midbrain,0,Hippocampus-Midbrain,ZFM-04820,2022-09-15
22,3.5000000000000013,0.2619047619047619,Hippocampus,Midbrain,0,Hippocampus-Midbrain,ZFM-04820,2022-09-15
23,3.7000000000000015,0.2682926829268293,Hippocampus,Midbrain,0,Hippocampus-Midbrain,ZFM-04820,2022-09-15
24,3.9000000000000017,0.2857142857142857,Hippocampus,Midbrain,0,Hippocampus-Midbrain,ZFM-04820,2022-09-15
0,-0.9,0.8780487804878049,Sensory cortex,Thalamus,1,Sensory cortex-Thalamus,ZFM-04820,2022-09-15
1,-0.7,0.875,Sensory cortex,Thalamus,1,Sensory cortex-Thalamus,ZFM-04820,2022-09-15
2,-0.4999999999999999,0.8205128205128205,Sensory cortex,Thalamus,1,Sensory cortex-Thalamus,ZFM-04820,2022-09-15
3,-0.2999999999999998,0.8888888888888888,Sensory cortex,Thalamus,1,Sensory cortex-Thalamus,ZFM-04820,2022-09-15
4,-0.09999999999999976,0.7727272727272727,Sensory cortex,Thalamus,1,Sensory cortex-Thalamus,ZFM-04820,2022-09-15
5,0.10000000000000042,0.9782608695652174,Sensory cortex,Thalamus,1,Sensory cortex-Thalamus,ZFM-04820,2022-09-15
6,0.3000000000000004,0.9375,Sensory cortex,Thalamus,1,Sensory cortex-Thalamus,ZFM-04820,2022-09-15
7,0.5000000000000003,0.9375,Sensory cortex,Thalamus,1,Sensory cortex-Thalamus,ZFM-04820,2022-09-15
8,0.7000000000000005,0.9782608695652174,Sensory cortex,Thalamus,1,Sensory cortex-Thalamus,ZFM-04820,2022-09-15
9,0.9000000000000007,0.9777777777777777,Sensory cortex,Thalamus,1,Sensory cortex-Thalamus,ZFM-04820,2022-09-15
10,1.100000000000001,1.0,Sensory cortex,Thalamus,1,Sensory cortex-Thalamus,ZFM-04820,2022-09-15
11,1.3000000000000007,0.9411764705882353,Sensory cortex,Thalamus,1,Sensory cortex-Thalamus,ZFM-04820,2022-09-15
12,1.5000000000000009,0.75,Sensory cortex,Thalamus,1,Sensory cortex-Thalamus,ZFM-04820,2022-09-15
13,1.700000000000001,0.8,Sensory cortex,Thalamus,1,Sensory cortex-Thalamus,ZFM-04820,2022-09-15
14,1.9000000000000008,0.5757575757575758,Sensory cortex,Thalamus,1,Sensory cortex-Thalamus,ZFM-04820,2022-09-15
15,2.100000000000001,0.7297297297297297,Sensory cortex,Thalamus,1,Sensory cortex-Thalamus,ZFM-04820,2022-09-15
16,2.300000000000001,0.7209302325581395,Sensory cortex,Thalamus,1,Sensory cortex-Thalamus,ZFM-04820,2022-09-15
17,2.5000000000000013,0.868421052631579,Sensory cortex,Thalamus,1,Sensory cortex-Thalamus,ZFM-04820,2022-09-15
18,2.7000000000000015,0.7804878048780488,Sensory cortex,Thalamus,1,Sensory cortex-Thalamus,ZFM-04820,2022-09-15
19,2.9000000000000012,0.8636363636363636,Sensory cortex,Thalamus,1,Sensory cortex-Thalamus,ZFM-04820,2022-09-15
20,3.100000000000002,0.8863636363636364,Sensory cortex,Thalamus,1,Sensory cortex-Thalamus,ZFM-04820,2022-09-15
21,3.300000000000001,0.9024390243902439,Sensory cortex,Thalamus,1,Sensory cortex-Thalamus,ZFM-04820,2022-09-15
22,3.5000000000000013,0.868421052631579,Sensory cortex,Thalamus,1,Sensory cortex-Thalamus,ZFM-04820,2022-09-15
23,3.7000000000000015,0.868421052631579,Sensory cortex,Thalamus,1,Sensory cortex-Thalamus,ZFM-04820,2022-09-15
24,3.9000000000000017,0.825,Sensory cortex,Thalamus,1,Sensory cortex-Thalamus,ZFM-04820,2022-09-15
0,-0.9,0.8947368421052632,Sensory cortex,Thalamus,0,Sensory cortex-Thalamus,ZFM-04820,2022-09-15
1,-0.7,0.8333333333333334,Sensory cortex,Thalamus,0,Sensory cortex-Thalamus,ZFM-04820,2022-09-15
2,-0.4999999999999999,0.8157894736842105,Sensory cortex,Thalamus,0,Sensory cortex-Thalamus,ZFM-04820,2022-09-15
3,-0.2999999999999998,0.9024390243902439,Sensory cortex,Thalamus,0,Sensory cortex-Thalamus,ZFM-04820,2022-09-15
4,-0.09999999999999976,0.8292682926829268,Sensory cortex,Thalamus,0,Sensory cortex-Thalamus,ZFM-04820,2022-09-15
5,0.10000000000000042,0.7954545454545454,Sensory cortex,Thalamus,0,Sensory cortex-Thalamus,ZFM-04820,2022-09-15
6,0.3000000000000004,0.8372093023255814,Sensory cortex,Thalamus,0,Sensory cortex-Thalamus,ZFM-04820,2022-09-15
7,0.5000000000000003,0.9318181818181818,Sensory cortex,Thalamus,0,Sensory cortex-Thalamus,ZFM-04820,2022-09-15
8,0.7000000000000005,0.9318181818181818,Sensory cortex,Thalamus,0,Sensory cortex-Thalamus,ZFM-04820,2022-09-15
9,0.9000000000000007,0.9333333333333333,Sensory cortex,Thalamus,0,Sensory cortex-Thalamus,ZFM-04820,2022-09-15
10,1.100000000000001,0.9302325581395349,Sensory cortex,Thalamus,0,Sensory cortex-Thalamus,ZFM-04820,2022-09-15
11,1.3000000000000007,0.8648648648648649,Sensory cortex,Thalamus,0,Sensory cortex-Thalamus,ZFM-04820,2022-09-15
12,1.5000000000000009,0.8648648648648649,Sensory cortex,Thalamus,0,Sensory cortex-Thalamus,ZFM-04820,2022-09-15
13,1.700000000000001,0.8285714285714286,Sensory cortex,Thalamus,0,Sensory cortex-Thalamus,ZFM-04820,2022-09-15
14,1.9000000000000008,0.7837837837837838,Sensory cortex,Thalamus,0,Sensory cortex-Thalamus,ZFM-04820,2022-09-15
15,2.100000000000001,0.8536585365853658,Sensory cortex,Thalamus,0,Sensory cortex-Thalamus,ZFM-04820,2022-09-15
16,2.300000000000001,0.868421052631579,Sensory cortex,Thalamus,0,Sensory cortex-Thalamus,ZFM-04820,2022-09-15
17,2.5000000000000013,0.7804878048780488,Sensory cortex,Thalamus,0,Sensory cortex-Thalamus,ZFM-04820,2022-09-15
18,2.7000000000000015,0.8333333333333334,Sensory cortex,Thalamus,0,Sensory cortex-Thalamus,ZFM-04820,2022-09-15
19,2.9000000000000012,0.8809523809523809,Sensory cortex,Thalamus,0,Sensory cortex-Thalamus,ZFM-04820,2022-09-15
20,3.100000000000002,0.8888888888888888,Sensory cortex,Thalamus,0,Sensory cortex-Thalamus,ZFM-04820,2022-09-15
21,3.300000000000001,0.9545454545454546,Sensory cortex,Thalamus,0,Sensory cortex-Thalamus,ZFM-04820,2022-09-15
22,3.5000000000000013,0.8695652173913043,Sensory cortex,Thalamus,0,Sensory cortex-Thalamus,ZFM-04820,2022-09-15
23,3.7000000000000015,0.9302325581395349,Sensory cortex,Thalamus,0,Sensory cortex-Thalamus,ZFM-04820,2022-09-15
24,3.9000000000000017,0.9473684210526315,Sensory cortex,Thalamus,0,Sensory cortex-Thalamus,ZFM-04820,2022-09-15
0,-0.9,0.4888888888888889,Sensory cortex,Midbrain,1,Midbrain-Sensory cortex,ZFM-04820,2022-09-15
1,-0.7,0.4782608695652174,Sensory cortex,Midbrain,1,Midbrain-Sensory cortex,ZFM-04820,2022-09-15
2,-0.4999999999999999,0.4883720930232558,Sensory cortex,Midbrain,1,Midbrain-Sensory cortex,ZFM-04820,2022-09-15
3,-0.2999999999999998,0.5121951219512195,Sensory cortex,Midbrain,1,Midbrain-Sensory cortex,ZFM-04820,2022-09-15
4,-0.09999999999999976,0.5227272727272727,Sensory cortex,Midbrain,1,Midbrain-Sensory cortex,ZFM-04820,2022-09-15
5,0.10000000000000042,0.5106382978723404,Sensory cortex,Midbrain,1,Midbrain-Sensory cortex,ZFM-04820,2022-09-15
6,0.3000000000000004,0.5,Sensory cortex,Midbrain,1,Midbrain-Sensory cortex,ZFM-04820,2022-09-15
7,0.5000000000000003,0.42857142857142855,Sensory cortex,Midbrain,1,Midbrain-Sensory cortex,ZFM-04820,2022-09-15
8,0.7000000000000005,0.44,Sensory cortex,Midbrain,1,Midbrain-Sensory cortex,ZFM-04820,2022-09-15
9,0.9000000000000007,0.4583333333333333,Sensory cortex,Midbrain,1,Midbrain-Sensory cortex,ZFM-04820,2022-09-15
10,1.100000000000001,0.5714285714285714,Sensory cortex,Midbrain,1,Midbrain-Sensory cortex,ZFM-04820,2022-09-15
11,1.3000000000000007,0.5384615384615384,Sensory cortex,Midbrain,1,Midbrain-Sensory cortex,ZFM-04820,2022-09-15
12,1.5000000000000009,0.42105263157894735,Sensory cortex,Midbrain,1,Midbrain-Sensory cortex,ZFM-04820,2022-09-15
13,1.700000000000001,0.34210526315789475,Sensory cortex,Midbrain,1,Midbrain-Sensory cortex,ZFM-04820,2022-09-15
14,1.9000000000000008,0.34146341463414637,Sensory cortex,Midbrain,1,Midbrain-Sensory cortex,ZFM-04820,2022-09-15
15,2.100000000000001,0.37777777777777777,Sensory cortex,Midbrain,1,Midbrain-Sensory cortex,ZFM-04820,2022-09-15
16,2.300000000000001,0.4166666666666667,Sensory cortex,Midbrain,1,Midbrain-Sensory cortex,ZFM-04820,2022-09-15
17,2.5000000000000013,0.475,Sensory cortex,Midbrain,1,Midbrain-Sensory cortex,ZFM-04820,2022-09-15
18,2.7000000000000015,0.4318181818181818,Sensory cortex,Midbrain,1,Midbrain-Sensory cortex,ZFM-04820,2022-09-15
19,2.9000000000000012,0.5111111111111111,Sensory cortex,Midbrain,1,Midbrain-Sensory cortex,ZFM-04820,2022-09-15
20,3.100000000000002,0.4888888888888889,Sensory cortex,Midbrain,1,Midbrain-Sensory cortex,ZFM-04820,2022-09-15
21,3.300000000000001,0.5,Sensory cortex,Midbrain,1,Midbrain-Sensory cortex,ZFM-04820,2022-09-15
22,3.5000000000000013,0.4883720930232558,Sensory cortex,Midbrain,1,Midbrain-Sensory cortex,ZFM-04820,2022-09-15
23,3.7000000000000015,0.5238095238095238,Sensory cortex,Midbrain,1,Midbrain-Sensory cortex,ZFM-04820,2022-09-15
24,3.9000000000000017,0.4883720930232558,Sensory cortex,Midbrain,1,Midbrain-Sensory cortex,ZFM-04820,2022-09-15
0,-0.9,0.475,Sensory cortex,Midbrain,0,Midbrain-Sensory cortex,ZFM-04820,2022-09-15
1,-0.7,0.4,Sensory cortex,Midbrain,0,Midbrain-Sensory cortex,ZFM-04820,2022-09-15
2,-0.4999999999999999,0.4146341463414634,Sensory cortex,Midbrain,0,Midbrain-Sensory cortex,ZFM-04820,2022-09-15
3,-0.2999999999999998,0.4090909090909091,Sensory cortex,Midbrain,0,Midbrain-Sensory cortex,ZFM-04820,2022-09-15
4,-0.09999999999999976,0.37777777777777777,Sensory cortex,Midbrain,0,Midbrain-Sensory cortex,ZFM-04820,2022-09-15
5,0.10000000000000042,0.4,Sensory cortex,Midbrain,0,Midbrain-Sensory cortex,ZFM-04820,2022-09-15
6,0.3000000000000004,0.3404255319148936,Sensory cortex,Midbrain,0,Midbrain-Sensory cortex,ZFM-04820,2022-09-15
7,0.5000000000000003,0.40425531914893614,Sensory cortex,Midbrain,0,Midbrain-Sensory cortex,ZFM-04820,2022-09-15
8,0.7000000000000005,0.425531914893617,Sensory cortex,Midbrain,0,Midbrain-Sensory cortex,ZFM-04820,2022-09-15
9,0.9000000000000007,0.5,Sensory cortex,Midbrain,0,Midbrain-Sensory cortex,ZFM-04820,2022-09-15
10,1.100000000000001,0.4166666666666667,Sensory cortex,Midbrain,0,Midbrain-Sensory cortex,ZFM-04820,2022-09-15
11,1.3000000000000007,0.36363636363636365,Sensory cortex,Midbrain,0,Midbrain-Sensory cortex,ZFM-04820,2022-09-15
12,1.5000000000000009,0.45,Sensory cortex,Midbrain,0,Midbrain-Sensory cortex,ZFM-04820,2022-09-15
13,1.700000000000001,0.4146341463414634,Sensory cortex,Midbrain,0,Midbrain-Sensory cortex,ZFM-04820,2022-09-15
14,1.9000000000000008,0.38095238095238093,Sensory cortex,Midbrain,0,Midbrain-Sensory cortex,ZFM-04820,2022-09-15
15,2.100000000000001,0.4,Sensory cortex,Midbrain,0,Midbrain-Sensory cortex,ZFM-04820,2022-09-15
16,2.300000000000001,0.4878048780487805,Sensory cortex,Midbrain,0,Midbrain-Sensory cortex,ZFM-04820,2022-09-15
17,2.5000000000000013,0.4888888888888889,Sensory cortex,Midbrain,0,Midbrain-Sensory cortex,ZFM-04820,2022-09-15
18,2.7000000000000015,0.4318181818181818,Sensory cortex,Midbrain,0,Midbrain-Sensory cortex,ZFM-04820,2022-09-15
19,2.9000000000000012,0.5,Sensory cortex,Midbrain,0,Midbrain-Sensory cortex,ZFM-04820,2022-09-15
20,3.100000000000002,0.48936170212765956,Sensory cortex,Midbrain,0,Midbrain-Sensory cortex,ZFM-04820,2022-09-15
21,3.300000000000001,0.5434782608695652,Sensory cortex,Midbrain,0,Midbrain-Sensory cortex,ZFM-04820,2022-09-15
22,3.5000000000000013,0.46808510638297873,Sensory cortex,Midbrain,0,Midbrain-Sensory cortex,ZFM-04820,2022-09-15
23,3.7000000000000015,0.4166666666666667,Sensory cortex,Midbrain,0,Midbrain-Sensory cortex,ZFM-04820,2022-09-15
24,3.9000000000000017,0.35555555555555557,Sensory cortex,Midbrain,0,Midbrain-Sensory cortex,ZFM-04820,2022-09-15
0,-0.9,0.5609756097560976,Thalamus,Midbrain,1,Midbrain-Thalamus,ZFM-04820,2022-09-15
1,-0.7,0.5365853658536586,Thalamus,Midbrain,1,Midbrain-Thalamus,ZFM-04820,2022-09-15
2,-0.4999999999999999,0.575,Thalamus,Midbrain,1,Midbrain-Thalamus,ZFM-04820,2022-09-15
3,-0.2999999999999998,0.55,Thalamus,Midbrain,1,Midbrain-Thalamus,ZFM-04820,2022-09-15
4,-0.09999999999999976,0.6666666666666666,Thalamus,Midbrain,1,Midbrain-Thalamus,ZFM-04820,2022-09-15
5,0.10000000000000042,0.5217391304347826,Thalamus,Midbrain,1,Midbrain-Thalamus,ZFM-04820,2022-09-15
6,0.3000000000000004,0.5106382978723404,Thalamus,Midbrain,1,Midbrain-Thalamus,ZFM-04820,2022-09-15
7,0.5000000000000003,0.4791666666666667,Thalamus,Midbrain,1,Midbrain-Thalamus,ZFM-04820,2022-09-15
8,0.7000000000000005,0.4489795918367347,Thalamus,Midbrain,1,Midbrain-Thalamus,ZFM-04820,2022-09-15
9,0.9000000000000007,0.4791666666666667,Thalamus,Midbrain,1,Midbrain-Thalamus,ZFM-04820,2022-09-15
10,1.100000000000001,0.5714285714285714,Thalamus,Midbrain,1,Midbrain-Thalamus,ZFM-04820,2022-09-15
11,1.3000000000000007,0.5675675675675675,Thalamus,Midbrain,1,Midbrain-Thalamus,ZFM-04820,2022-09-15
12,1.5000000000000009,0.5151515151515151,Thalamus,Midbrain,1,Midbrain-Thalamus,ZFM-04820,2022-09-15
13,1.700000000000001,0.4473684210526316,Thalamus,Midbrain,1,Midbrain-Thalamus,ZFM-04820,2022-09-15
14,1.9000000000000008,0.45714285714285713,Thalamus,Midbrain,1,Midbrain-Thalamus,ZFM-04820,2022-09-15
15,2.100000000000001,0.4594594594594595,Thalamus,Midbrain,1,Midbrain-Thalamus,ZFM-04820,2022-09-15
16,2.300000000000001,0.45,Thalamus,Midbrain,1,Midbrain-Thalamus,ZFM-04820,2022-09-15
17,2.5000000000000013,0.5263157894736842,Thalamus,Midbrain,1,Midbrain-Thalamus,ZFM-04820,2022-09-15
18,2.7000000000000015,0.48717948717948717,Thalamus,Midbrain,1,Midbrain-Thalamus,ZFM-04820,2022-09-15
19,2.9000000000000012,0.5238095238095238,Thalamus,Midbrain,1,Midbrain-Thalamus,ZFM-04820,2022-09-15
20,3.100000000000002,0.5238095238095238,Thalamus,Midbrain,1,Midbrain-Thalamus,ZFM-04820,2022-09-15
21,3.300000000000001,0.5121951219512195,Thalamus,Midbrain,1,Midbrain-Thalamus,ZFM-04820,2022-09-15
22,3.5000000000000013,0.5128205128205128,Thalamus,Midbrain,1,Midbrain-Thalamus,ZFM-04820,2022-09-15
23,3.7000000000000015,0.5945945945945946,Thalamus,Midbrain,1,Midbrain-Thalamus,ZFM-04820,2022-09-15
24,3.9000000000000017,0.5405405405405406,Thalamus,Midbrain,1,Midbrain-Thalamus,ZFM-04820,2022-09-15
0,-0.9,0.425,Thalamus,Midbrain,0,Midbrain-Thalamus,ZFM-04820,2022-09-15
1,-0.7,0.38095238095238093,Thalamus,Midbrain,0,Midbrain-Thalamus,ZFM-04820,2022-09-15
2,-0.4999999999999999,0.41025641025641024,Thalamus,Midbrain,0,Midbrain-Thalamus,ZFM-04820,2022-09-15
3,-0.2999999999999998,0.42857142857142855,Thalamus,Midbrain,0,Midbrain-Thalamus,ZFM-04820,2022-09-15
4,-0.09999999999999976,0.40476190476190477,Thalamus,Midbrain,0,Midbrain-Thalamus,ZFM-04820,2022-09-15
5,0.10000000000000042,0.42857142857142855,Thalamus,Midbrain,0,Midbrain-Thalamus,ZFM-04820,2022-09-15
6,0.3000000000000004,0.3333333333333333,Thalamus,Midbrain,0,Midbrain-Thalamus,ZFM-04820,2022-09-15
