,time,r_mean,r_permut,region1,region2,region_pair,subject,date,probe
29,2.1499999999999995,0.003966936388625414,0.39762277796677015,Sensory cortex,Thalamus,Sensory cortex-Thalamus,ZFM-02181,2021-07-15,probe00
30,2.249999999999999,0.0031250501730948287,0.38373399186180807,Sensory cortex,Thalamus,Sensory cortex-Thalamus,ZFM-02181,2021-07-15,probe00
31,2.349999999999999,0.00382567849693808,0.4161663702627825,Sensory cortex,Thalamus,Sensory cortex-Thalamus,ZFM-02181,2021-07-15,probe00
32,2.4499999999999993,0.003168784184245628,0.38538833585898125,Sensory cortex,Thalamus,Sensory cortex-Thalamus,ZFM-02181,2021-07-15,probe00
33,2.5499999999999994,0.0026909645847803614,0.47616942209188534,Sensory cortex,Thalamus,Sensory cortex-Thalamus,ZFM-02181,2021-07-15,probe00
34,2.6499999999999995,0.0030136576793134474,0.35433607969868,Sensory cortex,Thalamus,Sensory cortex-Thalamus,ZFM-02181,2021-07-15,probe00
35,2.749999999999999,0.0027109375383484124,0.4348498898362078,Sensory cortex,Thalamus,Sensory cortex-Thalamus,ZFM-02181,2021-07-15,probe00
36,2.849999999999999,0.00433224955684206,0.4275444640371625,Sensory cortex,Thalamus,Sensory cortex-Thalamus,ZFM-02181,2021-07-15,probe00
37,2.9499999999999993,0.010394743296225117,0.3920017333448463,Sensory cortex,Thalamus,Sensory cortex-Thalamus,ZFM-02181,2021-07-15,probe00
38,3.049999999999999,0.010553521411894574,0.33193329340460914,Sensory cortex,Thalamus,Sensory cortex-Thalamus,ZFM-02181,2021-07-15,probe00
39,3.149999999999999,0.009580800052745597,0.45844445262012606,Sensory cortex,Thalamus,Sensory cortex-Thalamus,ZFM-02181,2021-07-15,probe00
40,3.249999999999999,0.007482812862334489,0.5049063534367085,Sensory cortex,Thalamus,Sensory cortex-Thalamus,ZFM-02181,2021-07-15,probe00
41,3.3499999999999988,0.004369659124599931,0.48262268829280874,Sensory cortex,Thalamus,Sensory cortex-Thalamus,ZFM-02181,2021-07-15,probe00
42,3.4499999999999993,0.0054874348039003875,0.5872933325960523,Sensory cortex,Thalamus,Sensory cortex-Thalamus,ZFM-02181,2021-07-15,probe00
43,3.549999999999999,0.009301718040230443,0.5062514937825648,Sensory cortex,Thalamus,Sensory cortex-Thalamus,ZFM-02181,2021-07-15,probe00
44,3.6499999999999986,0.006918168452305558,0.5244135878444122,Sensory cortex,Thalamus,Sensory cortex-Thalamus,ZFM-02181,2021-07-15,probe00
45,3.749999999999999,0.006530173648701227,0.48223076929112885,Sensory cortex,Thalamus,Sensory cortex-Thalamus,ZFM-02181,2021-07-15,probe00
0,-0.75,-0.001815582019876083,0.4102431667437888,Sensory cortex,Midbrain,Midbrain-Sensory cortex,ZFM-02181,2021-07-15,probe00
1,-0.65,-0.00018102857028715454,0.40460836738378575,Sensory cortex,Midbrain,Midbrain-Sensory cortex,ZFM-02181,2021-07-15,probe00
2,-0.55,0.001786066009562897,0.4632226875888649,Sensory cortex,Midbrain,Midbrain-Sensory cortex,ZFM-02181,2021-07-15,probe00
3,-0.45000000000000007,0.001997070146898166,0.4571305907435707,Sensory cortex,Midbrain,Midbrain-Sensory cortex,ZFM-02181,2021-07-15,probe00
4,-0.3500000000000001,0.0022013952210710058,0.4579539746408442,Sensory cortex,Midbrain,Midbrain-Sensory cortex,ZFM-02181,2021-07-15,probe00
5,-0.2500000000000001,0.002378634085207546,0.4220962607867539,Sensory cortex,Midbrain,Midbrain-Sensory cortex,ZFM-02181,2021-07-15,probe00
6,-0.15000000000000013,0.001087117082740785,0.42694893425986175,Sensory cortex,Midbrain,Midbrain-Sensory cortex,ZFM-02181,2021-07-15,probe00
7,-0.050000000000000155,0.0006793757545016654,0.42157250957244646,Sensory cortex,Midbrain,Midbrain-Sensory cortex,ZFM-02181,2021-07-15,probe00
8,0.04999999999999982,0.001168379201628695,0.4447923518985052,Sensory cortex,Midbrain,Midbrain-Sensory cortex,ZFM-02181,2021-07-15,probe00
9,0.1499999999999998,0.0020848073249164884,0.43953914457712223,Sensory cortex,Midbrain,Midbrain-Sensory cortex,ZFM-02181,2021-07-15,probe00
10,0.24999999999999978,0.0021952706737198052,0.49537099802488804,Sensory cortex,Midbrain,Midbrain-Sensory cortex,ZFM-02181,2021-07-15,probe00
11,0.34999999999999964,0.0013664539491399388,0.515507944031235,Sensory cortex,Midbrain,Midbrain-Sensory cortex,ZFM-02181,2021-07-15,probe00
12,0.44999999999999973,-0.00037459233364060617,0.5133651421072521,Sensory cortex,Midbrain,Midbrain-Sensory cortex,ZFM-02181,2021-07-15,probe00
13,0.5499999999999998,-0.0013766475681003928,0.5524953793540018,Sensory cortex,Midbrain,Midbrain-Sensory cortex,ZFM-02181,2021-07-15,probe00
14,0.6499999999999997,-0.0013187847601939331,0.5527864125013443,Sensory cortex,Midbrain,Midbrain-Sensory cortex,ZFM-02181,2021-07-15,probe00
15,0.7499999999999996,0.0004931909234049561,0.5388441248702891,Sensory cortex,Midbrain,Midbrain-Sensory cortex,ZFM-02181,2021-07-15,probe00
16,0.8499999999999996,0.0020845365786743087,0.46780539439653346,Sensory cortex,Midbrain,Midbrain-Sensory cortex,ZFM-02181,2021-07-15,probe00
17,0.9499999999999997,0.0022273486013144606,0.4410099396341117,Sensory cortex,Midbrain,Midbrain-Sensory cortex,ZFM-02181,2021-07-15,probe00
18,1.0499999999999996,0.002028865850396966,0.42118432772713094,Sensory cortex,Midbrain,Midbrain-Sensory cortex,ZFM-02181,2021-07-15,probe00
19,1.1499999999999995,0.0008886131025325998,0.43303704062020987,Sensory cortex,Midbrain,Midbrain-Sensory cortex,ZFM-02181,2021-07-15,probe00
20,1.2499999999999996,0.00040967624093911955,0.4518969214436037,Sensory cortex,Midbrain,Midbrain-Sensory cortex,ZFM-02181,2021-07-15,probe00
21,1.3499999999999996,-0.0007553321433794882,0.43967807520574886,Sensory cortex,Midbrain,Midbrain-Sensory cortex,ZFM-02181,2021-07-15,probe00
22,1.4499999999999993,-0.0011953671898963553,0.42662608879538755,Sensory cortex,Midbrain,Midbrain-Sensory cortex,ZFM-02181,2021-07-15,probe00
23,1.5499999999999994,-0.00031652049408032693,0.5224189406542776,Sensory cortex,Midbrain,Midbrain-Sensory cortex,ZFM-02181,2021-07-15,probe00
24,1.6499999999999995,0.0003381966962167558,0.39485618175368614,Sensory cortex,Midbrain,Midbrain-Sensory cortex,ZFM-02181,2021-07-15,probe00
25,1.7499999999999996,0.0007520908562120922,0.44208140613976527,Sensory cortex,Midbrain,Midbrain-Sensory cortex,ZFM-02181,2021-07-15,probe00
26,1.8499999999999996,0.001893010161480754,0.5120401144722301,Sensory cortex,Midbrain,Midbrain-Sensory cortex,ZFM-02181,2021-07-15,probe00
27,1.9499999999999993,0.001206581203693253,0.5089332177268119,Sensory cortex,Midbrain,Midbrain-Sensory cortex,ZFM-02181,2021-07-15,probe00
28,2.0499999999999994,0.0007376022216611378,0.5144042664878088,Sensory cortex,Midbrain,Midbrain-Sensory cortex,ZFM-02181,2021-07-15,probe00
29,2.1499999999999995,-0.0008762972903711022,0.4844707131390774,Sensory cortex,Midbrain,Midbrain-Sensory cortex,ZFM-02181,2021-07-15,probe00
30,2.249999999999999,0.0001949050473678945,0.47992381332903605,Sensory cortex,Midbrain,Midbrain-Sensory cortex,ZFM-02181,2021-07-15,probe00
31,2.349999999999999,0.0019106595645438215,0.4596508433061515,Sensory cortex,Midbrain,Midbrain-Sensory cortex,ZFM-02181,2021-07-15,probe00
32,2.4499999999999993,0.0036423086825935758,0.43267907964755103,Sensory cortex,Midbrain,Midbrain-Sensory cortex,ZFM-02181,2021-07-15,probe00
33,2.5499999999999994,0.005121898831076039,0.39673287264662493,Sensory cortex,Midbrain,Midbrain-Sensory cortex,ZFM-02181,2021-07-15,probe00
34,2.6499999999999995,0.0051319330883953795,0.48437101246152886,Sensory cortex,Midbrain,Midbrain-Sensory cortex,ZFM-02181,2021-07-15,probe00
35,2.749999999999999,0.004578553064074683,0.5102924669401835,Sensory cortex,Midbrain,Midbrain-Sensory cortex,ZFM-02181,2021-07-15,probe00
36,2.849999999999999,0.0043156759634410125,0.4111270471582105,Sensory cortex,Midbrain,Midbrain-Sensory cortex,ZFM-02181,2021-07-15,probe00
37,2.9499999999999993,0.003087335550635847,0.513582980753058,Sensory cortex,Midbrain,Midbrain-Sensory cortex,ZFM-02181,2021-07-15,probe00
38,3.049999999999999,0.001886978515573623,0.4961712116571119,Sensory cortex,Midbrain,Midbrain-Sensory cortex,ZFM-02181,2021-07-15,probe00
39,3.149999999999999,0.0006894090574888133,0.4791840141928137,Sensory cortex,Midbrain,Midbrain-Sensory cortex,ZFM-02181,2021-07-15,probe00
40,3.249999999999999,-0.0009762876968369574,0.4926085664555386,Sensory cortex,Midbrain,Midbrain-Sensory cortex,ZFM-02181,2021-07-15,probe00
41,3.3499999999999988,-0.0008947379045793584,0.4136747266644421,Sensory cortex,Midbrain,Midbrain-Sensory cortex,ZFM-02181,2021-07-15,probe00
42,3.4499999999999993,0.001404856212108198,0.479418858791452,Sensory cortex,Midbrain,Midbrain-Sensory cortex,ZFM-02181,2021-07-15,probe00
43,3.549999999999999,0.00263693964403418,0.46897146998487377,Sensory cortex,Midbrain,Midbrain-Sensory cortex,ZFM-02181,2021-07-15,probe00
44,3.6499999999999986,0.002136845618767821,0.4767810938869311,Sensory cortex,Midbrain,Midbrain-Sensory cortex,ZFM-02181,2021-07-15,probe00
45,3.749999999999999,0.0028512414180591077,0.43124230065666874,Sensory cortex,Midbrain,Midbrain-Sensory cortex,ZFM-02181,2021-07-15,probe00
0,-0.75,0.002827064072580069,0.6727249936501115,Thalamus,Midbrain,Midbrain-Thalamus,ZFM-02181,2021-07-15,probe00
1,-0.65,0.00444103963205401,0.38428699021453444,Thalamus,Midbrain,Midbrain-Thalamus,ZFM-02181,2021-07-15,probe00
2,-0.55,0.0035093501333213093,0.513024828789496,Thalamus,Midbrain,Midbrain-Thalamus,ZFM-02181,2021-07-15,probe00
3,-0.45000000000000007,0.003374278188699753,0.4618766744070051,Thalamus,Midbrain,Midbrain-Thalamus,ZFM-02181,2021-07-15,probe00
4,-0.3500000000000001,0.0034318510153855263,0.49678009444085003,Thalamus,Midbrain,Midbrain-Thalamus,ZFM-02181,2021-07-15,probe00
5,-0.2500000000000001,0.003778984711790656,0.4891648676463764,Thalamus,Midbrain,Midbrain-Thalamus,ZFM-02181,2021-07-15,probe00
6,-0.15000000000000013,0.003190068036290123,0.29222104802360216,Thalamus,Midbrain,Midbrain-Thalamus,ZFM-02181,2021-07-15,probe00
7,-0.050000000000000155,0.003502310361840182,0.28461620740916993,Thalamus,Midbrain,Midbrain-Thalamus,ZFM-02181,2021-07-15,probe00
8,0.04999999999999982,0.003717199870738059,0.3067617490618109,Thalamus,Midbrain,Midbrain-Thalamus,ZFM-02181,2021-07-15,probe00
9,0.1499999999999998,0.003296345486934893,0.330441482571368,Thalamus,Midbrain,Midbrain-Thalamus,ZFM-02181,2021-07-15,probe00
10,0.24999999999999978,0.0052927365828324725,0.36233119533834957,Thalamus,Midbrain,Midbrain-Thalamus,ZFM-02181,2021-07-15,probe00
11,0.34999999999999964,0.004305569926102838,0.36942903100646723,Thalamus,Midbrain,Midbrain-Thalamus,ZFM-02181,2021-07-15,probe00
12,0.44999999999999973,0.0014025725831223967,0.3783197590913163,Thalamus,Midbrain,Midbrain-Thalamus,ZFM-02181,2021-07-15,probe00
13,0.5499999999999998,0.0008813857899493849,0.39455877211909746,Thalamus,Midbrain,Midbrain-Thalamus,ZFM-02181,2021-07-15,probe00
14,0.6499999999999997,0.0009336501107670671,0.6031361317829942,Thalamus,Midbrain,Midbrain-Thalamus,ZFM-02181,2021-07-15,probe00
15,0.7499999999999996,0.0018830738354610973,0.42960570743763526,Thalamus,Midbrain,Midbrain-Thalamus,ZFM-02181,2021-07-15,probe00
16,0.8499999999999996,0.003258451522502421,0.4915600940636608,Thalamus,Midbrain,Midbrain-Thalamus,ZFM-02181,2021-07-15,probe00
17,0.9499999999999997,0.0041812181882645,0.406521274695509,Thalamus,Midbrain,Midbrain-Thalamus,ZFM-02181,2021-07-15,probe00
18,1.0499999999999996,0.0037435079657918433,0.51757752537549,Thalamus,Midbrain,Midbrain-Thalamus,ZFM-02181,2021-07-15,probe00
19,1.1499999999999995,0.0030095410871837647,0.5050365281631075,Thalamus,Midbrain,Midbrain-Thalamus,ZFM-02181,2021-07-15,probe00
20,1.2499999999999996,0.002152868266111807,0.3289544043154708,Thalamus,Midbrain,Midbrain-Thalamus,ZFM-02181,2021-07-15,probe00
21,1.3499999999999996,0.0017348769815094065,0.6775455304792466,Thalamus,Midbrain,Midbrain-Thalamus,ZFM-02181,2021-07-15,probe00
22,1.4499999999999993,0.0018383645043882379,0.686128572487039,Thalamus,Midbrain,Midbrain-Thalamus,ZFM-02181,2021-07-15,probe00
23,1.5499999999999994,0.0015022922985640389,0.7153108146630878,Thalamus,Midbrain,Midbrain-Thalamus,ZFM-02181,2021-07-15,probe00
24,1.6499999999999995,0.000980626486199064,0.49439288002186715,Thalamus,Midbrain,Midbrain-Thalamus,ZFM-02181,2021-07-15,probe00
25,1.7499999999999996,0.0010273418112539806,0.5544083980395379,Thalamus,Midbrain,Midbrain-Thalamus,ZFM-02181,2021-07-15,probe00
26,1.8499999999999996,0.0006187435819161337,0.48083413223502564,Thalamus,Midbrain,Midbrain-Thalamus,ZFM-02181,2021-07-15,probe00
27,1.9499999999999993,0.0006361103348543276,0.3931080262789658,Thalamus,Midbrain,Midbrain-Thalamus,ZFM-02181,2021-07-15,probe00
28,2.0499999999999994,0.0008407507140275827,0.3116818626467594,Thalamus,Midbrain,Midbrain-Thalamus,ZFM-02181,2021-07-15,probe00
29,2.1499999999999995,0.0007133642861760357,0.32520652838990494,Thalamus,Midbrain,Midbrain-Thalamus,ZFM-02181,2021-07-15,probe00
30,2.249999999999999,0.0008857397792032476,0.5672053397690024,Thalamus,Midbrain,Midbrain-Thalamus,ZFM-02181,2021-07-15,probe00
31,2.349999999999999,0.0019311174067997046,0.5791194620385479,Thalamus,Midbrain,Midbrain-Thalamus,ZFM-02181,2021-07-15,probe00
32,2.4499999999999993,0.0028852996287675823,0.42701418561938576,Thalamus,Midbrain,Midbrain-Thalamus,ZFM-02181,2021-07-15,probe00
33,2.5499999999999994,0.0027080136750933046,0.5507784652310621,Thalamus,Midbrain,Midbrain-Thalamus,ZFM-02181,2021-07-15,probe00
34,2.6499999999999995,0.002968379331227438,0.5513732360418664,Thalamus,Midbrain,Midbrain-Thalamus,ZFM-02181,2021-07-15,probe00
35,2.749999999999999,0.0035551331225603215,0.4736846257346595,Thalamus,Midbrain,Midbrain-Thalamus,ZFM-02181,2021-07-15,probe00
36,2.849999999999999,0.002813035112147363,0.5241705635788725,Thalamus,Midbrain,Midbrain-Thalamus,ZFM-02181,2021-07-15,probe00
37,2.9499999999999993,0.0019969165197332955,0.5196849246209417,Thalamus,Midbrain,Midbrain-Thalamus,ZFM-02181,2021-07-15,probe00
38,3.049999999999999,0.0022917927531586947,0.6712614473898937,Thalamus,Midbrain,Midbrain-Thalamus,ZFM-02181,2021-07-15,probe00
39,3.149999999999999,0.0019161731774209561,0.6237285068932221,Thalamus,Midbrain,Midbrain-Thalamus,ZFM-02181,2021-07-15,probe00
40,3.249999999999999,0.003179093272385593,0.6491536192847172,Thalamus,Midbrain,Midbrain-Thalamus,ZFM-02181,2021-07-15,probe00
41,3.3499999999999988,0.004776607010799318,0.5331105802422595,Thalamus,Midbrain,Midbrain-Thalamus,ZFM-02181,2021-07-15,probe00
42,3.4499999999999993,0.0037972056856320894,0.48619033343136275,Thalamus,Midbrain,Midbrain-Thalamus,ZFM-02181,2021-07-15,probe00
43,3.549999999999999,0.0036308478995553417,0.49079984756519723,Thalamus,Midbrain,Midbrain-Thalamus,ZFM-02181,2021-07-15,probe00
44,3.6499999999999986,0.0038482138397625677,0.5083096769720891,Thalamus,Midbrain,Midbrain-Thalamus,ZFM-02181,2021-07-15,probe00
45,3.749999999999999,0.0040266855815824995,0.44428947298949695,Thalamus,Midbrain,Midbrain-Thalamus,ZFM-02181,2021-07-15,probe00
0,-0.75,0.0016675413795856596,0.23889724768822596,Frontal cortex,Amygdala,Amygdala-Frontal cortex,ZFM-02600,2021-08-25,probe00
1,-0.65,0.006213071776531051,0.24293490407261145,Frontal cortex,Amygdala,Amygdala-Frontal cortex,ZFM-02600,2021-08-25,probe00
2,-0.55,0.007630236372168347,0.2901181333987592,Frontal cortex,Amygdala,Amygdala-Frontal cortex,ZFM-02600,2021-08-25,probe00
3,-0.45000000000000007,0.01063455091651066,0.25781295078911765,Frontal cortex,Amygdala,Amygdala-Frontal cortex,ZFM-02600,2021-08-25,probe00
4,-0.3500000000000001,0.011140341069457117,0.27205929094668496,Frontal cortex,Amygdala,Amygdala-Frontal cortex,ZFM-02600,2021-08-25,probe00
5,-0.2500000000000001,0.01277193141033713,0.33762927785053964,Frontal cortex,Amygdala,Amygdala-Frontal cortex,ZFM-02600,2021-08-25,probe00
6,-0.15000000000000013,0.017703121680456044,0.30700758659484745,Frontal cortex,Amygdala,Amygdala-Frontal cortex,ZFM-02600,2021-08-25,probe00
7,-0.050000000000000155,0.013719067350927977,0.2831743902954511,Frontal cortex,Amygdala,Amygdala-Frontal cortex,ZFM-02600,2021-08-25,probe00
8,0.04999999999999982,0.005220135285471189,0.21273613227002663,Frontal cortex,Amygdala,Amygdala-Frontal cortex,ZFM-02600,2021-08-25,probe00
9,0.1499999999999998,-0.0012829823004959252,0.19174977481770075,Frontal cortex,Amygdala,Amygdala-Frontal cortex,ZFM-02600,2021-08-25,probe00
10,0.24999999999999978,0.0007127028607457573,0.26602455145529186,Frontal cortex,Amygdala,Amygdala-Frontal cortex,ZFM-02600,2021-08-25,probe00
11,0.34999999999999964,2.95237048080349e-05,0.21784547629436382,Frontal cortex,Amygdala,Amygdala-Frontal cortex,ZFM-02600,2021-08-25,probe00
12,0.44999999999999973,0.002655594257283444,0.28357452696815083,Frontal cortex,Amygdala,Amygdala-Frontal cortex,ZFM-02600,2021-08-25,probe00
13,0.5499999999999998,0.0012676487026322774,0.20106424136109277,Frontal cortex,Amygdala,Amygdala-Frontal cortex,ZFM-02600,2021-08-25,probe00
14,0.6499999999999997,-0.0010852820056076046,0.2691068840855338,Frontal cortex,Amygdala,Amygdala-Frontal cortex,ZFM-02600,2021-08-25,probe00
15,0.7499999999999996,0.004639251977405058,0.2779817369054977,Frontal cortex,Amygdala,Amygdala-Frontal cortex,ZFM-02600,2021-08-25,probe00
16,0.8499999999999996,0.004140395430085185,0.329738414185167,Frontal cortex,Amygdala,Amygdala-Frontal cortex,ZFM-02600,2021-08-25,probe00
17,0.9499999999999997,0.007594234003183924,0.36799973652799106,Frontal cortex,Amygdala,Amygdala-Frontal cortex,ZFM-02600,2021-08-25,probe00
18,1.0499999999999996,0.0053363522216959,0.3299701178302396,Frontal cortex,Amygdala,Amygdala-Frontal cortex,ZFM-02600,2021-08-25,probe00
19,1.1499999999999995,-0.004955928073507997,0.16565591268304203,Frontal cortex,Amygdala,Amygdala-Frontal cortex,ZFM-02600,2021-08-25,probe00
20,1.2499999999999996,0.004316483565931996,0.18505248854598674,Frontal cortex,Amygdala,Amygdala-Frontal cortex,ZFM-02600,2021-08-25,probe00
21,1.3499999999999996,0.012074581833964003,0.38738250207820674,Frontal cortex,Amygdala,Amygdala-Frontal cortex,ZFM-02600,2021-08-25,probe00
22,1.4499999999999993,0.01644443003982479,0.29912021621655194,Frontal cortex,Amygdala,Amygdala-Frontal cortex,ZFM-02600,2021-08-25,probe00
23,1.5499999999999994,0.001963130833106147,0.20537018956717631,Frontal cortex,Amygdala,Amygdala-Frontal cortex,ZFM-02600,2021-08-25,probe00
24,1.6499999999999995,0.00839692537980069,0.20373224622335925,Frontal cortex,Amygdala,Amygdala-Frontal cortex,ZFM-02600,2021-08-25,probe00
25,1.7499999999999996,0.012926071863025647,0.2751523813308977,Frontal cortex,Amygdala,Amygdala-Frontal cortex,ZFM-02600,2021-08-25,probe00
26,1.8499999999999996,0.007455912453794913,0.2568669407041689,Frontal cortex,Amygdala,Amygdala-Frontal cortex,ZFM-02600,2021-08-25,probe00
27,1.9499999999999993,0.007693183841289741,0.29421515886563715,Frontal cortex,Amygdala,Amygdala-Frontal cortex,ZFM-02600,2021-08-25,probe00
28,2.0499999999999994,0.0023782362039667174,0.22986672660925,Frontal cortex,Amygdala,Amygdala-Frontal cortex,ZFM-02600,2021-08-25,probe00
29,2.1499999999999995,-0.004031771357018862,0.22366198340631935,Frontal cortex,Amygdala,Amygdala-Frontal cortex,ZFM-02600,2021-08-25,probe00
30,2.249999999999999,0.0010282981455697338,0.2846222222455361,Frontal cortex,Amygdala,Amygdala-Frontal cortex,ZFM-02600,2021-08-25,probe00
31,2.349999999999999,0.011021815629727054,0.2757753364540561,Frontal cortex,Amygdala,Amygdala-Frontal cortex,ZFM-02600,2021-08-25,probe00
32,2.4499999999999993,0.013108550967997618,0.3793469598401931,Frontal cortex,Amygdala,Amygdala-Frontal cortex,ZFM-02600,2021-08-25,probe00
33,2.5499999999999994,0.009220665493857366,0.4389569263681403,Frontal cortex,Amygdala,Amygdala-Frontal cortex,ZFM-02600,2021-08-25,probe00
34,2.6499999999999995,0.015749757983914297,0.4060063866543253,Frontal cortex,Amygdala,Amygdala-Frontal cortex,ZFM-02600,2021-08-25,probe00
35,2.749999999999999,0.016343524999720558,0.4023611018510061,Frontal cortex,Amygdala,Amygdala-Frontal cortex,ZFM-02600,2021-08-25,probe00
36,2.849999999999999,0.018544844715164484,0.3079000479087658,Frontal cortex,Amygdala,Amygdala-Frontal cortex,ZFM-02600,2021-08-25,probe00
37,2.9499999999999993,0.0238385884609587,0.27985086530570613,Frontal cortex,Amygdala,Amygdala-Frontal cortex,ZFM-02600,2021-08-25,probe00
38,3.049999999999999,0.020583191676893556,0.2687218948103206,Frontal cortex,Amygdala,Amygdala-Frontal cortex,ZFM-02600,2021-08-25,probe00
39,3.149999999999999,0.011566335898098362,0.33901647908853455,Frontal cortex,Amygdala,Amygdala-Frontal cortex,ZFM-02600,2021-08-25,probe00
40,3.249999999999999,0.002776138817866787,0.27059069456187035,Frontal cortex,Amygdala,Amygdala-Frontal cortex,ZFM-02600,2021-08-25,probe00
41,3.3499999999999988,0.008936766853568303,0.2698552118057284,Frontal cortex,Amygdala,Amygdala-Frontal cortex,ZFM-02600,2021-08-25,probe00
42,3.4499999999999993,0.008508743098897237,0.3085955916227583,Frontal cortex,Amygdala,Amygdala-Frontal cortex,ZFM-02600,2021-08-25,probe00
43,3.549999999999999,0.00659549899162902,0.3177020553467223,Frontal cortex,Amygdala,Amygdala-Frontal cortex,ZFM-02600,2021-08-25,probe00
44,3.6499999999999986,0.004533538932843574,0.26656807757649686,Frontal cortex,Amygdala,Amygdala-Frontal cortex,ZFM-02600,2021-08-25,probe00
45,3.749999999999999,0.004600016026298059,0.22419147740563214,Frontal cortex,Amygdala,Amygdala-Frontal cortex,ZFM-02600,2021-08-25,probe00
0,-0.75,0.00986050964461207,0.28288276272744184,Frontal cortex,Thalamus,Frontal cortex-Thalamus,ZFM-02600,2021-08-25,probe00
1,-0.65,0.012275210120992619,0.33247531776438766,Frontal cortex,Thalamus,Frontal cortex-Thalamus,ZFM-02600,2021-08-25,probe00
2,-0.55,0.012624443746210875,0.3131640600587945,Frontal cortex,Thalamus,Frontal cortex-Thalamus,ZFM-02600,2021-08-25,probe00
3,-0.45000000000000007,0.013097302867227528,0.33277800892001863,Frontal cortex,Thalamus,Frontal cortex-Thalamus,ZFM-02600,2021-08-25,probe00
4,-0.3500000000000001,0.013144477029896184,0.398975451688037,Frontal cortex,Thalamus,Frontal cortex-Thalamus,ZFM-02600,2021-08-25,probe00
5,-0.2500000000000001,0.010653105519240803,0.37991986075219714,Frontal cortex,Thalamus,Frontal cortex-Thalamus,ZFM-02600,2021-08-25,probe00
6,-0.15000000000000013,0.009730258994448062,0.4066189108777006,Frontal cortex,Thalamus,Frontal cortex-Thalamus,ZFM-02600,2021-08-25,probe00
7,-0.050000000000000155,0.011437899446671281,0.34754062045435846,Frontal cortex,Thalamus,Frontal cortex-Thalamus,ZFM-02600,2021-08-25,probe00
8,0.04999999999999982,0.011289575702331623,0.3856418486734082,Frontal cortex,Thalamus,Frontal cortex-Thalamus,ZFM-02600,2021-08-25,probe00
9,0.1499999999999998,0.013632780924949073,0.32361755226563294,Frontal cortex,Thalamus,Frontal cortex-Thalamus,ZFM-02600,2021-08-25,probe00
10,0.24999999999999978,0.01115325757411963,0.4330254891683397,Frontal cortex,Thalamus,Frontal cortex-Thalamus,ZFM-02600,2021-08-25,probe00
11,0.34999999999999964,0.012862699013901604,0.4810115157710973,Frontal cortex,Thalamus,Frontal cortex-Thalamus,ZFM-02600,2021-08-25,probe00
12,0.44999999999999973,0.012537939411280636,0.2885345598576421,Frontal cortex,Thalamus,Frontal cortex-Thalamus,ZFM-02600,2021-08-25,probe00
13,0.5499999999999998,0.007707358932157063,0.4511861933470664,Frontal cortex,Thalamus,Frontal cortex-Thalamus,ZFM-02600,2021-08-25,probe00
14,0.6499999999999997,0.0046287112618397085,0.4532094127910443,Frontal cortex,Thalamus,Frontal cortex-Thalamus,ZFM-02600,2021-08-25,probe00
15,0.7499999999999996,0.0033554028298130286,0.47967289501655347,Frontal cortex,Thalamus,Frontal cortex-Thalamus,ZFM-02600,2021-08-25,probe00
16,0.8499999999999996,0.0036837490685211554,0.33561659260163695,Frontal cortex,Thalamus,Frontal cortex-Thalamus,ZFM-02600,2021-08-25,probe00
17,0.9499999999999997,0.00502618044049998,0.3246938696001427,Frontal cortex,Thalamus,Frontal cortex-Thalamus,ZFM-02600,2021-08-25,probe00
18,1.0499999999999996,0.00648325336599882,0.2744281422824836,Frontal cortex,Thalamus,Frontal cortex-Thalamus,ZFM-02600,2021-08-25,probe00
19,1.1499999999999995,0.008076500381474982,0.3336723551051858,Frontal cortex,Thalamus,Frontal cortex-Thalamus,ZFM-02600,2021-08-25,probe00
20,1.2499999999999996,0.01159006305471259,0.5247287725215682,Frontal cortex,Thalamus,Frontal cortex-Thalamus,ZFM-02600,2021-08-25,probe00
21,1.3499999999999996,0.009159747838917478,0.5232155533094657,Frontal cortex,Thalamus,Frontal cortex-Thalamus,ZFM-02600,2021-08-25,probe00
22,1.4499999999999993,0.005777600327778143,0.4635768679566499,Frontal cortex,Thalamus,Frontal cortex-Thalamus,ZFM-02600,2021-08-25,probe00
23,1.5499999999999994,0.004739255836796785,0.3805474379440016,Frontal cortex,Thalamus,Frontal cortex-Thalamus,ZFM-02600,2021-08-25,probe00
24,1.6499999999999995,0.00538759006607335,0.3833939749129744,Frontal cortex,Thalamus,Frontal cortex-Thalamus,ZFM-02600,2021-08-25,probe00
25,1.7499999999999996,0.008232840745944547,0.4357600491886723,Frontal cortex,Thalamus,Frontal cortex-Thalamus,ZFM-02600,2021-08-25,probe00
26,1.8499999999999996,0.009310530044183052,0.42904219748044375,Frontal cortex,Thalamus,Frontal cortex-Thalamus,ZFM-02600,2021-08-25,probe00
27,1.9499999999999993,0.012076067059094165,0.3886815061577263,Frontal cortex,Thalamus,Frontal cortex-Thalamus,ZFM-02600,2021-08-25,probe00
28,2.0499999999999994,0.014003463611639833,0.3365535654751145,Frontal cortex,Thalamus,Frontal cortex-Thalamus,ZFM-02600,2021-08-25,probe00
29,2.1499999999999995,0.013038207067509428,0.43526942396880963,Frontal cortex,Thalamus,Frontal cortex-Thalamus,ZFM-02600,2021-08-25,probe00
30,2.249999999999999,0.01290262044495476,0.4272643411948641,Frontal cortex,Thalamus,Frontal cortex-Thalamus,ZFM-02600,2021-08-25,probe00
