time,state_incr,state_decr,subject,pid,region
-0.9,0.056,-0.016000000000000014,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
-0.7000000000000001,-0.004,0.043999999999999984,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
-0.5,-0.004,0.0040000000000000036,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
-0.30000000000000004,-0.024,-0.016000000000000014,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
-0.1,-0.024,-0.016000000000000014,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
0.1,0.016,-0.016000000000000014,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
0.30000000000000004,0.056,-0.05600000000000001,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
0.5,0.056,-0.05600000000000001,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
0.7000000000000001,0.036,-0.016000000000000014,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
0.9,0.056,-0.05600000000000001,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
1.1,0.096,-0.05600000000000001,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
1.3000000000000003,0.016,-0.016000000000000014,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
1.5,0.036,-0.05600000000000001,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
1.7000000000000002,0.016,-0.05600000000000001,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
1.9,0.016,-0.07600000000000001,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
2.1,0.016,-0.07600000000000001,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
2.3000000000000003,0.036,-0.096,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
2.5,0.036,-0.05600000000000001,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
2.7,0.036,-0.05600000000000001,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
2.9000000000000004,0.036,-0.116,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
3.1,0.056,-0.116,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
3.3000000000000003,0.07600000000000001,-0.136,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
3.5,0.136,-0.116,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
3.7,0.11600000000000002,-0.036000000000000004,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
3.9000000000000004,0.11600000000000002,-0.096,ZFM-04811,0bdd7931-661f-452a-903f-6467a0661499,Midbrain
-0.9,0.0,0.04000000000000001,ZFM-04811,b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,Frontal
-0.7000000000000001,0.0,-0.01999999999999999,ZFM-04811,b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,Frontal
-0.5,0.04000000000000001,-0.03999999999999998,ZFM-04811,b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,Frontal
-0.30000000000000004,-0.01999999999999999,0.06,ZFM-04811,b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,Frontal
-0.1,-0.01999999999999999,-0.03999999999999998,ZFM-04811,b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,Frontal
0.1,0.020000000000000018,0.020000000000000018,ZFM-04811,b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,Frontal
0.30000000000000004,0.04000000000000001,-0.01999999999999999,ZFM-04811,b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,Frontal
0.5,0.06,-0.01999999999999999,ZFM-04811,b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,Frontal
0.7000000000000001,0.020000000000000018,-0.13999999999999999,ZFM-04811,b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,Frontal
0.9,0.04000000000000001,-0.06,ZFM-04811,b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,Frontal
1.1,0.08000000000000002,-0.07999999999999999,ZFM-04811,b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,Frontal
1.3000000000000003,0.1,-0.03999999999999998,ZFM-04811,b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,Frontal
1.5,0.06,-0.07999999999999999,ZFM-04811,b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,Frontal
1.7000000000000002,0.0,0.020000000000000018,ZFM-04811,b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,Frontal
1.9,0.020000000000000018,-0.06,ZFM-04811,b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,Frontal
2.1,0.06,0.020000000000000018,ZFM-04811,b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,Frontal
2.3000000000000003,0.04000000000000001,0.06,ZFM-04811,b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,Frontal
2.5,0.06,-0.06,ZFM-04811,b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,Frontal
2.7,0.0,0.0,ZFM-04811,b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,Frontal
2.9000000000000004,-0.06,-0.01999999999999999,ZFM-04811,b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,Frontal
3.1,0.020000000000000018,0.06,ZFM-04811,b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,Frontal
3.3000000000000003,0.08000000000000002,0.06,ZFM-04811,b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,Frontal
3.5,0.04000000000000001,-0.01999999999999999,ZFM-04811,b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,Frontal
3.7,0.020000000000000018,-0.03999999999999998,ZFM-04811,b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,Frontal
3.9000000000000004,0.0,0.06,ZFM-04811,b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,Frontal
-0.9,-0.048000000000000015,-0.03600000000000003,ZFM-04811,b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,Sensory
-0.7000000000000001,0.011999999999999983,0.023999999999999966,ZFM-04811,b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,Sensory
