mutual_information,mi_over_baseline,time,region_1,region_2,region_pair,subject,eid,date,sert-cre
0.9506494494161667,-0.23379122510029482,-0.95,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
0.9278336002289587,-0.25660707428750285,-0.8500000000000001,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
1.4195836308870695,0.235142956370608,-0.75,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
1.0482984525506691,-0.1361422219657924,-0.6500000000000001,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
1.137434868836836,-0.04700580567962542,-0.55,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
1.1791736578185326,-0.00526701669792895,-0.45,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
1.3756163049486942,0.19117563043223273,-0.35000000000000003,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
1.3951431326564236,0.21070245813996213,-0.25,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
1.0399161341423124,-0.14452454037414908,-0.15000000000000002,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
1.3707575136789512,0.18631683916248964,-0.05,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
1.1629503231676876,-0.021490351348773862,0.05,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
0.7756744857853384,-0.40876618873112314,0.15000000000000002,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
1.106315865298128,-0.07812480921833354,0.25,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
1.0452261870482662,-0.1392144874681953,0.35000000000000003,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
1.0533569277630708,-0.13108374675339074,0.45,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
0.9969616965445656,-0.18747897797189594,0.55,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
1.224611511649981,0.04017083713351943,0.6500000000000001,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
1.1840400014175496,-0.00040067309891189673,0.75,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
0.8242848608508145,-0.360155813665647,0.8500000000000001,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
