,stimOn_times,feedback_times,goCue_times,probabilityLeft,contrastLeft,contrastRight,feedbackType,choice,firstMovement_times,signed_contrast,laser_stimulation,laser_probability,probe_trial,correct,right_choice,stim_side,time_to_choice,reaction_times,rt_log,pupil,whisking,sniffing,p_engaged,p_exploratory,p_disengaged,state,state_switch
20,504.8341448705048,505.84324395050584,504.8112804905048,0.2,,0.25,-1.0,1.0,505.15276159000047,0.25,0.0,0.0,0,0.0,0.0,1,1.031963460001009,1.031963460001009,2.0136643199647626,4.315275633374509,6.498375614484151,0.3872935938943783,1.0000260432161345e-08,1.000552015848039e-08,0.9999999799942194,2,0
24,537.5819697605376,542.6499629105426,537.5619717605375,0.2,,0.0625,-1.0,1.0,542.3907615900006,0.0625,1.0,1.0,0,0.0,0.0,1,5.087991150005109,5.087991150005109,2.7065463472340507,5.016147906744563,1.9023910363515217,0.2360379923943001,0.30521754203038737,0.12215415090684531,0.5726283070627673,2,0
25,546.8644080905468,557.3981879405574,546.8505761405469,0.2,,0.125,-1.0,1.0,547.7417615900006,0.125,1.0,1.0,0,0.0,0.0,1,10.547611800010486,10.547611800010486,3.0231541374073485,9.151637925822742,2.177982521057129,0.2788820686039651,0.30521754682545493,0.12215415164930511,0.57262830152524,2,0
33,906.6624580209067,907.1071135509071,906.6387603909067,0.2,,1.0,1.0,-1.0,906.8517615900009,1.0,1.0,1.0,0,1.0,1.0,1,0.46835316000044713,0.46835316000044713,1.6705734547809326,64.00506176444011,7.811495590209961,0.8435133125784919,0.30521754202239443,0.12215415090528392,0.5726283070723216,1,1
34,910.0936815309101,910.5181724109106,910.07241699091,0.2,,1.0,1.0,-1.0,910.2797615900009,1.0,1.0,1.0,0,1.0,1.0,1,0.4457554200005234,0.4457554200005234,1.6490966325249214,35.8953838562058,9.527120359738667,0.7395500560192719,0.7590228046627927,0.19245114802544339,0.04852604731176379,1,0
36,920.2099031409202,920.7590148909208,920.1990042309202,0.2,,0.0625,-1.0,1.0,920.5317615900009,0.0625,1.0,1.0,0,0.0,0.0,1,0.5600106600005574,0.5600106600005574,1.748196294033622,56.4837167761513,5.9911616484324135,0.5785768217594677,0.7583679463040853,0.19310589572053719,0.04852615797537763,1,0
38,931.925864760932,932.6867886609327,931.9242649209319,0.2,,0.0,1.0,-1.0,932.3197615900009,0.0,1.0,0.75,0,1.0,1.0,1,0.7625237400008018,0.7625237400008018,1.882253369318301,5.039868075012098,6.7505570073281564,0.5723635933730372,0.7590228046612515,0.19245114802698454,0.04852604731176406,0,1
39,935.8087097709358,936.2007372309362,935.8065766509358,0.2,,1.0,1.0,-1.0,935.985761590001,1.0,1.0,1.0,0,1.0,1.0,1,0.39416058000040266,0.39416058000040266,1.5956731883240605,8.386485690856944,9.866812268892923,0.6033985692486813,0.6621122672151715,0.2729943323071163,0.06489340047771239,0,0
45,967.7235513009678,968.0892480609681,967.7143522209677,0.2,0.25,,1.0,1.0,967.869761590001,-0.25,0.0,0.0,0,1.0,0.0,-1,0.374895840000363,0.374895840000363,1.5739106213366993,24.510336438035246,10.778997246424357,0.9524736149406287,0.6640479470306601,0.2799939664912695,0.0559580864780705,0,0
46,971.4568446009715,971.7509818509718,971.4400129509714,0.2,0.0,,1.0,1.0,971.4967615900009,-0.0,0.0,0.25,0,1.0,0.0,-1,0.31096890000037547,0.31096890000037547,1.4927169574075543,38.62455723088479,11.164689739545187,0.8447151928119114,0.6972396762977332,0.25422280247540074,0.04853752122686621,1,1
48,982.1894045709822,982.8258075909829,982.1749393509822,0.2,1.0,,1.0,1.0,982.6117615900009,-1.0,0.0,0.0,0,1.0,0.0,-1,0.6508682400007046,0.6508682400007046,1.8134930800701325,5.330355766292149,4.267638162771861,0.5242460415932669,0.7588050159718175,0.19266889991260733,0.04852608411557518,0,1
51,996.907265970997,997.3008266109973,996.8841682809968,0.2,1.0,,1.0,1.0,997.110761590001,-1.0,0.0,0.0,0,1.0,0.0,-1,0.41665833000047314,0.41665833000047314,1.6197800688379638,10.54518246269648,7.951560664176941,0.7769312808823599,0.6670618705357312,0.28249511937027305,0.050443010093996106,0,0
