,stimOn_times,feedback_times,goCue_times,probabilityLeft,contrastLeft,contrastRight,feedbackType,choice,firstMovement_times,signed_contrast,laser_stimulation,laser_probability,probe_trial,correct,right_choice,stim_side,time_to_choice,reaction_times,rt_log,pupil,whisking,sniffing,p_engaged,p_exploratory,p_disengaged,state,state_switch
145,871.050252930871,871.4279151608714,871.0428536708711,0.2,,0.0625,1.0,-1.0,871.1570922799053,0.0625,0.0,0.0,0,1.0,1.0,1,0.3850614900003393,0.3850614900003393,1.5855300870033062,13.138247883931866,10.20809268951416,0.6566520087281839,0.9999999799206694,1.0079331018298559e-08,9.999999700000247e-09,0,0
146,875.1166462508751,875.3761869608754,875.0911821308752,0.2,,0.0625,-1.0,1.0,875.0880922799049,0.0625,0.0,0.0,0,0.0,0.0,1,0.28500483000027543,0.28500483000027543,1.4548522200951512,16.02232501326766,7.450362221399943,1.0556331606915246,0.7057128864637957,0.20754270075116724,0.08674441278503706,0,0
147,882.6684909908827,883.1527758908832,882.6637914608826,0.8,,0.0,-1.0,1.0,882.765092279904,0.0,1.0,0.25,1,0.0,0.0,1,0.48898443000052794,0.48898443000052794,1.6892950307544825,15.468667861014065,9.214815711975097,0.7712946250688208,0.7021954580142419,0.20937423150714193,0.08843031047861624,0,0
148,890.8824028508909,891.5703340508916,890.8833694208909,0.8,0.125,,1.0,1.0,891.2860922799031,-0.125,0.0,0.0,0,1.0,0.0,-1,0.6869646300007162,0.6869646300007162,1.836934376956267,18.131865837373443,8.476959991455079,1.404288064831394,0.7028985618059388,0.20900812421097265,0.08809331398308873,0,0
149,897.5006742908976,898.1217788408982,897.4826427608975,0.8,0.0,,1.0,1.0,897.8880922799024,-0.0,0.0,0.25,0,1.0,0.0,-1,0.6391360800006396,0.6391360800006396,1.805593334686562,12.545546453436403,1.557127046585083,0.22202911980995926,0.633225123418747,0.24528719771901625,0.12148767886223678,2,1
150,904.5666342909046,904.952162400905,904.5519357609046,0.8,1.0,,1.0,1.0,904.7220922799016,-1.0,0.0,0.0,0,1.0,0.0,-1,0.4002266400003691,0.4002266400003691,1.6023059928961445,15.652715783419108,7.690117979049683,0.45770295217342893,0.5006759002929733,0.3288575352630023,0.17046656444402442,0,1
151,911.933464200912,912.6308611209126,911.9345307609119,0.8,,0.25,-1.0,1.0,912.3220922799007,0.25,0.0,0.0,0,0.0,0.0,1,0.6963303600007293,0.6963303600007293,1.842815330825941,13.878811765924318,9.484570072543237,1.0552089001080314,0.7023934707090591,0.2092711259725639,0.08833540331837701,0,0
152,916.6975877409167,917.0864821809171,916.6851556509167,0.8,0.125,,1.0,1.0,916.8670922799002,-0.125,0.0,0.0,0,1.0,0.0,-1,0.4013265300003468,0.4013265300003468,1.603497870055088,17.965018236265575,12.424756368001303,1.7827454020348512,0.6844058203148067,0.2186373250004282,0.09695685468476525,0,0
153,923.1327774909231,924.1197787809241,923.1197787909231,0.8,,0.0,-1.0,1.0,923.3500922798995,0.0,0.0,0.25,0,0.0,0.0,1,0.9999999900010152,0.9999999900010152,1.999999995657496,16.57947767060726,8.547205352783203,1.13075663368243,0.6836711855848822,0.21901985050778697,0.09730896390733094,0,0
154,928.4657774709285,928.8845022609289,928.4367470409285,0.8,0.125,,1.0,1.0,928.671092279899,-0.125,0.0,0.0,0,1.0,0.0,-1,0.4477552200004311,0.4477552200004311,1.651040657623622,16.309723242992696,8.722524081507038,0.7302665042974602,0.5127016566515645,0.3080439643076259,0.1792543790408096,0,0
